ckey,rkey,cdate,rdate,cr11,cr12,cr17,rr17,cr18,rr18,cv01,rv01,cv02,rv02
20310222840,20310222840,20000122,20000325,5,NA,NA,5,NA,NA,3,NA,1,NA
20310222851,20310222851,20000122,20000317,NA,2,NA,NA,NA,NA,3,NA,1,NA
20310222857,20310222857,20000201,20000312,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310222876,20310222876,20000125,20000404,NA,2,NA,NA,NA,NA,2,NA,2,NA
20310222884,20310222884,20000120,20000321,NA,NA,NA,2,NA,NA,3,NA,1,NA
20310222928,20310222928,20000202,20000310,NA,2,NA,NA,NA,2,2,NA,2,NA
20310222942,20310222942,20000129,20000327,2,NA,NA,2,NA,NA,1,NA,1,NA
20310222943,20310222943,20000125,20000322,NA,NA,NA,NA,NA,NA,998,NA,NA,NA
20310222952,20310222952,20000125,20000325,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310222957,20310222957,20000128,20000313,NA,998,NA,6,NA,NA,2,NA,1,NA
20310222965,20310222965,20000126,20000314,6,NA,NA,NA,NA,NA,4,NA,NA,NA
20310222967,20310222967,20000131,20000324,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310222972,20310222972,20000120,20000312,2,NA,NA,2,NA,NA,3,NA,1,NA
20310222975,20310222975,20000202,20000327,2,NA,NA,NA,NA,NA,1,NA,2,NA
20310223001,20310223001,20000305,20000313,2,NA,NA,2,NA,NA,1,NA,1,NA
20310223019,20310223019,20000224,20000310,NA,1,NA,NA,NA,NA,3,NA,1,NA
20310223038,20310223038,20000306,20000322,998,NA,NA,6,NA,NA,1,NA,1,NA
20310223050,20310223050,20000304,20000326,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310223053,20310223053,20000224,20000319,2,NA,NA,2,NA,NA,1,NA,1,NA
20310223069,20310223069,20000305,20000323,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310223100,20310223100,20000229,20000313,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310223125,20310223125,20000306,20000316,NA,2,NA,NA,NA,2,1,NA,1,NA
20310223156,20310223156,20000226,20000318,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20310223161,20310223161,20000225,20000402,NA,998,NA,NA,NA,NA,3,NA,1,NA
20310223166,20310223166,20000225,20000328,NA,1,NA,NA,NA,1,2,NA,2,NA
20310223174,20310223174,20000229,20000326,NA,1,NA,NA,NA,2,3,NA,1,NA
20310223181,20310223181,20000302,20000324,6,NA,NA,NA,NA,NA,998,NA,NA,NA
20310223186,20310223186,20000223,20000314,NA,2,NA,NA,NA,2,2,NA,1,NA
20310223193,20310223193,20000226,20000310,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310223208,20310223208,20000227,20000318,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310223229,20310223229,20000305,20000327,NA,NA,2,2,NA,NA,1,NA,2,NA
20310223266,20310223266,20000224,20000314,6,NA,NA,NA,NA,2,3,NA,1,NA
20310223267,20310223267,20000303,20000402,NA,2,NA,NA,NA,2,2,NA,2,NA
20310223276,20310223276,20000303,20000325,6,NA,NA,NA,NA,NA,3,NA,1,NA
20310223286,20310223286,20000228,20000317,NA,1,NA,NA,NA,1,2,NA,2,NA
20310223293,20310223293,20000304,20000323,NA,2,NA,NA,NA,998,3,NA,2,NA
20310223296,20310223296,20000306,20000311,NA,998,NA,NA,NA,999,2,NA,1,NA
20310223305,20310223305,20000226,20000318,6,NA,NA,2,NA,NA,1,NA,2,NA
20310223306,20310223306,20000226,20000323,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310223324,20310223324,20000225,20000314,NA,1,NA,NA,NA,1,2,NA,2,NA
20310223349,20310223349,20000304,20000313,6,NA,NA,NA,NA,NA,4,NA,NA,NA
20310223351,20310223351,20000228,20000317,2,NA,NA,NA,NA,NA,1,NA,2,NA
20310223357,20310223357,20000224,20000318,NA,2,NA,NA,NA,2,3,NA,1,NA
20310223380,20310223380,20000222,20000320,NA,1,NA,NA,NA,1,3,NA,1,NA
20310223401,20310223401,20000306,20000312,2,NA,NA,NA,NA,NA,1,NA,1,NA
20310223422,20310223422,20000229,20000321,2,NA,NA,2,NA,NA,1,NA,1,NA
20310223426,20310223426,20000306,20000330,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310223430,20310223430,20000228,20000325,NA,2,NA,NA,NA,2,2,NA,1,NA
20310223487,20310223487,20000305,20000326,998,NA,NA,NA,NA,NA,1,NA,2,NA
20310223495,20310223495,20000223,20000317,6,NA,NA,999,NA,NA,1,NA,1,NA
20310223522,20310223522,20000304,20000310,2,NA,NA,NA,NA,2,3,NA,1,NA
20310223524,20310223524,20000228,20000322,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20310223541,20310223541,20000303,20000326,8,NA,NA,NA,NA,2,2,NA,2,NA
20310223554,20310223554,20000229,20000329,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310223602,20310223602,20000229,20000319,6,NA,NA,NA,NA,NA,4,NA,NA,NA
20310223609,20310223609,20000227,20000317,2,NA,NA,6,NA,NA,1,NA,2,NA
20310223612,20310223612,20000228,20000314,6,NA,NA,6,NA,NA,3,NA,1,NA
20310223623,20310223623,20000303,20000315,NA,2,NA,NA,NA,2,3,NA,2,NA
20310223648,20310223648,20000225,20000319,NA,2,NA,NA,NA,NA,3,NA,1,NA
20310223667,20310223667,20000223,20000330,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310223669,20310223669,20000226,20000404,2,NA,NA,NA,NA,NA,4,NA,NA,NA
20310223672,20310223672,20000223,20000328,2,NA,NA,2,NA,NA,1,NA,2,NA
20310223687,20310223687,20000306,20000403,NA,NA,NA,NA,NA,2,2,NA,1,NA
20310223703,20310223703,20000304,20000312,NA,NA,NA,NA,NA,NA,998,NA,NA,NA
20310223705,20310223705,20000301,20000321,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20310223723,20310223723,20000229,20000318,2,NA,NA,NA,NA,NA,1,NA,1,NA
20310223741,20310223741,20000303,20000318,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20310223744,20310223744,20000224,20000312,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310223766,20310223766,20000225,20000324,NA,2,NA,NA,NA,2,2,NA,1,NA
20310223773,20310223773,20000305,20000319,NA,2,NA,NA,NA,2,3,NA,1,NA
20310223782,20310223782,20000227,20000310,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310223784,20310223784,20000302,20000316,2,NA,NA,2,NA,NA,3,NA,1,NA
20310223800,20310223800,20000305,20000311,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310223836,20310223836,20000302,20000320,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20310223858,20310223858,20000302,20000310,NA,2,NA,NA,NA,NA,2,NA,2,NA
20310223868,20310223868,20000304,20000402,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310223904,20310223904,20000228,20000323,2,NA,NA,2,NA,NA,4,NA,NA,NA
20310223922,20310223922,20000302,20000320,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20310223933,20310223933,20000306,20000326,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20310223955,20310223955,20000301,20000322,NA,NA,5,5,NA,NA,3,NA,1,NA
20310223972,20310223972,20000227,20000313,NA,1,NA,NA,NA,2,2,NA,2,NA
20310223978,20310223978,20000305,20000310,2,NA,NA,2,NA,NA,1,NA,1,NA
20310223980,20310223980,20000306,20000315,6,NA,NA,NA,NA,NA,2,NA,2,NA
20310223992,20310223992,20000229,20000316,2,NA,NA,2,NA,NA,1,NA,1,NA
20310224026,20310224026,20000305,20000310,6,NA,NA,6,NA,NA,3,NA,1,NA
20310224072,20310224072,20000303,20000311,2,NA,NA,2,NA,NA,1,NA,1,NA
20310224100,20310224100,20000303,20000404,2,NA,NA,2,NA,NA,1,NA,1,NA
20310224112,20310224112,20000303,20000312,6,NA,NA,NA,NA,1,2,NA,1,NA
20310224115,20310224115,20000306,20000318,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310224167,20310224167,20000302,20000328,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310224175,20310224175,20000228,20000322,2,NA,NA,2,NA,NA,1,NA,1,NA
20310224209,20310224209,20000228,20000325,NA,1,NA,NA,NA,NA,3,NA,2,NA
20310224236,20310224236,20000301,20000403,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310224238,20310224238,20000224,20000322,5,NA,NA,7,NA,NA,4,NA,NA,NA
20310224241,20310224241,20000222,20000323,NA,2,NA,NA,NA,2,2,NA,2,NA
20310224255,20310224255,20000229,20000311,2,NA,NA,NA,NA,NA,1,NA,2,NA
20310224300,20310224300,20000225,20000319,NA,2,NA,NA,NA,2,2,NA,1,NA
20310224301,20310224301,20000306,20000310,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310224318,20310224318,20000227,20000313,NA,NA,NA,6,NA,NA,1,NA,2,NA
20310224323,20310224323,20000225,20000319,6,NA,NA,6,NA,NA,3,NA,2,NA
20310224341,20310224341,20000302,20000315,NA,2,NA,NA,NA,2,2,NA,1,NA
20310224418,20310224418,20000224,20000322,6,NA,NA,NA,NA,NA,3,NA,1,NA
20310224419,20310224419,20000304,20000325,6,NA,NA,NA,NA,NA,3,NA,1,NA
20310224441,20310224441,20000304,20000318,NA,2,NA,NA,NA,2,2,NA,1,NA
20310224444,20310224444,20000302,20000322,6,NA,NA,6,NA,NA,3,NA,1,NA
20310224454,20310224454,20000224,20000312,NA,2,NA,NA,NA,2,3,NA,2,NA
20310224459,20310224459,20000304,20000322,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310224472,20310224472,20000227,20000320,2,NA,NA,NA,NA,NA,1,NA,2,NA
20310224507,20310224507,20000304,20000331,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310224521,20310224521,20000303,20000320,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310224530,20310224530,20000228,20000322,NA,2,NA,NA,NA,1,3,NA,1,NA
20310224577,20310224577,20000301,20000331,NA,2,NA,NA,NA,2,2,NA,1,NA
20310224583,20310224583,20000301,20000320,NA,2,NA,NA,NA,2,2,NA,1,NA
20310224584,20310224584,20000224,20000331,NA,2,NA,NA,NA,NA,2,NA,2,NA
20310224613,20310224613,20000226,20000325,NA,1,NA,NA,NA,1,2,NA,1,NA
20310224614,20310224614,20000228,20000316,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310224621,20310224621,20000229,20000331,2,NA,NA,NA,NA,3,1,NA,998,NA
20310224624,20310224624,20000304,20000319,6,NA,NA,6,NA,NA,4,NA,NA,NA
20310224627,20310224627,20000302,20000403,NA,1,NA,NA,NA,NA,2,NA,1,NA
20310224655,20310224655,20000227,20000314,2,NA,NA,2,NA,NA,1,NA,1,NA
20310224670,20310224670,20000222,20000315,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310224671,20310224671,20000305,20000329,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310224714,20310224714,20000305,20000310,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310224770,20310224770,20000304,20000317,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20310224792,20310224792,20000226,20000310,NA,NA,NA,NA,NA,2,3,NA,1,NA
20310224846,20310224846,20000302,20000312,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310224898,20310224898,20000305,20000324,NA,2,NA,NA,NA,NA,2,NA,2,NA
20310224905,20310224905,20000303,20000405,NA,1,NA,NA,NA,1,3,NA,2,NA
20310224911,20310224911,20000229,20000312,998,NA,NA,NA,NA,NA,4,NA,NA,NA
20310224949,20310224949,20000306,20000311,NA,2,NA,NA,NA,2,2,NA,1,NA
20310224960,20310224960,20000228,20000404,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310225005,20310225005,20000305,20000313,NA,1,NA,NA,NA,NA,3,NA,2,NA
20310225009,20310225009,20000226,20000316,NA,2,NA,NA,NA,2,2,NA,1,NA
20310225023,20310225023,20000224,20000312,NA,2,NA,NA,NA,1,2,NA,1,NA
20310225028,20310225028,20000229,20000319,NA,998,NA,NA,NA,1,2,NA,1,NA
20310225038,20310225038,20000226,20000320,2,NA,NA,2,NA,NA,1,NA,1,NA
20310225039,20310225039,20000306,20000315,NA,NA,6,6,NA,NA,1,NA,1,NA
20310225053,20310225053,20000302,20000315,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310225072,20310225072,20000302,20000320,NA,2,NA,NA,NA,NA,3,NA,1,NA
20310225076,20310225076,20000305,20000323,998,NA,NA,6,NA,NA,1,NA,2,NA
20310225084,20310225084,20000306,20000324,2,NA,NA,2,NA,NA,1,NA,1,NA
20310225092,20310225092,20000306,20000310,2,NA,NA,NA,NA,NA,1,NA,2,NA
20310225120,20310225120,20000228,20000326,6,NA,NA,6,NA,NA,1,NA,2,NA
20310225130,20310225130,20000222,20000310,NA,1,NA,NA,NA,1,2,NA,2,NA
20310225135,20310225135,20000229,20000325,NA,NA,NA,NA,NA,2,2,NA,2,NA
20310225139,20310225139,20000225,20000329,NA,2,NA,NA,NA,2,2,NA,1,NA
20310225141,20310225141,20000302,20000320,NA,2,NA,NA,NA,2,2,NA,1,NA
20310225182,20310225182,20000227,20000406,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310225184,20310225184,20000227,20000320,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310225212,20310225212,20000305,20000319,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310225227,20310225227,20000306,20000314,2,NA,NA,2,NA,NA,1,NA,1,NA
20310225234,20310225234,20000303,20000312,NA,2,NA,NA,NA,1,2,NA,1,NA
20310225253,20310225253,20000227,20000316,2,NA,NA,2,NA,NA,3,NA,1,NA
20310225269,20310225269,20000224,20000323,6,NA,NA,NA,NA,NA,3,NA,1,NA
20310225297,20310225297,20000229,20000311,NA,2,NA,NA,NA,2,3,NA,1,NA
20310225327,20310225327,20000228,20000314,5,NA,NA,2,NA,NA,1,NA,2,NA
20310225366,20310225366,20000229,20000322,6,NA,NA,NA,NA,NA,2,NA,1,NA
20310225471,20310225471,20000225,20000404,6,NA,NA,2,NA,NA,1,NA,1,NA
20310225535,20310225535,20000304,20000326,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20310225545,20310225545,20000303,20000401,NA,2,NA,NA,NA,2,2,NA,2,NA
20310225548,20310225548,20000229,20000313,998,NA,NA,5,NA,NA,1,NA,1,NA
20310225594,20310225594,20000224,20000314,NA,2,NA,NA,NA,1,2,NA,2,NA
20310225621,20310225621,20000306,20000401,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20310225657,20310225657,20000306,20000319,2,NA,NA,2,NA,NA,1,NA,2,NA
20310225751,20310225751,20000227,20000328,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310225753,20310225753,20000302,20000320,2,NA,NA,2,NA,NA,1,NA,2,NA
20310225763,20310225763,20000229,20000311,2,NA,NA,2,NA,NA,1,NA,1,NA
20310225772,20310225772,20000229,20000310,NA,2,NA,NA,NA,2,2,NA,2,NA
20310225783,20310225783,20000304,20000312,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310225821,20310225821,20000301,20000405,NA,998,NA,NA,NA,NA,1,NA,1,NA
20310225839,20310225839,20000226,20000317,NA,2,NA,NA,NA,NA,2,NA,2,NA
20310225853,20310225853,20000304,20000325,NA,NA,NA,NA,2,2,2,NA,2,NA
20310225869,20310225869,20000304,20000320,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310225882,20310225882,20000306,20000316,NA,2,NA,NA,NA,2,2,NA,2,NA
20310225954,20310225954,20000226,20000327,2,NA,NA,2,NA,NA,4,NA,NA,NA
20310225958,20310225958,20000302,20000313,NA,NA,6,6,NA,NA,3,NA,1,NA
20310225967,20310225967,20000305,20000316,2,NA,NA,NA,NA,NA,3,NA,1,NA
20310226006,20310226006,20000226,20000316,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310226022,20310226022,20000302,20000403,NA,2,NA,NA,NA,2,3,NA,1,NA
20310226056,20310226056,20000305,20000327,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310226069,20310226069,20000228,20000316,NA,2,NA,NA,NA,2,2,NA,1,NA
20310226076,20310226076,20000306,20000322,6,NA,NA,NA,NA,NA,1,NA,2,NA
20310226101,20310226101,20000222,20000326,NA,2,NA,NA,NA,2,2,NA,1,NA
20310226113,20310226113,20000305,20000317,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310226123,20310226123,20000227,20000325,6,NA,NA,NA,NA,NA,1,NA,2,NA
20310226132,20310226132,20000302,20000322,6,NA,NA,6,NA,NA,4,NA,NA,NA
20310226150,20310226150,20000227,20000327,NA,1,NA,7,NA,NA,1,NA,1,NA
20310226170,20310226170,20000226,20000330,2,NA,NA,2,NA,NA,1,NA,1,NA
20310226176,20310226176,20000304,20000313,2,NA,NA,2,NA,NA,1,NA,1,NA
20310226194,20310226194,20000302,20000327,2,NA,NA,NA,NA,NA,1,NA,2,NA
20310226252,20310226252,20000223,20000327,NA,2,NA,NA,NA,2,2,NA,1,NA
20310226277,20310226277,20000228,20000329,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20310226296,20310226296,20000226,20000318,6,NA,NA,NA,NA,NA,3,NA,1,NA
20310226313,20310226313,20000306,20000313,998,NA,NA,2,NA,NA,1,NA,2,NA
20310226317,20310226317,20000225,20000311,5,NA,NA,NA,NA,1,1,NA,1,NA
20310226374,20310226374,20000226,20000315,NA,2,NA,NA,NA,NA,3,NA,1,NA
20310226406,20310226406,20000225,20000321,NA,NA,2,2,NA,NA,1,NA,1,NA
20310226429,20310226429,20000305,20000314,NA,2,NA,NA,NA,2,2,NA,2,NA
20310226445,20310226445,20000226,20000319,2,NA,NA,2,NA,NA,1,NA,1,NA
20310226458,20310226458,20000306,20000317,999,NA,NA,6,NA,NA,1,NA,1,NA
20310226568,20310226568,20000228,20000322,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310226595,20310226595,20000224,20000312,5,NA,NA,2,NA,NA,1,NA,1,NA
20310226615,20310226615,20000303,20000319,2,NA,NA,2,NA,NA,4,NA,NA,NA
20310226620,20310226620,20000223,20000327,NA,2,NA,NA,NA,2,2,NA,2,NA
20310226647,20310226647,20000301,20000324,6,NA,NA,6,NA,NA,3,NA,1,NA
20310226662,20310226662,20000228,20000316,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310226698,20310226698,20000306,20000315,2,NA,NA,2,NA,NA,1,NA,1,NA
20310226710,20310226710,20000306,20000310,NA,NA,NA,NA,NA,NA,3,NA,998,NA
20310226739,20310226739,20000224,20000315,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310226750,20310226750,20000228,20000312,NA,2,NA,NA,NA,NA,2,NA,2,NA
20310226778,20310226778,20000304,20000325,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310226790,20310226790,20000304,20000319,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310226845,20310226845,20000229,20000312,NA,NA,NA,6,NA,NA,3,NA,1,NA
20310226883,20310226883,20000226,20000320,2,NA,NA,NA,NA,NA,4,NA,NA,NA
20310226910,20310226910,20000227,20000318,NA,2,NA,NA,NA,2,2,NA,1,NA
20310226914,20310226914,20000302,20000322,NA,NA,NA,NA,2,2,3,NA,2,NA
20310226929,20310226929,20000228,20000406,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310226947,20310226947,20000223,20000326,NA,1,NA,NA,NA,999,2,NA,2,NA
20310226960,20310226960,20000305,20000320,NA,2,NA,NA,NA,NA,4,NA,NA,NA
20310226979,20310226979,20000303,20000321,NA,NA,NA,NA,NA,NA,999,NA,NA,NA
20310227005,20310227005,20000229,20000326,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310227009,20310227009,20000306,20000324,NA,NA,6,6,NA,NA,1,NA,2,NA
20310227011,20310227011,20000305,20000320,NA,2,NA,7,NA,NA,2,NA,2,NA
20310227038,20310227038,20000226,20000310,6,NA,NA,NA,NA,2,2,NA,2,NA
20310227056,20310227056,20000302,20000319,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20310227059,20310227059,20000304,20000320,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310227114,20310227114,20000301,20000321,NA,NA,6,6,NA,NA,1,NA,2,NA
20310227128,20310227128,20000302,20000315,6,NA,NA,6,NA,NA,1,NA,2,NA
20310227179,20310227179,20000302,20000315,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310227186,20310227186,20000304,20000311,6,NA,NA,6,NA,NA,2,NA,2,NA
20310227197,20310227197,20000303,20000317,6,NA,NA,NA,NA,NA,1,NA,1,NA
20310227217,20310227217,20000303,20000310,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310227253,20310227253,20000229,20000313,NA,2,NA,NA,NA,2,2,NA,2,NA
20310227273,20310227273,20000228,20000314,6,NA,NA,6,NA,NA,1,NA,1,NA
20310227361,20310227361,20000302,20000318,6,NA,NA,6,NA,NA,1,NA,2,NA
20310227381,20310227381,20000226,20000314,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310227386,20310227386,20000305,20000314,NA,2,NA,NA,NA,2,2,NA,2,NA
20310227457,20310227457,20000302,20000323,NA,NA,NA,2,NA,NA,1,NA,2,NA
20310227475,20310227475,20000305,20000325,NA,2,NA,NA,NA,2,2,NA,1,NA
20310227485,20310227485,20000304,20000322,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310227552,20310227552,20000305,20000326,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310227586,20310227586,20000228,20000321,6,NA,NA,NA,NA,NA,3,NA,1,NA
20310227628,20310227628,20000304,20000320,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310227630,20310227630,20000229,20000323,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310227668,20310227668,20000225,20000316,NA,2,NA,7,NA,NA,1,NA,2,NA
20310227715,20310227715,20000305,20000315,998,NA,NA,6,NA,NA,1,NA,2,NA
20310227735,20310227735,20000302,20000310,6,NA,NA,NA,NA,NA,4,NA,NA,NA
20310227749,20310227749,20000226,20000311,NA,4,NA,NA,NA,NA,3,NA,998,NA
20310227759,20310227759,20000225,20000316,NA,NA,NA,NA,NA,NA,2,NA,998,NA
20310227784,20310227784,20000225,20000310,NA,NA,NA,NA,NA,NA,998,NA,NA,NA
20310227792,20310227792,20000306,20000402,6,NA,NA,NA,NA,NA,1,NA,2,NA
20310227798,20310227798,20000227,20000319,6,NA,NA,NA,NA,2,2,NA,1,NA
20310227809,20310227809,20000229,20000318,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310227814,20310227814,20000305,20000327,6,NA,NA,NA,NA,NA,4,NA,NA,NA
20310227854,20310227854,20000306,20000314,NA,2,NA,NA,NA,2,2,NA,1,NA
20310228023,20310228023,20000305,20000312,NA,998,NA,NA,NA,999,4,NA,NA,NA
20310228030,20310228030,20000303,20000324,6,NA,NA,6,NA,NA,1,NA,1,NA
20310228035,20310228035,20000227,20000324,6,NA,NA,6,NA,NA,1,NA,2,NA
20310228052,20310228052,20000304,20000312,NA,2,NA,NA,NA,NA,2,NA,2,NA
20310228062,20310228062,20000305,20000317,6,NA,NA,6,NA,NA,2,NA,1,NA
20310228093,20310228093,20000303,20000317,NA,NA,NA,NA,NA,NA,1,NA,1,NA
20310228121,20310228121,20000302,20000316,NA,NA,NA,NA,NA,NA,2,NA,1,NA
20310228179,20310228179,20000228,20000327,NA,NA,NA,NA,NA,NA,2,NA,2,NA
20310228185,20310228185,20000304,20000320,6,NA,NA,NA,NA,NA,1,NA,1,NA
20310228186,20310228186,20000305,20000312,NA,1,NA,NA,NA,1,2,NA,1,NA
20310228192,20310228192,20000226,20000316,NA,2,NA,NA,NA,NA,3,NA,1,NA
20310228210,20310228210,20000305,20000317,6,NA,NA,NA,NA,NA,3,NA,2,NA
20310228245,20310228245,20000227,20000311,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310228251,20310228251,20000301,20000316,6,NA,NA,999,NA,NA,3,NA,1,NA
20310228281,20310228281,20000223,20000324,2,NA,NA,NA,NA,NA,1,NA,2,NA
20310228322,20310228322,20000227,20000312,NA,2,NA,NA,NA,2,2,NA,2,NA
20310228328,20310228328,20000304,20000314,2,NA,NA,2,NA,NA,1,NA,1,NA
20310228359,20310228359,20000226,20000320,2,NA,NA,NA,NA,NA,1,NA,1,NA
20310228381,20310228381,20000223,20000313,NA,2,NA,NA,NA,2,2,NA,1,NA
20310228388,20310228388,20000224,20000315,6,NA,NA,NA,NA,2,2,NA,2,NA
20310228462,20310228462,20000302,20000328,NA,1,NA,NA,NA,1,2,NA,1,NA
20310228465,20310228465,20000223,20000317,NA,1,NA,NA,NA,NA,3,NA,1,NA
20310228476,20310228476,20000304,20000401,2,NA,NA,2,NA,NA,1,NA,2,NA
20310228496,20310228496,20000305,20000325,NA,NA,NA,NA,NA,NA,3,NA,1,NA
20310228502,20310228502,20000305,20000317,NA,NA,NA,6,NA,NA,3,NA,1,NA
20310228511,20310228511,20000229,20000406,NA,2,NA,NA,NA,2,2,NA,1,NA
20310228532,20310228532,20000223,20000326,NA,1,NA,NA,NA,NA,3,NA,2,NA
20310228537,20310228537,20000226,20000312,6,NA,NA,NA,NA,2,2,NA,2,NA
20310228593,20310228593,20000228,20000323,NA,2,NA,NA,NA,2,3,NA,2,NA
20310228650,20310228650,20000225,20000311,NA,2,NA,NA,NA,2,3,NA,1,NA
20310228672,20310228672,20000229,20000322,2,NA,NA,NA,NA,NA,1,NA,1,NA
20310228683,20310228683,20000301,20000314,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310228735,20310228735,20000305,20000315,NA,2,NA,NA,NA,2,1,NA,2,NA
20310228754,20310228754,20000228,20000319,NA,2,NA,NA,NA,2,2,NA,1,NA
20310228811,20310228811,20000224,20000312,6,NA,NA,NA,NA,NA,1,NA,2,NA
20310228817,20310228817,20000229,20000319,6,NA,NA,NA,NA,NA,3,NA,1,NA
20310228874,20310228874,20000304,20000317,NA,2,NA,NA,NA,2,2,NA,1,NA
20310228883,20310228883,20000305,20000313,7,NA,NA,6,NA,NA,1,NA,2,NA
20310228908,20310228908,20000305,20000327,2,NA,NA,NA,NA,NA,4,NA,NA,NA
20310228912,20310228912,20000305,20000310,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310228934,20310228934,20000305,20000314,2,NA,NA,2,NA,NA,1,NA,1,NA
20310228951,20310228951,20000228,20000329,2,NA,NA,NA,NA,1,2,NA,2,NA
20310228955,20310228955,20000303,20000326,2,NA,NA,NA,NA,NA,3,NA,1,NA
20310229005,20310229005,20000224,20000312,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310229043,20310229043,20000222,20000316,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310229066,20310229066,20000306,20000312,NA,NA,NA,NA,NA,NA,1,NA,2,NA
20310229101,20310229101,20000228,20000313,6,NA,NA,6,NA,NA,3,NA,2,NA
20310229104,20310229104,20000224,20000330,NA,2,NA,NA,NA,NA,2,NA,1,NA
20310229113,20310229113,20000303,20000328,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310229115,20310229115,20000305,20000314,NA,NA,NA,NA,NA,NA,3,NA,2,NA
20310229122,20310229122,20000303,20000320,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
20310229134,20310229134,20000228,20000328,NA,NA,NA,NA,2,2,2,NA,2,NA
20310229192,20310229192,20000229,20000318,6,NA,NA,NA,NA,NA,3,NA,2,NA
20310229193,20310229193,20000305,20000319,6,NA,NA,6,NA,NA,3,NA,1,NA
20310229203,20310229203,20000229,20000314,6,NA,NA,6,NA,NA,3,NA,1,NA
