rkey,date_c,date_r,ma01_c,ma01r4v_c,ma01_r,ma01r4v_r,mb01_c,mb02_c,mb02_r,rba01_c,rba01r9v_c,rba02_c,rba02r9v_c
10880276,20081013,20081109,3,,3,,NA,3,4,NA,,NA,
10880302,20081027,20081109,1,,1,,NA,4,1,NA,,NA,
10880714,20081026,20081106,3,,3,,NA,NA,1,NA,,NA,
10880929,20081028,20081110,2,,2,,NA,NA,2,NA,,NA,
10880943,20081013,20081108,2,,2,,NA,NA,2,NA,,NA,
10881123,20081027,20081105,3,,3,,NA,3,3,NA,,NA,
10881262,20081029,20081110,3,,1,,NA,2,2,NA,,NA,
10881477,20081019,20081105,1,,1,,NA,4,4,NA,,NA,
10881550,20081021,20081109,998,,998,,NA,1,3,NA,,NA,
10881551,20081030,20081107,1,,1,,NA,1,2,NA,,NA,
10881575,20081030,20081107,1,,1,,NA,3,4,NA,,NA,
10881607,20081023,20081105,3,,998,,NA,1,1,NA,,NA,
10881761,20081011,20081105,3,,2,,NA,NA,3,NA,,NA,
10881861,20081012,20081106,3,,3,,NA,NA,4,NA,,NA,
10881969,20081023,20081109,1,,1,,NA,NA,2,NA,,NA,
10881972,20081012,20081108,998,,2,,NA,998,4,NA,,NA,
10882039,20081015,20081105,1,,3,,NA,NA,3,NA,,NA,
10882076,20081016,20081105,2,,2,,NA,NA,4,NA,,NA,
10882109,20081023,20081106,2,,2,,NA,3,1,NA,,NA,
10882185,20081012,20081107,2,,2,,NA,NA,3,NA,,NA,
10882264,20081025,20081106,3,,3,,NA,NA,3,NA,,NA,
10882355,20081008,20081107,1,,1,,NA,4,4,NA,,NA,
10882589,20081101,20081107,2,,2,,NA,4,4,NA,,NA,
10882794,20081024,20081107,2,,2,,NA,3,4,NA,,NA,
10882886,20081028,20081106,1,,1,,NA,NA,1,NA,,NA,
10882888,20081029,20081106,1,,1,,NA,4,4,NA,,NA,
10883049,20081005,20081106,2,,2,,NA,2,4,NA,,NA,
10883146,20081031,20081109,2,,2,,NA,1,1,NA,,NA,
10883173,20081014,20081105,2,,2,,NA,1,2,NA,,NA,
10883262,20081025,20081110,1,,1,,NA,NA,4,NA,,NA,
10883272,20081006,20081105,1,,1,,NA,2,2,NA,,NA,
10883413,20081010,20081109,1,,1,,NA,NA,4,NA,,NA,
10883430,20081005,20081109,1,,1,,NA,2,3,NA,,NA,
10883453,20081022,20081106,998,,998,,NA,1,1,NA,,NA,
10883517,20081006,20081105,3,,3,,NA,NA,2,NA,,NA,
10883642,20081017,20081106,1,,1,,NA,NA,4,NA,,NA,
10883762,20081017,20081109,999,,2,,NA,NA,4,NA,,NA,
10883767,20081026,20081107,1,,1,,NA,2,2,NA,,NA,
10883869,20081018,20081108,3,,3,,NA,NA,4,NA,,NA,
10883961,20081023,20081110,1,,1,,NA,NA,2,NA,,NA,
10884301,20081020,20081106,2,,2,,NA,1,2,NA,,NA,
10884323,20081027,20081107,3,,3,,NA,2,4,NA,,NA,
10884405,20081022,20081110,2,,2,,NA,4,3,NA,,NA,
10884408,20081022,20081105,1,,4,conservatives,NA,4,4,NA,,NA,
10884562,20081025,20081105,3,,4,CONSTITUTIONALIST,NA,4,4,NA,,NA,
10884647,20081028,20081106,999,,1,,NA,NA,3,NA,,NA,
10884832,20081027,20081110,1,,1,,NA,2,3,NA,,NA,
10884854,20081024,20081105,1,,1,,NA,NA,2,NA,,NA,
10884859,20081012,20081107,998,,2,,NA,NA,2,NA,,NA,
10884935,20081028,20081107,2,,2,,NA,NA,1,NA,,NA,
10884937,20081024,20081108,3,,3,,NA,NA,4,NA,,NA,
10885081,20081011,20081106,1,,1,,NA,NA,4,NA,,NA,
10885098,20081028,20081105,2,,2,,NA,3,4,NA,,NA,
10885212,20081031,20081105,3,,3,,NA,2,4,NA,,NA,
10885341,20081021,20081106,2,,998,,NA,NA,1,NA,,NA,
10885573,20081020,20081110,3,,3,,NA,NA,3,NA,,NA,
10885718,20081016,20081106,2,,2,,NA,2,2,NA,,NA,
10886410,20081029,20081105,1,,1,,NA,2,2,NA,,NA,
10886548,20081101,20081108,3,,3,,NA,NA,1,NA,,NA,
10886562,20081023,20081105,1,,1,,NA,998,4,NA,,NA,
10886616,20081028,20081106,1,,1,,NA,3,1,NA,,NA,
10886625,20081102,20081107,2,,2,,NA,NA,1,NA,,NA,
10886629,20081024,20081107,3,,3,,NA,NA,4,NA,,NA,
10886657,20081027,20081109,1,,1,,NA,1,2,NA,,NA,
10886762,20081014,20081107,3,,3,,NA,NA,1,NA,,NA,
10886763,20081010,20081106,1,,3,,NA,NA,4,NA,,NA,
10886767,20081014,20081105,1,,3,,NA,NA,4,NA,,NA,
10886841,20081013,20081109,1,,1,,NA,1,1,NA,,NA,
10886842,20081012,20081109,1,,1,,NA,2,3,NA,,NA,
10886849,20081019,20081109,3,,3,,NA,NA,4,NA,,NA,
10886868,20081021,20081107,1,,1,,NA,NA,3,NA,,NA,
10887216,20081009,20081109,3,,3,,NA,2,4,NA,,NA,
10887245,20081004,20081110,998,,4,dont know,NA,2,1,NA,,NA,
10887433,20081014,20081108,3,,3,,NA,1,1,NA,,NA,
10887526,20081020,20081107,2,,2,,NA,NA,4,NA,,NA,
10887655,20081018,20081105,3,,3,,NA,NA,3,NA,,NA,
10887813,20081031,20081105,2,,2,,NA,1,2,NA,,NA,
10887855,20081009,20081108,2,,2,,NA,2,2,NA,,NA,
10887895,20081022,20081106,2,,2,,NA,NA,4,NA,,NA,
10887914,20081008,20081110,1,,1,,NA,NA,2,NA,,NA,
10888082,20081019,20081106,3,,3,,NA,3,3,NA,,NA,
10888184,20081020,20081106,2,,2,,NA,4,4,NA,,NA,
10888223,20081026,20081105,2,,2,,NA,NA,3,NA,,NA,
10888251,20081013,20081105,3,,3,,NA,4,4,NA,,NA,
10888312,20081018,20081108,2,,2,,NA,NA,3,NA,,NA,
10888538,20081017,20081106,998,,2,,NA,2,2,NA,,NA,
10888590,20081006,20081105,2,,2,,NA,3,3,NA,,NA,
10888655,20081021,20081105,3,,3,,NA,3,3,NA,,NA,
10888756,20081019,20081107,1,,1,,NA,3,4,NA,,NA,
10888834,20081025,20081105,1,,1,,NA,NA,4,NA,,NA,
10888842,20081014,20081110,2,,2,,NA,NA,2,NA,,NA,
10888973,20081020,20081107,3,,3,,NA,1,4,NA,,NA,
10888987,20081025,20081105,3,,3,,NA,NA,1,NA,,NA,
10889047,20081006,20081106,3,,2,,NA,NA,3,NA,,NA,
10889172,20081012,20081105,3,,3,,NA,NA,1,NA,,NA,
10889245,20081017,20081106,3,,3,,NA,1,1,NA,,NA,
10889440,20081017,20081108,1,,4,<,NA,4,2,NA,,NA,
10889533,20081015,20081107,1,,1,,NA,1,1,NA,,NA,
10889548,20081022,20081106,2,,2,,NA,3,1,NA,,NA,
10889640,20081021,20081108,1,,1,,NA,4,4,NA,,NA,
10889782,20081024,20081107,1,,3,,NA,3,2,NA,,NA,
10889945,20081022,20081105,2,,2,,NA,1,2,NA,,NA,
10889988,20081023,20081107,1,,1,,NA,NA,2,NA,,NA,
10890035,20081005,20081106,2,,2,,NA,NA,1,NA,,NA,
10890294,20081029,20081109,3,,1,,NA,2,2,NA,,NA,
10890417,20081028,20081106,2,,2,,NA,NA,2,NA,,NA,
10890421,20081012,20081105,3,,3,,NA,NA,2,NA,,NA,
10890585,20081014,20081106,2,,2,,NA,NA,2,NA,,NA,
10890779,20081015,20081109,1,,1,,NA,2,2,NA,,NA,
10890906,20081019,20081106,3,,3,,NA,NA,4,NA,,NA,
10890962,20081028,20081106,2,,2,,NA,3,4,NA,,NA,
10890985,20081027,20081107,2,,2,,NA,4,4,NA,,NA,
10891098,20081102,20081110,1,,1,,NA,NA,4,NA,,NA,
10891104,20081017,20081109,2,,3,,NA,2,2,NA,,NA,
10891164,20081013,20081105,1,,1,,NA,NA,3,NA,,NA,
10891338,20081010,20081108,1,,1,,NA,NA,2,NA,,NA,
10891354,20081027,20081107,3,,1,,NA,NA,4,NA,,NA,
10891512,20081016,20081106,2,,2,,NA,2,2,NA,,NA,
10891688,20081019,20081106,1,,1,,NA,2,2,NA,,NA,
10891719,20081014,20081105,2,,2,,NA,NA,1,NA,,NA,
10891818,20081015,20081109,1,,1,,NA,NA,1,NA,,NA,
10891970,20081021,20081105,2,,2,,NA,NA,1,NA,,NA,
10892116,20081025,20081109,2,,2,,NA,NA,4,NA,,NA,
10892273,20081009,20081107,1,,1,,NA,NA,2,NA,,NA,
10892288,20081016,20081105,2,,3,,NA,1,1,NA,,NA,
10892318,20081023,20081106,2,,2,,NA,2,2,NA,,NA,
10892408,20081021,20081109,1,,1,,NA,998,3,NA,,NA,
10892544,20081024,20081107,2,,2,,NA,NA,3,NA,,NA,
10892563,20081016,20081106,998,,4,i dont know,NA,NA,2,NA,,NA,
10892640,20081018,20081108,2,,3,,NA,4,4,NA,,NA,
10892703,20081016,20081109,1,,1,,NA,2,2,NA,,NA,
10892780,20081029,20081110,1,,999,,NA,NA,4,NA,,NA,
10892857,20081009,20081105,3,,4,<,NA,NA,1,NA,,NA,
10892898,20081018,20081106,1,,1,,NA,2,4,NA,,NA,
10892976,20081023,20081106,1,,1,,NA,NA,1,NA,,NA,
10893004,20081031,20081109,3,,3,,NA,3,2,NA,,NA,
10893081,20081019,20081107,3,,4,i want the best man for the job,NA,NA,4,NA,,NA,
10893166,20081101,20081106,3,,3,,NA,2,1,NA,,NA,
10893213,20081026,20081107,3,,3,,NA,2,2,NA,,NA,
10893470,20081026,20081106,3,,1,,NA,NA,1,NA,,NA,
10893483,20081013,20081109,1,,1,,NA,NA,3,NA,,NA,
10893606,20081021,20081109,3,,3,,NA,NA,4,NA,,NA,
10893983,20081027,20081107,3,,3,,NA,2,3,NA,,NA,
10894062,20081027,20081110,1,,1,,NA,NA,2,NA,,NA,
10894128,20081008,20081109,3,,3,,NA,4,4,NA,,NA,
10894303,20081015,20081105,2,,2,,NA,NA,4,NA,,NA,
10894352,20081027,20081109,2,,2,,NA,4,3,NA,,NA,
10894452,20081023,20081107,1,,1,,NA,1,1,NA,,NA,
10894479,20081017,20081107,2,,2,,NA,NA,4,NA,,NA,
10894491,20081005,20081105,2,,2,,NA,NA,2,NA,,NA,
10894498,20081005,20081106,2,,2,,NA,3,3,NA,,NA,
10894528,20081012,20081106,1,,1,,NA,4,2,NA,,NA,
10894622,20081023,20081106,3,,3,,NA,NA,3,NA,,NA,
10894744,20081029,20081107,1,,1,,NA,4,4,NA,,NA,
10894808,20081012,20081107,3,,1,,NA,NA,2,NA,,NA,
10894866,20081025,20081108,2,,2,,NA,NA,1,NA,,NA,
10894981,20081008,20081107,1,,1,,NA,NA,3,NA,,NA,
10894992,20081006,20081106,3,,2,,NA,NA,4,NA,,NA,
10895013,20081103,20081109,2,,2,,NA,3,3,NA,,NA,
10895308,20081026,20081105,3,,3,,NA,NA,2,NA,,NA,
10895324,20081012,20081109,2,,2,,NA,NA,4,NA,,NA,
10895336,20081022,20081109,2,,2,,NA,NA,4,NA,,NA,
10895388,20081013,20081107,2,,2,,NA,NA,4,NA,,NA,
10895432,20081029,20081106,2,,2,,NA,NA,4,NA,,NA,
10895578,20081014,20081110,3,,3,,NA,1,2,NA,,NA,
10895620,20081021,20081110,2,,3,,NA,2,2,NA,,NA,
10895695,20081016,20081105,1,,4,conservative,NA,4,4,NA,,NA,
10895696,20081022,20081106,1,,1,,NA,4,2,NA,,NA,
10895755,20081016,20081106,2,,2,,NA,4,4,NA,,NA,
10896001,20081015,20081109,2,,2,,NA,2,3,NA,,NA,
10896037,20081023,20081106,3,,3,,NA,NA,3,NA,,NA,
10896261,20081023,20081106,2,,2,,NA,NA,4,NA,,NA,
10896368,20081026,20081108,2,,2,,NA,2,2,NA,,NA,
10896433,20081021,20081105,1,,1,,NA,2,3,NA,,NA,
10896583,20081025,20081106,4,conservative,1,,NA,4,4,NA,,NA,
10896643,20081029,20081109,2,,2,,NA,1,1,NA,,NA,
10896655,20081030,20081109,2,,2,,NA,NA,3,NA,,NA,
10896931,20081021,20081108,2,,2,,NA,NA,2,NA,,NA,
10897024,20081027,20081106,3,,3,,NA,4,4,NA,,NA,
10897047,20081024,20081108,2,,2,,NA,NA,2,NA,,NA,
10897054,20081030,20081110,1,,1,,NA,2,1,NA,,NA,
10897178,20081011,20081105,3,,3,,NA,NA,2,NA,,NA,
10897289,20081027,20081109,1,,1,,NA,NA,3,NA,,NA,
10897671,20081006,20081105,1,,1,,NA,NA,4,NA,,NA,
10897817,20081023,20081109,2,,2,,NA,1,2,NA,,NA,
10897868,20081029,20081109,1,,1,,NA,2,4,NA,,NA,
10898036,20081015,20081107,2,,2,,NA,NA,2,NA,,NA,
10898130,20081102,20081105,2,,2,,NA,NA,3,NA,,NA,
10898191,20081017,20081106,998,,4,don't follow politics very much,NA,1,1,NA,,NA,
10898239,20081031,20081110,1,,1,,NA,NA,2,NA,,NA,
10898298,20081027,20081109,1,,1,,NA,NA,2,NA,,NA,
10898313,20081017,20081109,1,,2,,NA,3,1,NA,,NA,
10898628,20081014,20081109,2,,2,,NA,1,4,NA,,NA,
10898817,20081030,20081110,1,,1,,NA,2,1,NA,,NA,
10898831,20081027,20081109,2,,3,,NA,4,3,NA,,NA,
10898906,20081008,20081110,1,,1,,NA,NA,4,NA,,NA,
10898931,20081011,20081105,2,,2,,NA,NA,3,NA,,NA,
10898967,20081008,20081109,4,none of above,4,dont fit into any catagory,NA,NA,3,NA,,NA,
10898978,20081018,20081109,3,,3,,NA,4,4,NA,,NA,
10899107,20081026,20081106,2,,2,,NA,4,4,NA,,NA,
10899234,20081020,20081108,2,,2,,NA,1,1,NA,,NA,
10899252,20081006,20081107,1,,1,,NA,NA,3,NA,,NA,
10899278,20081017,20081105,1,,1,,NA,2,4,NA,,NA,
10899305,20081018,20081105,3,,3,,NA,2,3,NA,,NA,
10899334,20081016,20081106,3,,3,,NA,NA,4,NA,,NA,
10899509,20081014,20081105,2,,2,,NA,NA,4,NA,,NA,
10899628,20081008,20081105,2,,2,,NA,2,2,NA,,NA,
10899789,20081029,20081107,1,,1,,NA,4,4,NA,,NA,
10899816,20081023,20081105,3,,3,,NA,NA,2,NA,,NA,
10900041,20081023,20081106,1,,1,,NA,4,4,NA,,NA,
10900091,20081027,20081106,2,,1,,NA,NA,3,NA,,NA,
10900140,20081012,20081107,2,,2,,NA,NA,4,NA,,NA,
10900184,20081012,20081109,1,,1,,NA,NA,3,NA,,NA,
10900233,20081004,20081105,2,,2,,NA,NA,3,NA,,NA,
10900370,20081022,20081106,1,,1,,NA,4,4,NA,,NA,
10900564,20081024,20081110,2,,3,,NA,NA,4,NA,,NA,
10900576,20081011,20081106,2,,2,,NA,NA,4,NA,,NA,
10900594,20081027,20081109,2,,1,,NA,4,4,NA,,NA,
10900648,20081029,20081106,3,,3,,NA,NA,3,NA,,NA,
10900696,20081021,20081105,2,,2,,NA,4,4,NA,,NA,
10900706,20081009,20081109,3,,3,,NA,NA,3,NA,,NA,
10900745,20081005,20081105,3,,3,,NA,1,2,NA,,NA,
10900792,20081008,20081109,3,,2,,NA,1,2,NA,,NA,
10900863,20081027,20081107,2,,2,,NA,NA,4,NA,,NA,
10900924,20081006,20081105,2,,2,,NA,NA,4,NA,,NA,
10901105,20081014,20081107,1,,1,,NA,NA,4,NA,,NA,
10901154,20081026,20081106,1,,1,,NA,NA,4,NA,,NA,
10901251,20081027,20081105,2,,2,,NA,NA,2,NA,,NA,
10901258,20081022,20081105,2,,2,,NA,NA,3,NA,,NA,
10901328,20081018,20081110,3,,998,,NA,NA,2,NA,,NA,
10901443,20081101,20081108,2,,2,,NA,NA,4,NA,,NA,
10901521,20081027,20081108,1,,1,,NA,NA,4,NA,,NA,
10901646,20081016,20081105,1,,1,,NA,4,998,NA,,NA,
10901764,20081006,20081109,1,,1,,NA,NA,2,NA,,NA,
10901779,20081026,20081108,1,,1,,NA,NA,3,NA,,NA,
10901810,20081004,20081105,2,,2,,NA,4,3,NA,,NA,
10901896,20081016,20081105,2,,2,,NA,2,2,NA,,NA,
10902092,20081008,20081105,2,,2,,NA,NA,2,NA,,NA,
10902245,20081016,20081105,2,,2,,NA,1,1,NA,,NA,
10902315,20081016,20081109,1,,1,,NA,5,2,NA,,NA,
10902359,20081025,20081106,3,,2,,NA,NA,2,NA,,NA,
10902376,20081019,20081108,1,,1,,NA,2,2,NA,,NA,
10902481,20081023,20081108,4,conservative,1,,NA,3,4,NA,,NA,
10902590,20081103,20081109,2,,3,,NA,3,2,NA,,NA,
10902637,20081018,20081106,2,,2,,NA,NA,3,NA,,NA,
10902678,20081017,20081108,2,,2,,NA,NA,3,NA,,NA,
10902757,20081018,20081105,3,,4,no party,NA,NA,1,NA,,NA,
10902761,20081014,20081105,999,,999,,NA,NA,4,NA,,NA,
10902843,20081011,20081109,1,,4,nothing,NA,NA,1,NA,,NA,
10903073,20081005,20081105,1,,1,,NA,NA,3,NA,,NA,
10903137,20081101,20081105,3,,3,,NA,4,4,NA,,NA,
10903364,20081015,20081105,3,,3,,NA,3,3,NA,,NA,
10903525,20081019,20081109,1,,3,,NA,2,2,NA,,NA,
10903560,20081014,20081107,2,,2,,NA,NA,4,NA,,NA,
10903570,20081011,20081106,3,,3,,NA,NA,1,NA,,NA,
10903656,20081013,20081110,2,,2,,NA,4,4,NA,,NA,
10903757,20081011,20081106,3,,3,,NA,4,4,NA,,NA,
10903799,20081025,20081109,2,,2,,NA,NA,4,NA,,NA,
10903948,20081102,20081107,1,,1,,NA,4,4,NA,,NA,
10903977,20081023,20081107,1,,1,,NA,NA,2,NA,,NA,
10903994,20081020,20081106,1,,1,,NA,NA,3,NA,,NA,
10904006,20081020,20081109,3,,3,,NA,1,2,NA,,NA,
10904438,20081029,20081108,3,,3,,NA,1,1,NA,,NA,
10904472,20081017,20081106,3,,3,,NA,1,1,NA,,NA,
10904524,20081025,20081106,2,,2,,NA,NA,4,NA,,NA,
10904736,20081021,20081108,2,,2,,NA,NA,3,NA,,NA,
10904858,20081024,20081108,1,,1,,NA,NA,2,NA,,NA,
10905032,20081101,20081107,4,conservative,1,,NA,NA,4,NA,,NA,
10905044,20081018,20081108,2,,2,,NA,NA,2,NA,,NA,
10905051,20081023,20081108,2,,2,,NA,NA,3,NA,,NA,
10905081,20081015,20081110,3,,3,,NA,NA,3,NA,,NA,
10905220,20081013,20081110,2,,1,,NA,NA,3,NA,,NA,
10905229,20081013,20081107,3,,2,,NA,1,2,NA,,NA,
10905508,20081009,20081105,2,,2,,NA,NA,1,NA,,NA,
10905707,20081012,20081109,3,,3,,NA,3,4,NA,,NA,
10905754,20081014,20081105,1,,1,,NA,NA,3,NA,,NA,
10905798,20081016,20081109,4,someone that believes in a republic,3,,NA,4,4,NA,,NA,
10905894,20081030,20081108,3,,3,,NA,4,4,NA,,NA,
10906041,20081027,20081109,998,,1,,NA,NA,2,NA,,NA,
10906112,20081023,20081105,1,,1,,NA,NA,2,NA,,NA,
10906210,20081016,20081107,998,,1,,NA,NA,3,NA,,NA,
10906261,20081013,20081105,1,,1,,NA,NA,2,NA,,NA,
10906330,20081016,20081105,2,,4,liberal,NA,NA,4,NA,,NA,
10906332,20081023,20081105,3,,3,,NA,2,3,NA,,NA,
10906457,20081021,20081106,1,,1,,NA,5,998,NA,,NA,
10906472,20081017,20081108,3,,3,,NA,2,2,NA,,NA,
10906628,20081012,20081109,3,,3,,NA,NA,1,NA,,NA,
10906719,20081021,20081106,1,,1,,NA,NA,2,NA,,NA,
10906736,20081012,20081108,3,,2,,NA,NA,4,NA,,NA,
10906768,20081023,20081109,2,,2,,NA,NA,4,NA,,NA,
10906939,20081028,20081110,1,,1,,NA,NA,2,NA,,NA,
10907040,20081023,20081108,2,,2,,NA,2,3,NA,,NA,
10907142,20081017,20081106,3,,1,,NA,NA,4,NA,,NA,
10907174,20081022,20081105,3,,2,,NA,NA,4,NA,,NA,
10907199,20081016,20081106,2,,2,,NA,NA,4,NA,,NA,
10907550,20081025,20081109,2,,2,,NA,2,3,NA,,NA,
10907653,20081030,20081107,1,,1,,NA,NA,3,NA,,NA,
10907706,20081013,20081105,1,,1,,NA,NA,2,NA,,NA,
10907730,20081026,20081105,2,,3,,NA,NA,2,NA,,NA,
10907782,20081014,20081105,1,,1,,NA,4,3,NA,,NA,
10907834,20081016,20081107,2,,2,,NA,NA,4,NA,,NA,
10907978,20081102,20081109,3,,3,,NA,4,3,NA,,NA,
10908041,20081026,20081107,2,,2,,NA,2,3,NA,,NA,
10908111,20081005,20081105,3,,3,,NA,3,4,NA,,NA,
10908193,20081018,20081107,2,,2,,NA,NA,3,NA,,NA,
10908277,20081006,20081107,2,,2,,NA,3,3,NA,,NA,
10908447,20081005,20081108,3,,3,,NA,NA,2,NA,,NA,
10908595,20081017,20081110,3,,3,,NA,NA,4,NA,,NA,
10908632,20081021,20081106,1,,1,,NA,NA,2,NA,,NA,
10908684,20081014,20081105,3,,3,,NA,4,2,NA,,NA,
10908720,20081015,20081107,2,,2,,NA,3,2,NA,,NA,
10908812,20081019,20081106,2,,2,,NA,998,2,NA,,NA,
10908841,20081028,20081107,3,,3,,NA,NA,1,NA,,NA,
10908852,20081011,20081108,1,,1,,NA,NA,2,NA,,NA,
10908975,20081103,20081105,1,,1,,NA,2,4,NA,,NA,
10909115,20081013,20081105,2,,2,,NA,NA,4,NA,,NA,
10909243,20081030,20081107,2,,2,,NA,NA,4,NA,,NA,
10909259,20081014,20081107,3,,3,,NA,NA,3,NA,,NA,
10909272,20081018,20081108,3,,3,,NA,NA,4,NA,,NA,
10909299,20081013,20081106,2,,2,,NA,NA,2,NA,,NA,
10909562,20081025,20081105,1,,1,,NA,4,4,NA,,NA,
10909582,20081013,20081109,2,,2,,NA,NA,4,NA,,NA,
10909598,20081018,20081109,1,,1,,NA,NA,3,NA,,NA,
10909628,20081031,20081107,2,,2,,NA,NA,3,NA,,NA,
10909727,20081025,20081109,3,,3,,NA,NA,4,NA,,NA,
10909764,20081008,20081110,998,,4,vote for whoever wants,NA,NA,2,NA,,NA,
10909851,20081026,20081108,3,,3,,NA,NA,3,NA,,NA,
10909988,20081019,20081109,1,,1,,NA,NA,3,NA,,NA,
10910373,20081015,20081107,2,,1,,NA,1,2,NA,,NA,
10910450,20081016,20081107,2,,2,,NA,3,4,NA,,NA,
10910530,20081006,20081105,1,,1,,NA,1,1,NA,,NA,
10910660,20081022,20081109,2,,2,,NA,2,2,NA,,NA,
10910711,20081026,20081105,2,,3,,NA,5,4,NA,,NA,
10910791,20081030,20081105,3,,1,,NA,2,3,NA,,NA,
10911062,20081009,20081106,2,,2,,NA,3,3,NA,,NA,
10911125,20081006,20081110,3,,3,,NA,NA,3,NA,,NA,
10911445,20081102,20081105,1,,3,,NA,2,2,NA,,NA,
10911652,20081103,20081109,3,,3,,NA,NA,2,NA,,NA,
10911699,20081013,20081108,1,,1,,NA,1,2,NA,,NA,
10911705,20081015,20081105,2,,2,,NA,NA,4,NA,,NA,
10911820,20081028,20081108,3,,4,closer to democrat,NA,4,4,NA,,NA,
10911977,20081014,20081107,2,,2,,NA,1,1,NA,,NA,
10911993,20081027,20081108,3,,3,,NA,1,1,NA,,NA,
10912121,20081025,20081109,4,liberatarian,4,libertarian,NA,4,4,NA,,NA,
10912123,20081027,20081105,3,,3,,NA,2,2,NA,,NA,
10912156,20081021,20081105,3,,2,,NA,NA,4,NA,,NA,
10912293,20081030,20081105,2,,2,,NA,2,3,NA,,NA,
10912442,20081101,20081105,1,,1,,NA,4,3,NA,,NA,
10912500,20081028,20081109,998,,3,,NA,NA,4,NA,,NA,
10912576,20081019,20081107,2,,2,,NA,NA,2,NA,,NA,
10912624,20081013,20081110,3,,3,,NA,NA,1,NA,,NA,
10912868,20081012,20081107,2,,2,,NA,NA,3,NA,,NA,
10913175,20081010,20081105,4,conservative,4,refused,NA,3,3,NA,,NA,
10913692,20081011,20081105,4,whoever is most conversative,4,conservitive,NA,4,4,NA,,NA,
10913875,20081011,20081107,2,,2,,NA,NA,1,NA,,NA,
10913891,20081019,20081110,2,,2,,NA,2,2,NA,,NA,
10914169,20081025,20081108,1,,1,,NA,2,2,NA,,NA,
10914265,20081005,20081109,2,,2,,NA,NA,4,NA,,NA,
10914362,20081102,20081106,3,,2,,NA,NA,3,NA,,NA,
10914375,20081008,20081107,2,,2,,NA,2,3,NA,,NA,
10914520,20081023,20081105,2,,2,,NA,NA,2,NA,,NA,
10914563,20081027,20081106,3,,3,,NA,2,1,NA,,NA,
10914804,20081023,20081107,3,,3,,NA,NA,3,NA,,NA,
10914931,20081019,20081109,3,,3,,NA,2,2,NA,,NA,
10914983,20081005,20081108,2,,2,,NA,NA,4,NA,,NA,
10915083,20081026,20081107,2,,2,,NA,NA,4,NA,,NA,
10915176,20081023,20081110,3,,3,,NA,NA,4,NA,,NA,
10915332,20081026,20081106,1,,1,,NA,NA,2,NA,,NA,
10915373,20081014,20081109,3,,3,,NA,NA,4,NA,,NA,
10915378,20081023,20081106,3,,2,,NA,NA,3,NA,,NA,
10915475,20081010,20081107,2,,2,,NA,NA,4,NA,,NA,
10915654,20081016,20081109,2,,2,,NA,2,2,NA,,NA,
10915800,20081023,20081109,3,,1,,NA,1,2,NA,,NA,
10915848,20081027,20081108,1,,1,,NA,NA,2,NA,,NA,
10915892,20081024,20081107,3,,2,,NA,NA,4,NA,,NA,
10916038,20081023,20081108,2,,2,,NA,NA,2,NA,,NA,
10916051,20081015,20081106,1,,1,,NA,NA,2,NA,,NA,
10916064,20081016,20081105,1,,1,,NA,3,3,NA,,NA,
10916210,20081020,20081105,2,,2,,NA,2,4,NA,,NA,
10916295,20081009,20081106,2,,2,,NA,1,1,NA,,NA,
10916305,20081028,20081109,1,,1,,NA,3,2,NA,,NA,
10916411,20081102,20081107,1,,1,,NA,4,4,NA,,NA,
10916462,20081023,20081108,1,,1,,NA,NA,4,NA,,NA,
10916713,20081028,20081105,3,,2,,NA,NA,4,NA,,NA,
10916762,20081029,20081105,2,,2,,NA,NA,3,NA,,NA,
10916796,20081029,20081107,3,,3,,NA,NA,4,NA,,NA,
10916901,20081011,20081105,3,,4,lebertarian,NA,NA,4,NA,,NA,
10916952,20081006,20081109,3,,3,,NA,3,1,NA,,NA,
10916959,20081028,20081107,3,,3,,NA,NA,2,NA,,NA,
10917202,20081021,20081109,1,,1,,NA,4,4,NA,,NA,
10917283,20081017,20081105,2,,2,,NA,4,4,NA,,NA,
10917324,20081021,20081105,1,,1,,NA,NA,1,NA,,NA,
10917434,20081025,20081107,3,,3,,NA,4,4,NA,,NA,
10917717,20081025,20081107,3,,3,,NA,NA,4,NA,,NA,
10917723,20081027,20081108,2,,2,,NA,NA,2,NA,,NA,
10917848,20081103,20081106,1,,1,,NA,NA,4,NA,,NA,
10917912,20081023,20081109,2,,2,,NA,NA,3,NA,,NA,
10917940,20081023,20081105,1,,1,,NA,NA,3,NA,,NA,
10918162,20081019,20081109,1,,1,,NA,NA,3,NA,,NA,
10918175,20081012,20081105,1,,1,,NA,NA,2,NA,,NA,
10918347,20081102,20081106,1,,1,,NA,NA,2,NA,,NA,
10918858,20081008,20081105,2,,2,,NA,3,2,NA,,NA,
10918873,20081027,20081108,2,,2,,NA,NA,1,NA,,NA,
10918965,20081023,20081105,2,,2,,NA,NA,1,NA,,NA,
10919027,20081015,20081105,3,,2,,NA,3,3,NA,,NA,
10919077,20081011,20081105,3,,3,,NA,NA,3,NA,,NA,
10919149,20081021,20081110,1,,1,,NA,2,3,NA,,NA,
10919273,20081103,20081105,998,,3,,NA,NA,3,NA,,NA,
10919345,20081019,20081109,3,,3,,NA,2,2,NA,,NA,
10919410,20081026,20081109,3,,3,,NA,4,3,NA,,NA,
