rkey,date_c,date_r,ma01_c,ma01r4v_c,ma01_r,ma01r4v_r,mb01_c,mb02_c,mb02_r,rba01_c,rba01r9v_c,rba02_c,rba02r9v_c
10740249,20080903,20081109,2,,2,,3,4,2,NA,,NA,
10740278,20080909,20081105,3,,1,,NA,3,2,NA,,NA,
10740301,20080825,20081105,2,,2,,3,3,2,NA,,NA,
10740413,20080829,20081106,1,,1,,3,1,1,NA,,NA,
10740448,20080823,20081106,2,,2,,2,3,4,NA,,NA,
10740491,20080913,20081108,2,,2,,NA,2,4,NA,,NA,
10740494,20080821,20081105,1,,1,,3,2,2,NA,,NA,
10740540,20080825,20081107,2,,2,,3,2,1,NA,,NA,
10740620,20080916,20081108,1,,3,,NA,NA,3,NA,,NA,
10740636,20080913,20081109,2,,2,,NA,NA,4,NA,,NA,
10740656,20080905,20081107,3,,3,,NA,NA,3,NA,,NA,
10740685,20080829,20081108,3,,2,,3,4,2,NA,,NA,
10740746,20080914,20081105,3,,2,,NA,4,4,NA,,NA,
10740789,20080910,20081107,2,,2,,NA,NA,3,NA,,NA,
10740791,20080906,20081105,4,conservative,1,,NA,NA,4,NA,,NA,
10740879,20080830,20081108,1,,1,,3,4,4,NA,,NA,
10740895,20080905,20081105,3,,3,,NA,NA,4,NA,,NA,
10740909,20080909,20081105,1,,1,,NA,4,4,NA,,NA,
10740936,20081015,20081110,2,,2,,NA,3,3,NA,,NA,
10740992,20080913,20081110,2,,2,,NA,2,4,NA,,NA,
10740998,20080825,20081108,2,,2,,3,2,3,NA,,NA,
10741147,20080912,20081105,1,,1,,NA,NA,4,NA,,NA,
10741194,20080828,20081107,3,,3,,3,2,2,NA,,NA,
10741407,20080821,20081106,2,,2,,3,4,3,NA,,NA,
10741408,20080823,20081107,1,,1,,2,4,4,NA,,NA,
10741439,20080827,20081108,998,,2,,2,3,4,NA,,NA,
10741520,20080906,20081105,3,,3,,NA,NA,4,NA,,NA,
10741627,20080922,20081109,3,,3,,NA,NA,4,NA,,NA,
10741657,20080909,20081107,998,,998,,NA,NA,2,NA,,NA,
10741700,20080823,20081107,3,,2,,3,4,4,NA,,NA,
10741787,20080903,20081106,1,,1,,3,2,2,NA,,NA,
10741789,20080828,20081108,2,,2,,3,2,3,NA,,NA,
10742117,20080825,20081106,2,,2,,4,3,4,NA,,NA,
10742165,20080909,20081107,2,,2,,NA,NA,2,NA,,NA,
10742199,20080827,20081105,1,,1,,3,1,2,NA,,NA,
10742305,20080904,20081107,2,,2,,NA,NA,4,NA,,NA,
10742348,20080905,20081105,2,,2,,NA,4,4,NA,,NA,
10742398,20080910,20081107,1,,1,,NA,NA,2,NA,,NA,
10742457,20080915,20081107,2,,2,,NA,2,2,NA,,NA,
10742488,20080917,20081109,4,Libertarian,4,Liberetarian,NA,NA,1,NA,,NA,
10742524,20080902,20081107,3,,3,,3,3,4,NA,,NA,
10742605,20080822,20081108,3,,3,,3,3,4,NA,,NA,
10742693,20081014,20081105,1,,1,,NA,NA,4,NA,,NA,
10742713,20080821,20081105,1,,1,,2,2,4,NA,,NA,
10742789,20080912,20081107,1,,1,,NA,NA,4,NA,,NA,
10742799,20080920,20081109,1,,1,,NA,1,1,NA,,NA,
10742975,20080901,20081106,1,,1,,4,3,4,NA,,NA,
10743323,20080830,20081108,4,vote for person,4,"I JUST VOTE FOR THE PERSON, NOT THE PARTY PER SE.",4,1,1,NA,,NA,
10743342,20080831,20081109,2,,2,,3,1,1,NA,,NA,
10743385,20080928,20081110,3,,2,,NA,NA,4,NA,,NA,
10743400,20080906,20081105,3,,3,,NA,NA,3,NA,,NA,
10743403,20080912,20081108,2,,2,,NA,4,2,NA,,NA,
10743422,20080825,20081105,2,,3,,3,3,3,NA,,NA,
10743540,20080906,20081107,2,,2,,NA,3,4,NA,,NA,
10743789,20080902,20081108,2,,2,,4,4,4,NA,,NA,
10743875,20080828,20081105,2,,2,,2,3,4,NA,,NA,
10743904,20080824,20081106,1,,1,,3,4,4,NA,,NA,
10744010,20080901,20081105,1,,1,,3,2,3,NA,,NA,
10744229,20080919,20081105,2,,2,,NA,4,4,NA,,NA,
10744256,20080910,20081107,2,,2,,NA,2,3,NA,,NA,
10744412,20080909,20081110,2,,2,,NA,NA,3,NA,,NA,
10744457,20080821,20081107,2,,2,,2,1,2,NA,,NA,
10744585,20080831,20081105,1,,1,,3,3,4,NA,,NA,
10744703,20080916,20081105,2,,2,,NA,1,3,NA,,NA,
10744798,20080929,20081107,2,,2,,NA,NA,1,NA,,NA,
10744903,20080826,20081109,2,,2,,3,1,3,NA,,NA,
10744908,20080910,20081108,2,,2,,NA,NA,4,NA,,NA,
10744998,20080912,20081108,1,,1,,NA,NA,4,NA,,NA,
10745003,20081025,20081110,1,,1,,NA,4,4,NA,,NA,
10745123,20080901,20081107,2,,3,,3,4,4,NA,,NA,
10745163,20080902,20081105,3,,1,,2,4,4,NA,,NA,
10745172,20080823,20081108,1,,1,,3,1,1,NA,,NA,
10745214,20080903,20081109,2,,2,,4,4,4,NA,,NA,
10745268,20080913,20081105,3,,1,,NA,4,4,NA,,NA,
10745385,20080827,20081105,2,,2,,3,3,4,NA,,NA,
10745386,20080915,20081109,1,,1,,NA,NA,3,NA,,NA,
10745410,20080822,20081105,3,,3,,3,4,4,NA,,NA,
10745463,20080823,20081105,1,,3,,3,1,1,NA,,NA,
10745483,20080912,20081107,3,,3,,NA,NA,3,NA,,NA,
10745754,20080826,20081106,2,,2,,3,1,1,NA,,NA,
10745819,20080819,20081109,2,,2,,2,2,2,NA,,NA,
10746015,20080901,20081107,3,,4,pick who ever i like.,4,2,2,NA,,NA,
10746070,20080903,20081109,1,,1,,3,4,4,NA,,NA,
10746121,20080822,20081107,3,,3,,3,4,4,NA,,NA,
10746156,20080909,20081107,3,,3,,NA,NA,4,NA,,NA,
10746235,20080825,20081108,2,,2,,3,3,3,NA,,NA,
10746293,20080907,20081106,2,,2,,NA,NA,4,NA,,NA,
10746314,20080906,20081105,998,,4,niether,NA,1,2,NA,,NA,
10746320,20080904,20081110,3,,3,,NA,NA,3,NA,,NA,
10746416,20080915,20081105,2,,2,,NA,1,4,NA,,NA,
10746484,20080901,20081109,2,,2,,3,2,4,NA,,NA,
10746519,20080906,20081109,2,,2,,NA,4,3,NA,,NA,
10746557,20080820,20081110,3,,3,,3,2,4,NA,,NA,
10746918,20080912,20081110,1,,1,,NA,4,4,NA,,NA,
10746938,20080913,20081105,3,,3,,NA,NA,4,NA,,NA,
10746965,20080903,20081105,2,,2,,3,3,2,NA,,NA,
10747037,20080904,20081107,3,,3,,NA,NA,3,NA,,NA,
10747038,20080902,20081108,3,,3,,4,2,2,NA,,NA,
10747108,20080902,20081108,2,,3,,4,1,1,NA,,NA,
10747139,20080831,20081105,2,,4,,3,2,2,NA,,NA,
10747189,20080905,20081105,2,,3,,NA,2,2,NA,,NA,
10747224,20080905,20081105,3,,3,,NA,NA,1,NA,,NA,
10747305,20080912,20081108,2,,4,libertarian/demacrat/partial republican/and green party,NA,NA,4,NA,,NA,
10747315,20080823,20081110,3,,3,,3,1,1,NA,,NA,
10747354,20080910,20081107,2,,2,,NA,NA,4,NA,,NA,
10747668,20080831,20081106,2,,2,,3,2,2,NA,,NA,
10747837,20080904,20081109,1,,3,,NA,3,2,NA,,NA,
10747839,20080907,20081106,3,,3,,NA,NA,2,NA,,NA,
10748005,20080823,20081108,4,a conservative that votes his mind,4,conservative,4,4,2,NA,,NA,
10748007,20080918,20081110,2,,998,,NA,NA,2,NA,,NA,
10748033,20080917,20081105,3,,2,,NA,4,4,NA,,NA,
10748117,20080918,20081108,2,,999,,NA,NA,3,NA,,NA,
10748143,20080914,20081106,1,,1,,NA,NA,3,NA,,NA,
10748317,20080901,20081107,2,,2,,3,2,2,NA,,NA,
10748452,20080914,20081107,1,,3,,NA,4,4,NA,,NA,
10748472,20080830,20081106,2,,2,,3,2,1,NA,,NA,
10748543,20080902,20081106,1,,1,,3,4,4,NA,,NA,
10748714,20080822,20081109,1,,2,,4,4,4,NA,,NA,
10748730,20080821,20081107,2,,2,,3,2,2,NA,,NA,
10748807,20080917,20081105,2,,2,,NA,NA,3,NA,,NA,
10748853,20080908,20081109,2,,2,,NA,NA,4,NA,,NA,
10748940,20080831,20081109,2,,4,<,3,2,2,NA,,NA,
10748969,20080905,20081106,2,,2,,NA,2,2,NA,,NA,
10748996,20080918,20081108,2,,2,,NA,NA,4,NA,,NA,
10749182,20080831,20081105,3,,3,,3,2,4,NA,,NA,
10749315,20080827,20081106,2,,2,,3,4,4,NA,,NA,
10749432,20080827,20081105,1,,1,,3,4,4,NA,,NA,
10749614,20080916,20081108,2,,2,,NA,1,2,NA,,NA,
10749635,20080915,20081109,2,,2,,NA,NA,2,NA,,NA,
10749655,20080903,20081109,3,,3,,2,2,2,NA,,NA,
10749678,20080909,20081109,2,,2,,NA,1,2,NA,,NA,
10749739,20080828,20081105,3,,3,,3,1,3,NA,,NA,
10749744,20080820,20081106,3,,3,,4,4,4,NA,,NA,
10749917,20080830,20081106,1,,3,,4,4,3,NA,,NA,
10750053,20080821,20081109,3,,1,,3,2,2,NA,,NA,
10750197,20080828,20081106,1,,1,,4,1,1,NA,,NA,
10750203,20080908,20081109,3,,3,,NA,4,3,NA,,NA,
10750290,20080902,20081105,2,,2,,4,1,1,NA,,NA,
10750423,20080818,20081106,2,,2,,2,3,4,NA,,NA,
10750491,20080911,20081106,3,,3,,NA,NA,2,NA,,NA,
10750569,20080901,20081105,2,,2,,4,4,4,NA,,NA,
10750617,20080907,20081105,1,,3,,NA,2,3,NA,,NA,
10750623,20080817,20081105,3,,3,,3,4,3,NA,,NA,
10750632,20080911,20081105,4,usually indepndent but this democrat,3,,NA,4,4,NA,,NA,
10750724,20080908,20081107,3,,1,,NA,2,4,NA,,NA,
10750863,20080924,20081107,3,,3,,NA,NA,1,NA,,NA,
10750961,20080827,20081106,3,,3,,3,1,2,NA,,NA,
10750997,20080915,20081105,1,,1,,NA,4,4,NA,,NA,
10751020,20080829,20081107,2,,2,,3,4,4,NA,,NA,
10751024,20080912,20081107,2,,2,,NA,NA,2,NA,,NA,
10751034,20080901,20081109,1,,1,,2,4,4,NA,,NA,
10751082,20080902,20081106,3,,2,,3,2,2,NA,,NA,
10751133,20080914,20081105,3,,3,,NA,2,4,NA,,NA,
10751162,20080826,20081105,2,,2,,3,4,4,NA,,NA,
10751272,20080820,20081109,2,,2,,2,2,2,NA,,NA,
10751530,20080916,20081109,1,,1,,NA,NA,2,NA,,NA,
10751620,20080922,20081107,1,,1,,NA,NA,3,NA,,NA,
10751673,20080908,20081109,3,,2,,NA,1,2,NA,,NA,
10751686,20080905,20081107,1,,1,,NA,NA,3,NA,,NA,
10751700,20080917,20081105,3,,3,,NA,4,4,NA,,NA,
10751752,20080824,20081106,1,,1,,3,2,3,NA,,NA,
10751903,20080903,20081109,1,,1,,3,3,2,NA,,NA,
10751956,20080827,20081105,2,,2,,3,2,3,NA,,NA,
10751978,20080915,20081105,1,,1,,NA,NA,4,NA,,NA,
10752000,20080915,20081106,2,,2,,NA,NA,2,NA,,NA,
10752071,20080915,20081105,3,,3,,NA,3,2,NA,,NA,
10752101,20080820,20081107,2,,2,,3,3,2,NA,,NA,
10752112,20080903,20081107,3,,3,,3,2,2,NA,,NA,
10752122,20080824,20081109,2,,2,,4,3,3,NA,,NA,
10752194,20080919,20081105,3,,3,,NA,NA,3,NA,,NA,
10752383,20080905,20081107,3,,2,,NA,NA,4,NA,,NA,
10752472,20080829,20081107,2,,2,,3,4,3,NA,,NA,
10752476,20080903,20081105,1,,1,,3,2,2,NA,,NA,
10752521,20080831,20081107,2,,2,,2,3,4,NA,,NA,
10752589,20080905,20081105,3,,1,,NA,NA,2,NA,,NA,
10752742,20080913,20081109,2,,2,,NA,NA,4,NA,,NA,
10752945,20080826,20081109,3,,3,,3,1,1,NA,,NA,
10752959,20080915,20081109,2,,2,,NA,NA,4,NA,,NA,
10753045,20080912,20081106,2,,2,,NA,4,4,NA,,NA,
10753062,20080906,20081107,3,,3,,NA,NA,2,NA,,NA,
10753082,20080821,20081106,999,,3,,4,2,4,NA,,NA,
10753194,20080902,20081108,3,,3,,3,3,4,NA,,NA,
10753230,20080902,20081108,3,,1,,4,1,1,NA,,NA,
10753270,20080908,20081110,2,,2,,NA,4,4,NA,,NA,
10753478,20080908,20081105,3,,3,,NA,4,4,NA,,NA,
10753556,20080919,20081107,1,,1,,NA,3,2,NA,,NA,
10753577,20080825,20081106,2,,2,,3,2,2,NA,,NA,
10753603,20080820,20081109,3,,3,,3,2,2,NA,,NA,
10753615,20080902,20081109,1,,1,,3,4,4,NA,,NA,
10753759,20080907,20081105,3,,3,,NA,NA,4,NA,,NA,
10753987,20080912,20081110,1,,1,,NA,3,4,NA,,NA,
10754069,20080913,20081110,3,,3,,NA,NA,2,NA,,NA,
10754077,20080824,20081105,1,,1,,3,2,1,NA,,NA,
10754095,20080911,20081105,1,,1,,NA,NA,2,NA,,NA,
10754128,20080824,20081107,2,,2,,3,2,1,NA,,NA,
10754130,20080923,20081105,2,,2,,NA,NA,2,NA,,NA,
10754140,20080908,20081106,2,,2,,NA,NA,4,NA,,NA,
10754224,20080907,20081105,1,,4,,NA,NA,3,NA,,NA,
10754287,20080829,20081106,2,,4,i vote for the man not the party,3,1,1,NA,,NA,
10754354,20080828,20081109,2,,2,,3,4,4,NA,,NA,
10754476,20080901,20081109,1,,1,,4,4,3,NA,,NA,
10754540,20080901,20081108,3,,3,,2,1,1,NA,,NA,
10754686,20080827,20081105,3,,3,,3,1,1,NA,,NA,
10754733,20080909,20081109,3,,3,,NA,NA,4,NA,,NA,
10754763,20080909,20081106,3,,2,,NA,2,4,NA,,NA,
10755341,20080917,20081108,2,,2,,NA,NA,3,NA,,NA,
10755355,20080829,20081106,2,,2,,3,4,4,NA,,NA,
10755376,20080825,20081107,1,,1,,4,4,4,NA,,NA,
10755451,20080913,20081108,2,,3,,NA,4,4,NA,,NA,
10755460,20080909,20081107,3,,2,,NA,2,2,NA,,NA,
10755651,20080819,20081108,3,,2,,3,1,1,NA,,NA,
10755783,20080911,20081105,3,,1,,NA,NA,4,NA,,NA,
10755865,20080914,20081106,1,,1,,NA,NA,2,NA,,NA,
10755916,20080820,20081107,1,,1,,3,2,4,NA,,NA,
10755947,20080915,20081109,2,,2,,NA,NA,4,NA,,NA,
10756210,20080911,20081110,3,,3,,NA,3,2,NA,,NA,
10756259,20080819,20081107,3,,3,,3,1,3,NA,,NA,
10756351,20080831,20081108,2,,2,,3,4,4,NA,,NA,
10756355,20080905,20081106,3,,2,,NA,NA,4,NA,,NA,
10756403,20080911,20081107,2,,2,,NA,NA,3,NA,,NA,
10756531,20080906,20081108,1,,3,,NA,2,3,NA,,NA,
10756615,20080916,20081105,1,,2,,NA,2,2,NA,,NA,
10756700,20080911,20081107,3,,3,,NA,4,3,NA,,NA,
10756740,20080922,20081108,2,,2,,NA,1,2,NA,,NA,
10757091,20080826,20081107,2,,2,,2,2,4,NA,,NA,
10757221,20080825,20081105,1,,1,,3,4,4,NA,,NA,
10757335,20080920,20081105,1,,1,,NA,3,3,NA,,NA,
10757349,20080912,20081110,1,,1,,NA,NA,4,NA,,NA,
10757401,20080831,20081108,4,none,999,,4,999,999,NA,,NA,
10757605,20080918,20081109,3,,2,,NA,3,3,NA,,NA,
10757652,20080820,20081106,2,,2,,998,4,4,NA,,NA,
10757670,20080827,20081108,2,,2,,2,4,3,NA,,NA,
10757699,20080915,20081107,1,,1,,NA,3,4,NA,,NA,
10757905,20080905,20081110,3,,4,i vote for the person,NA,2,2,NA,,NA,
10758083,20080914,20081105,2,,2,,NA,2,3,NA,,NA,
10758128,20080823,20081108,3,,3,,3,4,4,NA,,NA,
10758173,20080831,20081106,1,,998,,3,998,4,NA,,NA,
10758193,20080902,20081105,4,libertarian,4,libertarian,3,2,1,NA,,NA,
10758224,20080829,20081106,1,,1,,3,3,3,NA,,NA,
10758246,20080905,20081107,2,,2,,NA,NA,4,NA,,NA,
10758275,20080908,20081107,3,,3,,NA,2,4,NA,,NA,
10758412,20080824,20081107,2,,2,,4,4,4,NA,,NA,
10758652,20080904,20081106,2,,2,,NA,4,4,NA,,NA,
10758667,20080826,20081106,1,,1,,2,4,2,NA,,NA,
10758737,20080822,20081105,3,,2,,3,4,4,NA,,NA,
10758930,20080903,20081106,2,,2,,3,1,2,NA,,NA,
10759039,20080820,20081110,3,,2,,3,2,3,NA,,NA,
10759127,20080901,20081106,2,,3,,3,3,3,NA,,NA,
10759375,20080902,20081108,1,,1,,3,2,3,NA,,NA,
10759391,20080819,20081109,3,,3,,3,3,4,NA,,NA,
10759534,20080907,20081106,2,,3,,NA,3,3,NA,,NA,
10759575,20080826,20081105,2,,2,,3,4,4,NA,,NA,
10759578,20080914,20081105,3,,4,it varies on the issue primarily the issue the person is basically decided on the issue,NA,4,4,NA,,NA,
10759674,20080909,20081108,4,green party,2,,NA,1,3,NA,,NA,
10759693,20080925,20081108,2,,4,Democract but with conservative ideas.,NA,NA,2,NA,,NA,
10759711,20080830,20081107,2,,2,,3,2,2,NA,,NA,
10759897,20080912,20081105,2,,2,,NA,2,3,NA,,NA,
10759909,20080903,20081106,3,,1,,3,1,2,NA,,NA,
10759944,20080904,20081106,3,,1,,NA,1,3,NA,,NA,
10759989,20080913,20081108,1,,1,,NA,NA,2,NA,,NA,
10760047,20080821,20081105,3,,3,,3,3,4,NA,,NA,
10760060,20080910,20081106,2,,2,,NA,4,4,NA,,NA,
10760146,20080831,20081109,2,,2,,3,1,1,NA,,NA,
10760258,20080914,20081108,3,,3,,NA,NA,4,NA,,NA,
10760286,20080911,20081108,3,,3,,NA,NA,3,NA,,NA,
10760410,20080906,20081107,3,,3,,NA,NA,4,NA,,NA,
10760414,20080920,20081109,1,,1,,NA,NA,2,NA,,NA,
10760421,20080831,20081109,2,,1,,2,3,2,NA,,NA,
10760438,20080914,20081108,3,,3,,NA,NA,2,NA,,NA,
10760453,20080902,20081106,1,,1,,3,2,2,NA,,NA,
10760492,20080911,20081109,1,,1,,NA,NA,1,NA,,NA,
10760628,20080902,20081109,3,,3,,2,4,4,NA,,NA,
10760678,20080908,20081109,1,,1,,NA,NA,4,NA,,NA,
10760679,20080822,20081106,1,,2,,2,1,1,NA,,NA,
10760683,20080828,20081106,1,,1,,3,4,4,NA,,NA,
10760693,20081010,20081105,1,,1,,NA,NA,4,NA,,NA,
10760724,20080904,20081105,3,,1,,NA,NA,1,NA,,NA,
10760782,20080902,20081108,1,,1,,3,3,4,NA,,NA,
10761029,20080821,20081110,1,,1,,3,1,1,NA,,NA,
10761030,20080825,20081105,3,,3,,2,2,2,NA,,NA,
10761051,20080904,20081109,1,,1,,NA,2,2,NA,,NA,
10761064,20080914,20081109,1,,1,,NA,1,998,NA,,NA,
10761102,20080901,20081108,1,,1,,4,2,2,NA,,NA,
10761143,20080905,20081109,1,,1,,NA,4,4,NA,,NA,
10761209,20080906,20081109,1,,1,,NA,NA,4,NA,,NA,
10761330,20080828,20081106,1,,4,conservative,4,4,4,NA,,NA,
10761342,20080902,20081107,2,,2,,3,1,1,NA,,NA,
10761437,20080817,20081107,3,,3,,3,2,2,NA,,NA,
10761463,20080911,20081105,2,,2,,NA,NA,3,NA,,NA,
10761578,20080920,20081108,998,,1,,NA,NA,2,NA,,NA,
10761649,20080821,20081105,3,,1,,3,4,3,NA,,NA,
10761767,20081004,20081107,3,,3,,NA,2,1,NA,,NA,
10761808,20080916,20081109,2,,2,,NA,3,2,NA,,NA,
10761831,20080831,20081105,3,,3,,3,2,2,NA,,NA,
10761881,20080831,20081108,1,,1,,3,4,4,NA,,NA,
10761935,20080917,20081109,2,,4,in the middle,NA,1,1,NA,,NA,
10762200,20080904,20081107,1,,1,,NA,2,2,NA,,NA,
10762267,20080911,20081105,2,,2,,NA,NA,2,NA,,NA,
10762502,20080901,20081105,3,,3,,3,4,4,NA,,NA,
10762530,20080829,20081106,3,,4,"I VOTE FOR THE PERSON, NOT THE PARTY",3,1,2,NA,,NA,
10762531,20080828,20081105,2,,2,,3,1,1,NA,,NA,
10762625,20080828,20081108,1,,3,,2,4,3,NA,,NA,
10762630,20080822,20081106,1,,1,,4,2,4,NA,,NA,
10762705,20080902,20081106,1,,4,A CONSERVATIVE,3,1,1,NA,,NA,
10762739,20080923,20081109,1,,1,,NA,NA,1,NA,,NA,
10762862,20080908,20081105,3,,2,,NA,NA,4,NA,,NA,
10762957,20080915,20081105,1,,1,,NA,1,3,NA,,NA,
10763062,20080906,20081105,2,,2,,NA,NA,3,NA,,NA,
10763094,20080925,20081106,1,,4,Independent Republican,NA,NA,1,NA,,NA,
10763223,20080904,20081109,4,I think proabortion and that's not republican I guess I'm a mixture.  But I can tell you that having a female as an option that can break the glass ceiling is very important.  And I think Hillary go,998,,NA,4,4,NA,,NA,
10763278,20080907,20081106,3,,3,,NA,4,4,NA,,NA,
10763340,20080826,20081105,2,,2,,2,2,2,NA,,NA,
10763548,20080917,20081106,2,,2,,NA,4,4,NA,,NA,
10763673,20080913,20081107,2,,2,,NA,NA,4,NA,,NA,
10763827,20080907,20081105,3,,3,,NA,NA,4,NA,,NA,
10763830,20080904,20081105,1,,2,,NA,NA,3,NA,,NA,
10763841,20080914,20081109,999,,999,,NA,NA,1,NA,,NA,
10763927,20080915,20081106,4,libertarian,4,libertarian,NA,NA,3,NA,,NA,
10763956,20080829,20081109,1,,3,,3,1,1,NA,,NA,
10764085,20080905,20081108,1,,1,,NA,NA,2,NA,,NA,
10764202,20080819,20081106,3,,3,,1,1,1,NA,,NA,
10764372,20080916,20081106,2,,2,,NA,3,2,NA,,NA,
10764506,20080822,20081108,2,,2,,3,3,3,NA,,NA,
10764516,20080823,20081105,3,,3,,3,1,1,NA,,NA,
10764534,20080907,20081106,2,,2,,NA,2,3,NA,,NA,
10764659,20080823,20081106,2,,2,,3,4,3,NA,,NA,
10764784,20080906,20081107,1,,1,,NA,NA,2,NA,,NA,
10764860,20080830,20081107,3,,3,,3,2,2,NA,,NA,
10764874,20080918,20081110,3,,3,,NA,NA,3,NA,,NA,
10764879,20080824,20081109,2,,2,,3,2,1,NA,,NA,
10765016,20080823,20081107,2,,2,,3,1,2,NA,,NA,
10765116,20080826,20081107,2,,2,,3,3,4,NA,,NA,
10765178,20080825,20081105,4,centrist,1,,3,3,4,NA,,NA,
10765220,20080916,20081110,2,,2,,NA,NA,4,NA,,NA,
10765323,20080909,20081109,1,,1,,NA,NA,2,NA,,NA,
10765354,20080902,20081106,2,,2,,3,4,4,NA,,NA,
10765440,20080901,20081106,2,,2,,3,5,3,NA,,NA,
10765519,20080823,20081107,3,,3,,2,2,4,NA,,NA,
10765657,20080918,20081110,2,,998,,NA,NA,1,NA,,NA,
10765665,20080907,20081108,2,,2,,NA,1,1,NA,,NA,
10765666,20080907,20081105,1,,1,,NA,NA,2,NA,,NA,
10765871,20080822,20081108,1,,1,,2,2,3,NA,,NA,
10765908,20080831,20081108,2,,2,,3,4,3,NA,,NA,
10765960,20080903,20081110,3,,1,,3,4,4,NA,,NA,
10765974,20080905,20081108,1,,1,,NA,NA,3,NA,,NA,
10765981,20080921,20081107,3,,3,,NA,4,4,NA,,NA,
10765991,20080829,20081107,998,,998,,3,1,1,NA,,NA,
10766046,20080907,20081110,1,,3,,NA,NA,4,NA,,NA,
10766074,20080916,20081106,3,,2,,NA,NA,4,NA,,NA,
10766164,20080911,20081110,1,,1,,NA,3,4,NA,,NA,
10766181,20080901,20081109,2,,2,,3,3,4,NA,,NA,
10766258,20080825,20081110,2,,2,,3,3,3,NA,,NA,
10766501,20080909,20081105,2,,2,,NA,NA,3,NA,,NA,
10766678,20080918,20081110,1,,1,,NA,NA,2,NA,,NA,
10766693,20080818,20081107,2,,2,,4,3,1,NA,,NA,
10767045,20080823,20081108,2,,2,,4,4,3,NA,,NA,
10767072,20080828,20081105,1,,1,,2,4,4,NA,,NA,
10767128,20080818,20081110,1,,1,,3,3,2,NA,,NA,
10767172,20080819,20081106,3,,1,,2,2,2,NA,,NA,
10767203,20080921,20081109,2,,1,,NA,4,1,NA,,NA,
10767209,20080918,20081107,2,,2,,NA,NA,2,NA,,NA,
10767293,20080826,20081105,2,,2,,3,2,3,NA,,NA,
10767331,20080911,20081108,3,,3,,NA,3,3,NA,,NA,
10767357,20080909,20081105,998,,4,whoever i favor at the time,NA,NA,2,NA,,NA,
10767368,20080911,20081109,3,,3,,NA,NA,2,NA,,NA,
10767378,20080825,20081108,1,,3,,2,2,3,NA,,NA,
10767425,20080830,20081109,2,,4,<,3,3,1,NA,,NA,
10767475,20080904,20081105,1,,1,,NA,NA,3,NA,,NA,
10767496,20081025,20081107,3,,3,,NA,4,4,NA,,NA,
10767509,20080912,20081108,1,,1,,NA,NA,1,NA,,NA,
10767633,20080913,20081109,1,,1,,NA,NA,1,NA,,NA,
10767655,20080831,20081105,4,an American,3,,3,1,1,NA,,NA,
10767659,20080910,20081106,1,,1,,NA,NA,4,NA,,NA,
10767697,20080827,20081105,2,,1,,3,4,4,NA,,NA,
10767745,20080910,20081109,999,,998,,NA,4,3,NA,,NA,
10767792,20080915,20081108,998,,2,,NA,NA,1,NA,,NA,
10767918,20080916,20081106,3,,3,,NA,NA,3,NA,,NA,
10767952,20080823,20081108,2,,2,,3,3,3,NA,,NA,
10768226,20080829,20081107,1,,1,,4,1,3,NA,,NA,
10768292,20080828,20081108,1,,1,,2,2,2,NA,,NA,
10768399,20080916,20081110,3,,2,,NA,3,2,NA,,NA,
10768423,20080901,20081108,2,,2,,3,4,4,NA,,NA,
10768490,20080903,20081110,2,,2,,3,2,4,NA,,NA,
10768523,20080825,20081105,2,,2,,3,3,4,NA,,NA,
10768772,20080904,20081105,2,,2,,NA,4,4,NA,,NA,
10768789,20080818,20081108,3,,3,,3,2,4,NA,,NA,
10768990,20080818,20081109,2,,3,,3,1,3,NA,,NA,
10769003,20080827,20081105,998,,3,,2,2,3,NA,,NA,
10769039,20080911,20081109,2,,2,,NA,NA,3,NA,,NA,
10769193,20080822,20081109,1,,1,,2,1,2,NA,,NA,
10769235,20080910,20081106,2,,2,,NA,2,2,NA,,NA,
10769287,20080907,20081108,1,,1,,NA,4,4,NA,,NA,
10769291,20080831,20081108,2,,2,,3,2,2,NA,,NA,
10769323,20080903,20081109,4,libertarian,998,,3,1,1,NA,,NA,
10769410,20080825,20081105,1,,1,,3,4,4,NA,,NA,
10769460,20080906,20081108,2,,2,,NA,NA,2,NA,,NA,
10769672,20080906,20081106,2,,2,,NA,3,3,NA,,NA,
10769777,20080906,20081106,2,,2,,NA,NA,2,NA,,NA,
10769935,20080903,20081107,1,,3,,3,3,3,NA,,NA,
10770023,20080913,20081110,1,,1,,NA,4,4,NA,,NA,
10770042,20080901,20081106,3,,3,,3,2,3,NA,,NA,
10770142,20080909,20081109,2,,2,,NA,2,2,NA,,NA,
10770359,20080916,20081107,2,,2,,NA,2,2,NA,,NA,
10770362,20080910,20081106,1,,1,,NA,3,1,NA,,NA,
10770419,20080906,20081105,2,,2,,NA,NA,4,NA,,NA,
10770437,20080826,20081108,2,,2,,3,3,2,NA,,NA,
10770449,20080830,20081106,3,,3,,3,2,2,NA,,NA,
10770463,20080906,20081107,3,,3,,NA,1,1,NA,,NA,
10770479,20080902,20081105,2,,3,,3,3,4,NA,,NA,
10770607,20080914,20081109,3,,3,,NA,2,4,NA,,NA,
10770792,20080823,20081107,1,,1,,3,2,4,NA,,NA,
10770964,20080923,20081109,2,,2,,NA,NA,3,NA,,NA,
10770968,20080910,20081105,3,,2,,NA,NA,2,NA,,NA,
10771068,20080902,20081105,3,,1,,3,2,4,NA,,NA,
