case,pid_7,ft_dem,ft_rep,ideo_self,ideo_dem,ideo_rep,primary_vote,primary_vote_choice_num,dis_democ,distrust_gov,wrong_track_dum,gov_run_for_few_dum,gov_care_post,wealth_gap_larger,age,race,weight,date,income,sex,pid_7_num,pid_3,therm_dem,therm_rep,primary_vote_dum,primary_vote_choice,cand_party,dis_democ_dum,trust_gov,distrust_gov_dum,officials_dont_care_dum,therm_parties_mean,therm_inparty,therm_outparty,year,below_50_qual_strict,wealth_gap_larger_dum,primary_vote_simple,below_35k_dum
2020_222688,Weak Democrat,70,30,2,3,2,Didn't Vote,NA,2,4,1,1,4,1,55,White,0.85838925064974,2020-09-23,4,Female,2,Democrat,70,30,0,NA,NA,0,Some of the Time,1,0,50,70,30,2020,warm,1,Didn't Vote,1
2020_222695,Independent - Republican,5,50,6,1,6,Didn't Vote,NA,2,5,1,1,2,1,63,White,0.961230876017955,2020-08-24,17,Male,5,Republican,5,50,0,NA,NA,0,Never,1,1,27.5,50,5,2020,NA,1,Didn't Vote,0
2020_222701,Strong Republican,0,100,6,1,6,Didn't Vote,NA,2,3,0,1,4,1,80,White,0.764548013895124,2020-09-15,22,Male,7,Republican,0,100,0,NA,NA,0,About Half the time,0,0,50,100,0,2020,warm,1,Didn't Vote,0
2020_222718,Weak Republican,40,60,5,2,6,Didn't Vote,NA,2,3,1,1,4,1,61,White,0.578253546540447,2020-08-18,NA,Male,6,Republican,40,60,0,NA,NA,0,About Half the time,0,0,50,60,40,2020,NA,1,Didn't Vote,NA
2020_222725,Weak Democrat,85,50,3,3,6,Didn't Vote,NA,2,3,1,0,3,1,74,Black,0.662341369062642,2020-08-20,6,Female,2,Democrat,85,50,0,NA,NA,0,About Half the time,0,0,67.5,85,50,2020,warm,1,Didn't Vote,1
2020_222732,Strong Democrat,70,60,4,3,5,Didn't Vote,NA,2,4,1,1,2,1,41,White,2.12314278466568,2020-08-24,8,Female,1,Democrat,70,60,0,NA,NA,0,Some of the Time,1,1,65,70,60,2020,warm,1,Didn't Vote,0
2020_222749,Weak Republican,0,85,5,1,5,Voted,8,4,3,0,1,1,3,34,White,0.71546577079317,2020-08-26,17,Female,6,Republican,0,85,1,Donald Trump,Republican,1,About Half the time,0,1,42.5,85,0,2020,warm,0,Winner,0
2020_222756,Strong Democrat,85,15,2,2,7,Voted,6,2,3,1,0,4,1,42,White,0.614190553162933,2020-08-23,22,Female,1,Democrat,85,15,1,Elizabeth Warren,Democrat,0,About Half the time,0,0,50,85,15,2020,warm,1,Loser,0
2020_222763,Weak Democrat,70,0,2,2,7,Voted,6,2,4,1,1,2,1,64,Black,1.55696284729233,2020-08-20,20,Female,2,Democrat,70,0,1,Elizabeth Warren,Democrat,0,Some of the Time,1,1,35,70,0,2020,warm,1,Loser,0
2020_222770,Strong Democrat,-9,60,2,2,2,Didn't Vote,NA,2,4,1,1,2,1,38,Black,0.605626258784911,2020-09-24,7,Female,1,Democrat,NA,60,0,NA,NA,0,Some of the Time,1,1,25.5,NA,60,2020,cold,1,Didn't Vote,0
2020_222787,Independent - Independent,50,50,4,-9,-9,Didn't Vote,NA,-6,5,1,1,-6,1,32,White,1.86251537481643,2020-08-23,10,Female,4,Independent,50,50,0,NA,NA,NA,Never,1,NA,50,NA,NA,2020,NA,1,Didn't Vote,0
2020_222794,Strong Democrat,85,0,1,7,6,Didn't Vote,NA,2,4,1,1,1,1,53,Black,0.524680960146384,2020-09-01,1,Female,1,Democrat,85,0,0,NA,NA,0,Some of the Time,1,1,42.5,85,0,2020,warm,1,Didn't Vote,1
2020_222800,Strong Republican,0,100,6,1,6,Voted,8,1,2,1,0,3,1,65,White,0.675375264980062,2020-10-27,13,Female,7,Republican,0,100,1,Donald Trump,Republican,0,Most of the Time,0,0,50,100,0,2020,warm,1,Winner,0
2020_222824,Weak Republican,15,70,4,1,4,Voted,8,4,4,0,1,1,1,80,White,0.814596524838341,2020-09-21,4,Female,6,Republican,15,70,1,Donald Trump,Republican,1,Some of the Time,1,1,42.5,70,15,2020,warm,1,Winner,1
2020_222831,Weak Democrat,85,0,4,3,7,Voted,1,2,3,1,1,2,1,71,White,0.764077497709137,2020-09-13,11,Female,2,Democrat,85,0,1,Joe Biden,Democrat,0,About Half the time,0,1,42.5,85,0,2020,warm,1,Winner,0
2020_222848,Weak Republican,15,70,6,1,6,Didn't Vote,NA,1,2,0,1,3,1,66,Other,0.654971913924332,2020-09-10,6,Female,6,Republican,15,70,0,NA,NA,0,Most of the Time,0,0,42.5,70,15,2020,warm,1,Didn't Vote,1
2020_222855,Strong Democrat,85,15,3,2,7,Voted,1,4,5,1,1,2,1,63,Black,1.43481379251047,2020-08-19,13,Female,1,Democrat,85,15,1,Joe Biden,Democrat,1,Never,1,1,50,85,15,2020,warm,1,Winner,0
2020_222862,Strong Republican,10,90,7,1,6,Voted,8,2,3,0,1,1,1,55,White,0.570338149254022,2020-09-22,4,Male,7,Republican,10,90,1,Donald Trump,Republican,0,About Half the time,0,1,50,90,10,2020,warm,1,Winner,1
2020_222879,Strong Republican,0,100,6,1,6,Voted,8,-6,3,1,1,-6,3,55,Other,0.424877386003776,2020-09-14,19,Female,7,Republican,0,100,1,Donald Trump,Republican,NA,About Half the time,0,NA,50,100,0,2020,warm,0,Winner,0
2020_222886,Strong Republican,20,65,6,1,7,Voted,8,2,4,1,1,4,3,46,White,1.70373823333599,2020-09-17,14,Female,7,Republican,20,65,1,Donald Trump,Republican,0,Some of the Time,1,0,42.5,65,20,2020,NA,0,Winner,0
2020_222893,Strong Democrat,100,30,99,3,3,Didn't Vote,NA,1,2,1,1,2,1,65,Black,1.22077947564748,2020-08-19,1,Male,1,Democrat,100,30,0,NA,NA,0,Most of the Time,0,1,65,100,30,2020,warm,1,Didn't Vote,1
2020_222916,Weak Republican,50,85,4,6,2,Didn't Vote,NA,2,3,0,1,1,3,49,Other,2.02281008084425,2020-08-18,15,Male,6,Republican,50,85,0,NA,NA,0,About Half the time,0,1,67.5,85,50,2020,warm,0,Didn't Vote,0
2020_222930,Strong Democrat,70,15,3,2,7,Voted,1,2,3,1,1,4,1,69,White,0.889691827547892,2020-08-30,11,Female,1,Democrat,70,15,1,Joe Biden,Democrat,0,About Half the time,0,0,42.5,70,15,2020,warm,1,Winner,0
2020_222947,Independent - Independent,60,40,99,4,4,Voted,1,2,4,1,1,2,1,NA,Black,1.53343735317234,2020-10-11,NA,Male,4,Independent,60,40,1,Joe Biden,Democrat,0,Some of the Time,1,1,50,NA,NA,2020,NA,1,Voted in Other Primary,NA
2020_222954,Strong Republican,0,85,6,1,6,Didn't Vote,NA,2,5,1,1,1,1,57,White,0.370208191275703,2020-08-20,10,Male,7,Republican,0,85,0,NA,NA,0,Never,1,1,42.5,85,0,2020,warm,1,Didn't Vote,0
2020_222961,Strong Republican,40,85,6,2,6,Didn't Vote,NA,-6,4,0,1,-6,1,80,White,0.192102099488702,2020-08-23,15,Male,7,Republican,40,85,0,NA,NA,NA,Some of the Time,1,NA,62.5,85,40,2020,warm,1,Didn't Vote,0
2020_222992,Independent - Independent,50,50,4,1,6,Didn't Vote,NA,2,2,0,1,2,1,55,White,2.73345884096113,2020-10-15,20,Female,4,Independent,50,50,0,NA,NA,0,Most of the Time,0,1,50,NA,NA,2020,NA,1,Didn't Vote,0
2020_223001,Strong Democrat,85,0,2,3,6,Voted,1,2,2,1,0,2,1,78,White,0.477401239935025,2020-09-25,22,Male,1,Democrat,85,0,1,Joe Biden,Democrat,0,Most of the Time,0,1,42.5,85,0,2020,warm,1,Winner,0
2020_223025,Strong Republican,0,100,99,4,3,Voted,8,2,5,0,1,1,3,26,Other,1.846389006569,2020-10-15,17,Male,7,Republican,0,100,1,Donald Trump,Republican,0,Never,1,1,50,100,0,2020,warm,0,Winner,0
2020_223032,Independent - Republican,0,40,5,1,5,Voted,8,2,5,0,1,2,1,66,White,0.448703268269968,2020-08-28,NA,Male,5,Republican,0,40,1,Donald Trump,Republican,0,Never,1,1,20,40,0,2020,cold,1,Winner,NA
2020_223049,Strong Democrat,70,15,3,1,7,Voted,1,4,4,1,1,1,1,41,Black,0.794756423116409,2020-09-08,17,Male,1,Democrat,70,15,1,Joe Biden,Democrat,1,Some of the Time,1,1,42.5,70,15,2020,warm,1,Winner,0
2020_223056,Independent - Democrat,55,0,1,2,7,Voted,5,-6,4,1,1,-6,1,29,Other,0.960232075524734,2020-08-18,12,Male,3,Democrat,55,0,1,Bernie Sanders,Democrat,NA,Some of the Time,1,NA,27.5,55,0,2020,NA,1,Loser,0
2020_223063,Strong Democrat,10,0,2,1,6,Voted,1,1,4,1,1,1,1,79,White,0.310014734322666,2020-09-08,2,Male,1,Democrat,10,0,1,Joe Biden,Democrat,0,Some of the Time,1,1,5,10,0,2020,cold,1,Winner,1
2020_223070,Strong Democrat,60,0,2,3,7,Didn't Vote,NA,2,4,1,1,5,1,71,White,0.643373599978205,2020-08-18,18,Male,1,Democrat,60,0,0,NA,NA,0,Some of the Time,1,0,30,60,0,2020,NA,1,Didn't Vote,0
2020_223087,Strong Democrat,85,5,2,4,7,Voted,5,4,5,1,1,5,1,24,White,1.04212116502064,2020-10-15,9,Male,1,Democrat,85,5,1,Bernie Sanders,Democrat,1,Never,1,0,45,85,5,2020,warm,1,Loser,0
2020_223094,Independent - Republican,25,70,6,2,6,Voted,8,1,4,0,1,4,1,63,White,0.641186064327683,2020-08-18,21,Male,5,Republican,25,70,1,Donald Trump,Republican,0,Some of the Time,1,0,47.5,70,25,2020,warm,1,Winner,0
2020_223117,Weak Republican,80,100,4,4,7,Didn't Vote,NA,2,2,0,0,5,3,42,White,0.651659556476062,2020-09-23,13,Female,6,Republican,80,100,0,NA,NA,0,Most of the Time,0,0,90,100,80,2020,warm,0,Didn't Vote,0
2020_223124,Strong Democrat,100,0,4,2,4,Didn't Vote,NA,5,3,1,1,3,1,43,Black,0.368297741070561,2020-08-22,1,Female,1,Democrat,100,0,0,NA,NA,1,About Half the time,0,0,50,100,0,2020,warm,1,Didn't Vote,1
2020_223131,Independent - Independent,50,50,4,5,3,Voted,1,2,2,1,1,2,3,66,Black,2.56180117939625,2020-09-23,4,Male,4,Independent,50,50,1,Joe Biden,Democrat,0,Most of the Time,0,1,50,NA,NA,2020,NA,0,Voted in Other Primary,1
2020_223148,Strong Democrat,60,40,4,2,5,Voted,4,2,4,1,1,2,1,56,White,0.677812995584527,2020-10-13,18,Male,1,Democrat,60,40,1,Amy Klobuchar,Democrat,0,Some of the Time,1,1,50,60,40,2020,NA,1,Loser,0
2020_223155,Strong Republican,0,100,6,2,6,Voted,8,2,3,0,1,2,3,68,White,0.929957872771702,2020-10-12,7,Male,7,Republican,0,100,1,Donald Trump,Republican,0,About Half the time,0,1,50,100,0,2020,warm,0,Winner,0
2020_223179,Strong Republican,30,40,6,1,6,Didn't Vote,NA,-6,4,NA,1,-6,1,60,NA,1.45228686659183,2020-09-16,NA,Female,7,Republican,30,40,0,NA,NA,NA,Some of the Time,1,NA,35,40,30,2020,cold,1,Didn't Vote,NA
2020_223186,Strong Republican,15,85,6,2,6,Voted,8,2,4,1,1,1,3,NA,White,0.459447737471865,2020-09-02,6,Female,7,Republican,15,85,1,Donald Trump,Republican,0,Some of the Time,1,1,50,85,15,2020,warm,0,Winner,1
2020_223193,Strong Republican,0,70,6,1,6,Didn't Vote,NA,-6,4,0,1,-6,3,58,White,0.745332744579896,2020-08-23,20,Female,7,Republican,0,70,0,NA,NA,NA,Some of the Time,1,NA,35,70,0,2020,warm,0,Didn't Vote,0
2020_223209,Strong Democrat,70,15,2,2,7,Voted,1,2,2,1,1,2,1,79,White,1.34358974573727,2020-09-08,NA,Female,1,Democrat,70,15,1,Joe Biden,Democrat,0,Most of the Time,0,1,42.5,70,15,2020,warm,1,Winner,NA
2020_223216,Strong Republican,50,100,6,1,7,Didn't Vote,NA,4,2,0,1,4,2,36,White,1.8759111088387,2020-09-10,16,Male,7,Republican,50,100,0,NA,NA,1,Most of the Time,0,0,75,100,50,2020,warm,0,Didn't Vote,0
2020_223223,Independent - Republican,15,60,6,2,6,Didn't Vote,NA,2,4,1,1,1,1,36,White,0.826624203025669,2020-09-09,17,Female,5,Republican,15,60,0,NA,NA,0,Some of the Time,1,1,37.5,60,15,2020,NA,1,Didn't Vote,0
2020_223230,Strong Democrat,100,60,99,1,7,Voted,1,1,3,1,0,2,1,80,Black,1.87688602613224,2020-08-30,7,Female,1,Democrat,100,60,1,Joe Biden,Democrat,0,About Half the time,0,1,80,100,60,2020,warm,1,Winner,0
2020_223247,Strong Republican,0,60,6,1,5,Voted,8,2,4,1,1,4,1,74,Other,0.683518455940826,2020-08-25,22,Male,7,Republican,0,60,1,Donald Trump,Republican,0,Some of the Time,1,0,30,60,0,2020,NA,1,Winner,0
2020_223261,Strong Democrat,70,30,99,3,6,Voted,1,4,3,1,1,2,1,65,White,0.337177679202269,2020-08-18,NA,Female,1,Democrat,70,30,1,Joe Biden,Democrat,1,About Half the time,0,1,50,70,30,2020,warm,1,Winner,NA
2020_223278,Strong Republican,15,40,5,2,4,Didn't Vote,NA,1,4,0,0,2,3,58,Other,0.71915244642618,2020-09-09,21,Male,7,Republican,15,40,0,NA,NA,0,Some of the Time,1,1,27.5,40,15,2020,cold,0,Didn't Vote,0
2020_223285,Strong Democrat,85,0,2,2,7,Voted,6,2,3,1,0,3,1,50,White,1.50345368770002,2020-08-22,19,Female,1,Democrat,85,0,1,Elizabeth Warren,Democrat,0,About Half the time,0,0,42.5,85,0,2020,warm,1,Loser,0
2020_223292,Strong Republican,15,85,6,1,6,Didn't Vote,NA,4,3,0,1,2,3,28,White,0.544561651234936,2020-10-26,8,Female,7,Republican,15,85,0,NA,NA,1,About Half the time,0,1,50,85,15,2020,warm,0,Didn't Vote,0
2020_223315,Weak Democrat,85,30,4,1,7,Voted,6,4,3,1,1,4,1,55,Black,0.980003648517569,2020-08-18,1,Female,2,Democrat,85,30,1,Elizabeth Warren,Democrat,1,About Half the time,0,0,57.5,85,30,2020,warm,1,Loser,1
2020_223322,Strong Republican,15,85,6,1,6,Voted,1,2,3,0,0,2,1,80,White,0.803301258440371,2020-08-21,15,Male,7,Republican,15,85,1,Joe Biden,Democrat,0,About Half the time,0,1,50,85,15,2020,warm,1,Voted in Other Primary,0
2020_223339,Independent - Republican,0,85,5,2,5,Didn't Vote,NA,2,3,0,1,1,1,56,White,0.792548181651887,2020-08-23,17,Female,5,Republican,0,85,0,NA,NA,0,About Half the time,0,1,42.5,85,0,2020,warm,1,Didn't Vote,0
2020_223346,Independent - Democrat,15,15,4,1,7,Didn't Vote,NA,4,4,1,1,2,1,39,White,1.35139367874742,2020-10-12,6,Male,3,Democrat,15,15,0,NA,NA,1,Some of the Time,1,1,15,15,15,2020,cold,1,Didn't Vote,1
2020_223377,Weak Democrat,85,50,4,2,6,Voted,10,2,4,1,1,2,3,29,Other,0.699871578749566,2020-08-18,5,Male,2,Democrat,85,50,1,Someone Neither Dem. Nor Rep.,Other Party,0,Some of the Time,1,1,67.5,85,50,2020,warm,0,Voted in Other Primary,1
2020_223384,Weak Democrat,50,50,4,2,6,Didn't Vote,NA,2,4,0,1,3,3,33,White,0.814035923156003,2020-11-02,18,Female,2,Democrat,50,50,0,NA,NA,0,Some of the Time,1,0,50,50,50,2020,NA,0,Didn't Vote,0
2020_223391,Strong Republican,20,70,5,2,5,Didn't Vote,NA,2,5,1,1,2,1,58,White,0.402903430155747,2020-09-11,18,Male,7,Republican,20,70,0,NA,NA,0,Never,1,1,45,70,20,2020,warm,1,Didn't Vote,0
2020_223407,Independent - Republican,0,60,4,1,5,Didn't Vote,NA,2,3,0,1,2,1,71,White,0.692632431886702,2020-10-16,14,Male,5,Republican,0,60,0,NA,NA,0,About Half the time,0,1,30,60,0,2020,NA,1,Didn't Vote,0
2020_223445,Weak Democrat,65,11,2,2,5,Didn't Vote,NA,2,4,1,0,2,1,NA,Black,0.339569665668399,2020-09-17,17,Female,2,Democrat,65,11,0,NA,NA,0,Some of the Time,1,1,38,65,11,2020,NA,1,Didn't Vote,0
2020_223452,Weak Democrat,15,0,1,4,5,Voted,5,5,4,1,1,1,1,35,Black,0.976192494361506,2020-08-26,16,Female,2,Democrat,15,0,1,Bernie Sanders,Democrat,1,Some of the Time,1,1,7.5,15,0,2020,cold,1,Loser,0
2020_223469,Strong Democrat,100,15,99,1,7,Didn't Vote,NA,2,2,1,1,3,1,49,Black,1.08466184284738,2020-08-20,18,Female,1,Democrat,100,15,0,NA,NA,0,Most of the Time,0,0,57.5,100,15,2020,warm,1,Didn't Vote,0
2020_223476,Independent - Independent,50,0,6,3,4,Voted,1,2,4,1,1,4,1,73,White,0.454907553153781,2020-08-18,18,Male,4,Independent,50,0,1,Joe Biden,Democrat,0,Some of the Time,1,0,25,NA,NA,2020,NA,1,Voted in Other Primary,0
2020_223483,Weak Democrat,50,30,4,1,7,Didn't Vote,NA,-7,3,1,1,-7,1,43,Other,1.22385769165774,2020-09-19,14,Female,2,Democrat,50,30,0,NA,NA,NA,About Half the time,0,NA,40,50,30,2020,NA,1,Didn't Vote,0
2020_223490,Weak Democrat,85,50,99,2,6,Didn't Vote,NA,2,4,1,1,2,1,30,Other,1.80490012032243,2020-09-09,16,Female,2,Democrat,85,50,0,NA,NA,0,Some of the Time,1,1,67.5,85,50,2020,warm,1,Didn't Vote,0
2020_223506,Independent - Democrat,60,30,5,3,6,Didn't Vote,NA,-6,3,1,1,-6,1,NA,Other,0.56804504397433,2020-10-03,1,Male,3,Democrat,60,30,0,NA,NA,NA,About Half the time,0,NA,45,60,30,2020,NA,1,Didn't Vote,1
2020_223520,Strong Democrat,100,0,4,3,7,Voted,1,2,3,1,1,1,1,71,White,0.545155964754083,2020-10-12,21,Male,1,Democrat,100,0,1,Joe Biden,Democrat,0,About Half the time,0,1,50,100,0,2020,warm,1,Winner,0
2020_223537,Independent - Independent,50,70,4,2,6,Didn't Vote,NA,2,1,0,0,2,3,47,Other,1.96353528179679,2020-09-08,7,Female,4,Independent,50,70,0,NA,NA,0,Always,0,1,60,NA,NA,2020,NA,0,Didn't Vote,0
2020_223551,Strong Republican,0,100,99,1,7,Voted,8,4,3,0,0,3,1,28,White,0.850223141102871,2020-09-08,10,Female,7,Republican,0,100,1,Donald Trump,Republican,1,About Half the time,0,0,50,100,0,2020,warm,1,Winner,0
2020_223568,Strong Republican,0,85,6,1,6,Voted,8,2,4,1,1,2,2,80,White,1.1087230476187,2020-09-23,22,Female,7,Republican,0,85,1,Donald Trump,Republican,0,Some of the Time,1,1,42.5,85,0,2020,warm,0,Winner,0
2020_223599,Weak Republican,0,30,7,1,4,Voted,8,2,5,1,1,1,1,55,White,1.37895751998394,2020-08-18,NA,Male,6,Republican,0,30,1,Donald Trump,Republican,0,Never,1,1,15,30,0,2020,cold,1,Winner,NA
2020_223605,Strong Democrat,75,15,2,2,6,Didn't Vote,NA,4,3,1,1,2,1,73,White,0.365200283442459,2020-08-23,18,Female,1,Democrat,75,15,0,NA,NA,1,About Half the time,0,1,45,75,15,2020,warm,1,Didn't Vote,0
2020_223629,Weak Democrat,60,30,4,6,6,Didn't Vote,NA,5,4,1,1,2,1,62,White,1.4629339014092,2020-10-12,18,Male,2,Democrat,60,30,0,NA,NA,1,Some of the Time,1,1,45,60,30,2020,NA,1,Didn't Vote,0
2020_223636,Independent - Independent,40,40,4,5,3,Didn't Vote,NA,2,3,1,1,3,1,51,White,0.463653225292913,2020-08-27,7,Female,4,Independent,40,40,0,NA,NA,0,About Half the time,0,0,40,NA,NA,2020,NA,1,Didn't Vote,0
2020_223643,Strong Republican,0,100,99,1,7,Didn't Vote,NA,2,3,0,0,2,3,67,White,1.21982873137506,2020-09-10,4,Female,7,Republican,0,100,0,NA,NA,0,About Half the time,0,1,50,100,0,2020,warm,0,Didn't Vote,1
2020_223667,Independent - Republican,15,60,4,1,5,Didn't Vote,NA,4,4,1,1,2,2,NA,White,0.739491026735936,2020-09-08,10,Male,5,Republican,15,60,0,NA,NA,1,Some of the Time,1,1,37.5,60,15,2020,NA,0,Didn't Vote,0
2020_223698,Strong Democrat,90,10,2,3,6,Voted,1,2,4,1,1,2,-9,80,White,0.236672074719242,2020-10-01,3,Female,1,Democrat,90,10,1,Joe Biden,Democrat,0,Some of the Time,1,1,50,90,10,2020,warm,NA,Winner,1
2020_223704,Weak Democrat,100,30,2,1,7,Voted,1,2,3,1,1,2,1,30,White,0.673781819879124,2020-09-23,1,Female,2,Democrat,100,30,1,Joe Biden,Democrat,0,About Half the time,0,1,65,100,30,2020,warm,1,Winner,1
2020_223711,Weak Democrat,30,85,4,1,4,Voted,8,4,1,0,1,1,1,58,Other,0.80070522954271,2020-09-22,1,Female,2,Democrat,30,85,1,Donald Trump,Republican,1,Always,0,1,57.5,30,85,2020,cold,1,Voted in Other Primary,1
2020_223728,Independent - Independent,70,60,4,4,4,Voted,1,2,3,1,1,3,3,27,Black,1.23830826606748,2020-09-11,1,Male,4,Independent,70,60,1,Joe Biden,Democrat,0,About Half the time,0,0,65,NA,NA,2020,NA,0,Voted in Other Primary,1
2020_223742,Independent - Republican,15,65,5,1,6,Didn't Vote,NA,1,4,1,1,4,1,48,Other,0.80779002762486,2020-09-11,21,Male,5,Republican,15,65,0,NA,NA,0,Some of the Time,1,0,40,65,15,2020,NA,1,Didn't Vote,0
2020_223759,Strong Democrat,80,30,2,5,2,Didn't Vote,NA,4,4,1,1,2,1,60,Other,1.07406700913789,2020-10-26,6,Male,1,Democrat,80,30,0,NA,NA,1,Some of the Time,1,1,55,80,30,2020,warm,1,Didn't Vote,1
2020_223766,Strong Democrat,70,0,2,4,7,Voted,2,4,4,1,1,2,1,45,Black,1.28412387478921,2020-09-08,22,Male,1,Democrat,70,0,1,Michael Bloomberg,Democrat,1,Some of the Time,1,1,35,70,0,2020,warm,1,Loser,0
2020_223780,Independent - Democrat,70,0,3,2,7,Didn't Vote,NA,2,5,1,1,4,1,40,White,0.288069887955814,2020-08-22,5,Female,3,Democrat,70,0,0,NA,NA,0,Never,1,0,35,70,0,2020,warm,1,Didn't Vote,1
2020_223803,Weak Democrat,70,40,99,2,6,Didn't Vote,NA,2,4,1,1,3,1,37,Other,1.56252463892202,2020-08-23,10,Female,2,Democrat,70,40,0,NA,NA,0,Some of the Time,1,0,55,70,40,2020,warm,1,Didn't Vote,0
2020_223827,Independent - Republican,10,40,5,2,5,Didn't Vote,NA,2,4,0,1,2,3,27,White,0.992475999850288,2020-09-09,3,Female,5,Republican,10,40,0,NA,NA,0,Some of the Time,1,1,25,40,10,2020,cold,0,Didn't Vote,1
2020_223834,Independent - Democrat,30,0,2,3,7,Didn't Vote,NA,4,4,1,1,1,1,49,White,0.506197721970736,2020-09-09,10,Male,3,Democrat,30,0,0,NA,NA,1,Some of the Time,1,1,15,30,0,2020,cold,1,Didn't Vote,0
2020_223841,Independent - Republican,40,70,6,2,6,Voted,8,1,2,0,1,2,1,80,White,1.2564896569576,2020-09-19,20,Male,5,Republican,40,70,1,Donald Trump,Republican,0,Most of the Time,0,1,55,70,40,2020,warm,1,Winner,0
2020_223858,Strong Republican,15,70,4,2,6,Voted,8,2,3,0,1,3,3,54,White,3.43109927384532,2020-08-18,19,Male,7,Republican,15,70,1,Donald Trump,Republican,0,About Half the time,0,0,42.5,70,15,2020,warm,0,Winner,0
2020_223865,Strong Democrat,-9,0,2,2,7,Didn't Vote,NA,4,4,1,1,4,1,44,White,0.558320518789429,2020-08-23,13,Female,1,Democrat,NA,0,0,NA,NA,1,Some of the Time,1,0,-4.5,NA,0,2020,cold,1,Didn't Vote,0
2020_223872,Weak Republican,30,40,4,2,6,Didn't Vote,NA,1,2,1,0,5,1,59,White,0.577612504567989,2020-08-18,21,Male,6,Republican,30,40,0,NA,NA,0,Most of the Time,0,0,35,40,30,2020,cold,1,Didn't Vote,0
2020_223889,Weak Republican,40,60,5,2,6,Didn't Vote,NA,2,4,1,0,2,1,46,White,0.905150166427476,2020-09-09,22,Male,6,Republican,40,60,0,NA,NA,0,Some of the Time,1,1,50,60,40,2020,NA,1,Didn't Vote,0
2020_223896,Strong Democrat,70,30,2,2,7,Voted,1,1,2,1,0,4,1,69,White,0.482608096556201,2020-08-23,6,Male,1,Democrat,70,30,1,Joe Biden,Democrat,0,Most of the Time,0,0,50,70,30,2020,warm,1,Winner,1
2020_223902,Independent - Republican,40,60,5,1,7,Didn't Vote,NA,2,3,1,1,2,1,39,Other,1.11019402320434,2020-10-15,11,Male,5,Republican,40,60,0,NA,NA,0,About Half the time,0,1,50,60,40,2020,NA,1,Didn't Vote,0
2020_223926,Independent - Independent,70,70,3,2,6,Voted,1,4,2,1,1,4,1,77,White,0.975306053021555,2020-09-10,NA,Male,4,Independent,70,70,1,Joe Biden,Democrat,1,Most of the Time,0,0,70,NA,NA,2020,NA,1,Voted in Other Primary,NA
2020_223933,Strong Democrat,70,15,2,2,6,Voted,1,2,3,1,1,2,1,80,White,0.613240505815699,2020-09-10,17,Female,1,Democrat,70,15,1,Joe Biden,Democrat,0,About Half the time,0,1,42.5,70,15,2020,warm,1,Winner,0
2020_223940,Strong Republican,90,90,6,2,5,Didn't Vote,NA,-6,2,0,0,-6,1,29,White,0.808563555558268,2020-09-15,2,Female,7,Republican,90,90,0,NA,NA,NA,Most of the Time,0,NA,90,90,90,2020,warm,1,Didn't Vote,1
2020_223957,Strong Democrat,75,0,2,2,7,Voted,2,5,4,1,1,1,1,72,Black,1.57708340502277,2020-09-08,8,Female,1,Democrat,75,0,1,Michael Bloomberg,Democrat,1,Some of the Time,1,1,37.5,75,0,2020,warm,1,Loser,0
2020_223971,Strong Republican,30,40,4,2,6,Didn't Vote,NA,2,2,1,1,2,3,50,White,0.487283479870503,2020-10-12,22,Female,7,Republican,30,40,0,NA,NA,0,Most of the Time,0,1,35,40,30,2020,cold,0,Didn't Vote,0
2020_223988,Independent - Independent,35,30,4,1,6,Didn't Vote,NA,2,4,1,1,1,1,38,White,0.269713125789226,2020-08-25,1,Male,4,Independent,35,30,0,NA,NA,0,Some of the Time,1,1,32.5,NA,NA,2020,NA,1,Didn't Vote,1
2020_223995,Strong Democrat,60,15,2,3,6,Voted,3,2,3,1,1,4,1,53,Other,0.697844647773414,2020-08-18,22,Male,1,Democrat,60,15,1,Pete Buttigieg,Democrat,0,About Half the time,0,0,37.5,60,15,2020,NA,1,Loser,0
2020_224004,Independent - Independent,55,40,4,2,7,Didn't Vote,NA,2,3,1,0,3,1,63,White,0.677811405745734,2020-08-18,17,Female,4,Independent,55,40,0,NA,NA,0,About Half the time,0,0,47.5,NA,NA,2020,NA,1,Didn't Vote,0
2020_224011,Independent - Independent,30,70,5,2,6,Didn't Vote,NA,2,4,0,1,2,3,70,White,0.713296222565618,2020-09-05,NA,Female,4,Independent,30,70,0,NA,NA,0,Some of the Time,1,1,50,NA,NA,2020,NA,0,Didn't Vote,NA
2020_224028,Strong Democrat,75,0,3,3,7,Voted,1,2,4,1,1,1,1,50,White,0.637327564558613,2020-09-20,15,Male,1,Democrat,75,0,1,Joe Biden,Democrat,0,Some of the Time,1,1,37.5,75,0,2020,warm,1,Winner,0
2020_224035,Strong Republican,30,85,7,1,6,Didn't Vote,NA,2,4,1,1,2,3,26,Other,0.550212764077918,2020-08-28,11,Female,7,Republican,30,85,0,NA,NA,0,Some of the Time,1,1,57.5,85,30,2020,warm,0,Didn't Vote,0
2020_224042,Independent - Republican,40,85,4,6,1,Didn't Vote,NA,2,3,0,1,4,1,75,White,0.36737994300016,2020-10-15,6,Female,5,Republican,40,85,0,NA,NA,0,About Half the time,0,0,62.5,85,40,2020,warm,1,Didn't Vote,1
