boot,pid_3,below_50_qual_strict,prop_vote_general,mean_activist_index,prop_meetings,prop_work_cand,prop_display_merch,prop_donate,prop_watch_campaign_tv,prop_know_house_pre,prop_talk_pol_most,prop_vote_primary,prop_vote_inparty_house,prop_vote_outparty_pres,prop_vote_thirdparty_pres,prop_vote_inparty_pres
1574,Democrat,warm,0.7210395419053529,0.12140735045120289,0.08488031667692211,0.04496939062132788,0.14713388539654038,0.10761689119985442,0.8270498119088407,0.5781516071466568,0.2764528299582279,0.4157545850898449,0.48125819254196844,0.05890644078513595,0.026718176142588805,0.9143753830722752
1574,Democrat,NA,0.6066866858033131,0.08108791172305807,0.0526600660208986,0.022630374360283798,0.07401651862534143,0.07447486120982139,0.7103823040968537,0.5351247973043396,0.23654420239277976,0.3262680194044155,0.34528463232834955,0.16281215899259183,0.07371567119068051,0.7634721698167276
1574,Republican,cold,0.7731181449256771,0.10966324981346874,0.05847958673186878,0.03164882048967752,0.07140325181263509,0.09049974455978074,0.8100596990841993,0.7041746212664834,0.314320331750239,0.40962110184695255,0.4373195297591161,0.23306500927844565,0.15309998220433954,0.6138350085172148
1574,Republican,warm,0.7768990393611186,0.13456526042442132,0.08065191024058271,0.04279372725312341,0.12650494212532187,0.1309255349972249,0.837109366282134,0.6679005820658033,0.31016137118605364,0.4220055604389959,0.5278589583931398,0.043288659582293526,0.024577338922206652,0.9321340014955
1574,Republican,NA,0.6861381514827459,0.0953687373693779,0.04892627326759883,0.027435257294521627,0.07743043153678356,0.09101221532268342,0.7349604419186516,0.6126729030329612,0.2791336675726934,0.35384870811509445,0.42196522566219496,0.11258741726269927,0.08227431877190569,0.8051382639653949
1575,Democrat,cold,0.7026417478145397,0.12298331684417677,0.07589452308723833,0.03404909382993398,0.12054541104353653,0.10556517227930087,0.7768673620364701,0.6377931312557891,0.30880071624283373,0.40171385662068776,0.341987725507983,0.33063546832287505,0.15827874158120825,0.5110857900959167
1575,Democrat,warm,0.7186187596871026,0.11863701800487794,0.08822205611581867,0.04092361693105283,0.14019883161584032,0.10498164605773082,0.8211223385523856,0.5685811272832598,0.2657449431195294,0.4100801273733386,0.4760136176872175,0.0624197379273026,0.02189888260043662,0.9156813794722607
1575,Democrat,NA,0.6373107684524291,0.08741876052943631,0.057504240499012226,0.029304744633000288,0.07478320999461334,0.0791097350600892,0.7282044684361734,0.5504579755894525,0.23608497973087536,0.33358751691164235,0.3613501285478894,0.150042530624918,0.07000529759317557,0.7799521717819065
1575,Republican,cold,0.7805449571685019,0.11672004009127314,0.06178169392861625,0.0204798292316622,0.07024430840784081,0.10430140044048937,0.7887101047914659,0.7209564749027216,0.34715411694476744,0.38588149470510386,0.45900934862416237,0.2323731061092726,0.1442222386014928,0.6234046552892346
1575,Republican,warm,0.7827138896414378,0.1411404466695929,0.08835176898132077,0.044121315428712955,0.13783023307697398,0.1394621523425638,0.8431077126258197,0.6755003377728647,0.3042745426491441,0.4129069612327003,0.5308521357461156,0.04743086000847134,0.02351016049448907,0.9290589794970394
1575,Republican,NA,0.6887493818527352,0.09407050523321316,0.05073873104663257,0.025838873188508794,0.07802011147930918,0.09983578369235345,0.7329605730001593,0.5897862559849779,0.29403647867625887,0.35507222123300236,0.42303533487164086,0.11038972358754429,0.07288894201645253,0.8167213343960033
1576,Democrat,cold,0.6781570100961133,0.11363838433927376,0.06341052219138071,0.04377318716549025,0.11329319382735001,0.0902071248778062,0.7941224973879647,0.6053312016783474,0.26997991265066423,0.39499661186420304,0.3483582697541005,0.36962594676382865,0.1349024322373627,0.49547162099880865
1576,Democrat,warm,0.7217593207310347,0.12128153413119264,0.08511389330690017,0.043641628065123825,0.14514629731131293,0.10634663899952142,0.8325487475735334,0.5720517863025544,0.2646734849948805,0.4224527544003205,0.47729116693394125,0.0592554885593605,0.028888610668236878,0.9118559007724026
1576,Democrat,NA,0.624219610630298,0.08645461157633838,0.05575838064641425,0.02381807460940289,0.07523810830621913,0.07986134947744546,0.7354067921824657,0.532155010595909,0.24326803224231053,0.3081659552496801,0.34753419052656004,0.164845496729396,0.07185946787700834,0.7632950353935957
1576,Republican,cold,0.7902176146489376,0.11905699591650554,0.06120977230886414,0.027620561288464116,0.08407673607273719,0.09324678606499467,0.7840971667657882,0.7024820202238685,0.3473695308152214,0.39035552575931404,0.46688434514051474,0.23476918397300386,0.12679781115713715,0.638433004869859
1576,Republican,warm,0.7770953345817768,0.13926459373012856,0.09141218699613948,0.0435460441744492,0.12956400579729335,0.13991321443618243,0.8394322287946888,0.6691505119058307,0.3048419354183824,0.42999138539072623,0.5196217689766587,0.05168843196159302,0.024221079302459904,0.9240904887359471
1576,Republican,NA,0.6824869074788829,0.09583473533102625,0.0489387558226403,0.028931606466924824,0.08640619733386938,0.09444232955748977,0.7361671560500341,0.5970398283259631,0.2751286909581163,0.38084693489115146,0.40189520344419977,0.1035264995451016,0.07530364473696372,0.8211698557179347
1577,Democrat,cold,0.6864162182241348,0.10972899679513043,0.07372083530410331,0.04066974175501508,0.09389107448833117,0.10217519992884612,0.731404090025005,0.5973610992479287,0.26361307417121954,0.35807059265150676,0.35893345717557057,0.33287488801711995,0.11827867254563096,0.5488464394372491
1577,Democrat,warm,0.7156664048660953,0.11696588589144331,0.08383528635308446,0.04165658568448904,0.1379763588611256,0.09893296959053322,0.8238591829748558,0.5701070587894429,0.27256823383172224,0.4118548838448791,0.47498195865664733,0.06293249149169626,0.0211331572780867,0.9159343512302169
1577,Democrat,NA,0.6461895628549271,0.08983180676755455,0.06341425493550111,0.03184346336038183,0.08331219249624834,0.08534157378043113,0.729720588920734,0.5508537275874568,0.24493720392140575,0.32158763033778426,0.3560714535821446,0.16129404562795432,0.08772610722266777,0.750979847149378
1577,Republican,cold,0.7550724661933202,0.11012001975984304,0.065254865533534,0.016901893884267473,0.05900353724679031,0.09814562528863781,0.7495065507909072,0.7225153601636818,0.34144417205832034,0.382790461439516,0.40516009825495813,0.2407288173023096,0.17483639388444552,0.5844347888132448
1577,Republican,warm,0.7684278180794278,0.14022558905890542,0.08080933781282827,0.038274672353568434,0.14203048285455133,0.15196744736157436,0.8427770282179492,0.6724079982142878,0.30699767135161876,0.42183912285645764,0.5209199910873924,0.0439307680574455,0.020605578463306094,0.9354636534792484
1577,Republican,NA,0.7154384668527123,0.09508908192998045,0.04677755027330013,0.0268038270596696,0.08463699977928926,0.0912645529744673,0.7472023580292319,0.5925980407105966,0.28422083029179296,0.38198321718967715,0.4407759617273853,0.13346794912555637,0.06716112414719554,0.799370926727248
1578,Democrat,cold,0.721521813401779,0.11000975436186577,0.05474557084921832,0.03355091433010287,0.10363534483286548,0.08649356914016366,0.7874272446067447,0.611752529098395,0.2568076171192616,0.43771623018532957,0.3588272709386869,0.41513834748528783,0.15980470546067307,0.42505694705403907
1578,Democrat,warm,0.7248687167920466,0.12320367274358447,0.08654556893329901,0.044608100440134635,0.15347970562211757,0.10476491430673393,0.8224358373929203,0.5761146367669856,0.26507949823715393,0.4184331825919714,0.4813412993780249,0.06032428682279219,0.023707129940648698,0.915968583236559
1578,Democrat,NA,0.6243133122640714,0.08519876254547036,0.056872022976727346,0.02658658156541366,0.07197148603198925,0.08315241078575558,0.7208100078710155,0.5242102185665417,0.24679527609423182,0.3212028515867973,0.3522038162910833,0.15683621062924835,0.07315152239212758,0.770012266978624
1578,Republican,cold,0.7521465303791605,0.11532481602803042,0.056382812120295715,0.03503415650971772,0.07204808702274182,0.09342758549927907,0.7609732872794821,0.6844391308604485,0.36186838485861483,0.36219531457597504,0.4250305540403362,0.2687443589484873,0.14071425905781829,0.5905413819936945
