StartDate,party_id,lean_party,d_loss,d_win,r_loss,r_win,control,therm_dem,therm_rep,therm_ind,satisfied_democracy,trust_gov,r_gen_vote_loss,r_gen_vote_win_con,d_gen_vote_loss,d_gen_vote_win_con,comments,pid_3,loss_dum,win_dum,control_dum,loss_dum_nc,group,date,therm_inparty,therm_outparty,vote_likely
2021-08-20 11:40:29,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,87,48,57,Somewhat Satisfied,A lot,NA,NA,Somewhat likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:40:29Z,87,48,Somewhat likely
2021-08-20 11:40:31,Democrat,NA,NA,NA,NA,NA,Okay,64,70,48,NA,NA,NA,NA,NA,Extremely unlikely,like,Democrat,0,0,1,NA,Control,2021-08-20T11:40:31Z,64,70,NA
2021-08-20 11:40:16,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,92,50,45,Somewhat Satisfied,A lot,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:40:16Z,92,50,Extremely likely
2021-08-20 11:45:03,Democrat,NA,NA,NA,NA,NA,Okay,75,95,84,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:45:03Z,75,95,NA
2021-08-20 11:44:34,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,87,67,68,Very Satisfied,A lot,NA,NA,Somewhat likely,NA,very well,Democrat,1,0,0,1,Loss,2021-08-20T11:44:34Z,87,67,Somewhat likely
2021-08-20 11:41:13,Democrat,NA,NA,NA,NA,NA,Okay,86,70,61,NA,NA,NA,NA,NA,Somewhat likely,NICE STUDY,Democrat,0,0,1,NA,Control,2021-08-20T11:41:13Z,86,70,NA
2021-08-20 11:44:33,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,82,28,64,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:44:33Z,82,28,Somewhat likely
2021-08-20 11:44:20,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,72,87,62,Very Satisfied,A great deal,NA,NA,Somewhat likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:44:20Z,72,87,Somewhat likely
2021-08-20 11:40:38,Democrat,NA,NA,NA,NA,NA,Okay,89,77,72,NA,NA,NA,NA,NA,Somewhat likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:40:38Z,89,77,NA
2021-08-20 11:41:21,Independent,Democratic,I understand. My candidate lost their primary.,NA,NA,NA,NA,92,98,86,Very Satisfied,A lot,NA,NA,Extremely likely,NA,nice survey,Democrat,1,0,0,1,Loss,2021-08-20T11:41:21Z,92,98,Extremely likely
2021-08-20 11:44:33,Republican,NA,NA,NA,NA,NA,Okay,86,80,96,NA,NA,NA,Extremely likely,NA,NA,The survey is very interesting,Republican,0,0,1,NA,Control,2021-08-20T11:44:33Z,80,86,NA
2021-08-20 11:40:38,Republican,NA,NA,NA,NA,NA,Okay,53,86,64,NA,NA,NA,Neither likely nor unlikely,NA,NA,None,Republican,0,0,1,NA,Control,2021-08-20T11:40:38Z,86,53,NA
2021-08-20 11:45:40,Republican,NA,NA,NA,NA,NA,Okay,100,85,83,NA,NA,NA,Extremely likely,NA,NA,good,Republican,0,0,1,NA,Control,2021-08-20T11:45:40Z,85,100,NA
2021-08-20 11:45:37,Democrat,NA,NA,NA,NA,NA,Okay,71,46,53,NA,NA,NA,NA,NA,Neither likely nor unlikely,OK,Democrat,0,0,1,NA,Control,2021-08-20T11:45:37Z,71,46,NA
2021-08-20 11:41:26,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,81,70,82,Somewhat Satisfied,A little,NA,NA,Somewhat likely,NA,survey is good,Democrat,1,0,0,1,Loss,2021-08-20T11:41:26Z,81,70,Somewhat likely
2021-08-20 11:41:19,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,68,82,69,Neither Satisfied nor Dissatisfied,A lot,NA,Somewhat likely,NA,NA,No comments,Republican,0,1,0,0,Win,2021-08-20T11:41:19Z,82,68,NA
2021-08-20 11:42:43,Democrat,NA,NA,NA,NA,NA,Okay,92,73,67,NA,NA,NA,NA,NA,Somewhat likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:42:43Z,92,73,NA
2021-08-20 11:46:25,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,70,61,57,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,nice,Democrat,0,1,0,0,Win,2021-08-20T11:46:25Z,70,61,Somewhat likely
2021-08-20 11:41:07,Democrat,NA,NA,NA,NA,NA,Okay,75,58,62,NA,NA,NA,NA,NA,Somewhat likely,good and nice,Democrat,0,0,1,NA,Control,2021-08-20T11:41:07Z,75,58,NA
2021-08-20 11:42:07,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,66,90,69,Very Satisfied,A lot,NA,NA,Somewhat likely,NA,Good Survey,Democrat,1,0,0,1,Loss,2021-08-20T11:42:07Z,66,90,Somewhat likely
2021-08-20 11:39:57,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,1,9,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,Good,Democrat,0,1,0,0,Win,2021-08-20T11:39:57Z,100,1,Extremely likely
2021-08-20 11:41:19,Democrat,NA,NA,NA,NA,NA,Okay,90,80,80,NA,NA,NA,NA,NA,Extremely likely,None,Democrat,0,0,1,NA,Control,2021-08-20T11:41:19Z,90,80,NA
2021-08-20 11:44:54,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,81,0,50,Very Dissatisfied,A moderate amount,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:44:54Z,81,0,Extremely likely
2021-08-20 11:44:22,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,80,100,88,Somewhat Satisfied,A great deal,NA,NA,NA,Somewhat likely,No comments,Democrat,0,1,0,0,Win,2021-08-20T11:44:22Z,80,100,Somewhat likely
2021-08-20 11:40:37,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,71,97,Somewhat Satisfied,A great deal,NA,NA,Somewhat likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:40:37Z,100,71,Somewhat likely
2021-08-20 11:42:48,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,84,68,85,Somewhat Satisfied,A lot,NA,NA,NA,Extremely likely,survey is good,Democrat,0,1,0,0,Win,2021-08-20T11:42:48Z,84,68,Extremely likely
2021-08-20 11:46:19,Democrat,NA,NA,NA,NA,NA,Okay,80,71,66,NA,NA,NA,NA,NA,Somewhat likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:46:19Z,80,71,NA
2021-08-20 11:46:29,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,82,69,95,Neither Satisfied nor Dissatisfied,A lot,NA,NA,NA,Neither likely nor unlikely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:46:29Z,82,69,Neither likely nor unlikely
2021-08-20 11:44:46,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,78,94,82,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,good,Democrat,0,1,0,0,Win,2021-08-20T11:44:46Z,78,94,Extremely likely
2021-08-20 11:42:49,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,62,40,72,Very Satisfied,A moderate amount,Neither likely nor unlikely,NA,NA,NA,None,Republican,1,0,0,1,Loss,2021-08-20T11:42:49Z,40,62,Neither likely nor unlikely
2021-08-20 11:40:16,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,51,80,Very Satisfied,A lot,NA,NA,Extremely likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:40:16Z,100,51,Extremely likely
2021-08-20 11:45:49,Democrat,NA,NA,NA,NA,NA,Okay,100,90,74,NA,NA,NA,NA,NA,Extremely likely,Good Survey,Democrat,0,0,1,NA,Control,2021-08-20T11:45:49Z,100,90,NA
2021-08-20 11:41:09,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,88,67,89,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,none,Democrat,0,1,0,0,Win,2021-08-20T11:41:09Z,88,67,Somewhat likely
2021-08-20 11:46:34,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,86,70,70,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,very well,Democrat,0,1,0,0,Win,2021-08-20T11:46:34Z,86,70,Extremely likely
2021-08-20 11:46:47,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,86,18,54,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:46:47Z,86,18,Extremely likely
2021-08-20 11:44:50,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,92,63,72,Very Satisfied,A lot,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:44:50Z,92,63,Extremely likely
2021-08-20 11:45:25,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,62,85,71,Very Satisfied,A great deal,NA,Extremely likely,NA,NA,NA,Republican,0,1,0,0,Win,2021-08-20T11:45:25Z,85,62,NA
2021-08-20 11:40:21,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,85,57,56,Somewhat Satisfied,A lot,NA,NA,Somewhat likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:40:21Z,85,57,Somewhat likely
2021-08-20 11:46:51,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,57,55,Very Satisfied,A lot,NA,NA,NA,Somewhat likely,GOOD SURVEY,Democrat,0,1,0,0,Win,2021-08-20T11:46:51Z,100,57,Somewhat likely
2021-08-20 11:45:13,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,22,98,45,Neither Satisfied nor Dissatisfied,A lot,NA,Somewhat likely,NA,NA,nice,Republican,0,1,0,0,Win,2021-08-20T11:45:13Z,98,22,NA
2021-08-20 11:44:29,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,91,0,82,Somewhat Dissatisfied,A little,NA,NA,NA,Somewhat likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:44:29Z,91,0,Somewhat likely
2021-08-20 11:41:03,Democrat,NA,NA,NA,NA,NA,Okay,95,22,18,NA,NA,NA,NA,NA,Extremely likely,good study,Democrat,0,0,1,NA,Control,2021-08-20T11:41:03Z,95,22,NA
2021-08-20 11:46:37,Democrat,NA,NA,NA,NA,NA,Okay,98,19,71,NA,NA,NA,NA,NA,Extremely likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:46:37Z,98,19,NA
2021-08-20 11:46:32,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,65,62,56,Very Satisfied,A great deal,NA,NA,Extremely unlikely,NA,like,Democrat,1,0,0,1,Loss,2021-08-20T11:46:32Z,65,62,Extremely unlikely
2021-08-20 11:47:46,Democrat,NA,NA,NA,NA,NA,Okay,74,90,83,NA,NA,NA,NA,NA,Neither likely nor unlikely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:47:46Z,74,90,NA
2021-08-20 11:40:27,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,82,93,64,Very Satisfied,A great deal,NA,NA,NA,Somewhat likely,No,Democrat,0,1,0,0,Win,2021-08-20T11:40:27Z,82,93,Somewhat likely
2021-08-20 11:47:53,Democrat,NA,NA,NA,NA,NA,Okay,71,74,73,NA,NA,NA,NA,NA,Somewhat likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:47:53Z,71,74,NA
2021-08-20 11:40:53,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,91,15,29,Somewhat Satisfied,A lot,NA,NA,Neither likely nor unlikely,NA,No comments,Democrat,1,0,0,1,Loss,2021-08-20T11:40:53Z,91,15,Neither likely nor unlikely
2021-08-20 11:47:33,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,72,55,52,Neither Satisfied nor Dissatisfied,A lot,NA,NA,NA,Neither likely nor unlikely,OK,Democrat,0,1,0,0,Win,2021-08-20T11:47:33Z,72,55,Neither likely nor unlikely
2021-08-20 11:47:51,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,83,95,76,Somewhat Satisfied,A great deal,NA,NA,Extremely likely,NA,No comments,Democrat,1,0,0,1,Loss,2021-08-20T11:47:51Z,83,95,Extremely likely
2021-08-20 11:47:23,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,99,100,86,Neither Satisfied nor Dissatisfied,A great deal,NA,NA,Somewhat likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:47:23Z,99,100,Somewhat likely
2021-08-20 11:41:08,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,69,80,63,Somewhat Dissatisfied,A moderate amount,NA,NA,NA,Somewhat likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:41:08Z,69,80,Somewhat likely
2021-08-20 11:41:35,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,67,43,55,Somewhat Satisfied,A lot,NA,NA,Somewhat unlikely,NA,This survey was good,Democrat,1,0,0,1,Loss,2021-08-20T11:41:35Z,67,43,Somewhat unlikely
2021-08-20 11:46:19,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,58,94,83,Somewhat Satisfied,A lot,NA,Somewhat likely,NA,NA,no comment,Republican,0,1,0,0,Win,2021-08-20T11:46:19Z,94,58,NA
2021-08-20 11:48:11,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,93,75,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,interesting one,Democrat,0,1,0,0,Win,2021-08-20T11:48:11Z,100,93,Extremely likely
2021-08-20 11:41:10,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,89,41,28,Somewhat Satisfied,A great deal,NA,NA,NA,Extremely likely,Good survey and interesting.,Democrat,0,1,0,0,Win,2021-08-20T11:41:10Z,89,41,Extremely likely
2021-08-20 11:45:22,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,84,99,72,Somewhat Satisfied,A great deal,Somewhat likely,NA,NA,NA,no comments,Republican,1,0,0,1,Loss,2021-08-20T11:45:22Z,99,84,Somewhat likely
2021-08-20 11:43:51,Independent,Republican,NA,NA,I understand. My candidate lost their primary.,NA,NA,50,25,25,Very Satisfied,A lot,Extremely likely,NA,NA,NA,nice,Republican,1,0,0,1,Loss,2021-08-20T11:43:51Z,25,50,Extremely likely
2021-08-20 11:48:40,Democrat,NA,NA,NA,NA,NA,Okay,86,61,89,NA,NA,NA,NA,NA,Somewhat likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:48:40Z,86,61,NA
2021-08-20 11:45:24,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,97,75,74,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,GOOD,Democrat,0,1,0,0,Win,2021-08-20T11:45:24Z,97,75,Extremely likely
2021-08-20 11:45:08,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,18,61,42,Somewhat Dissatisfied,A little,NA,NA,NA,Somewhat likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:45:08Z,18,61,Somewhat likely
2021-08-20 11:46:27,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,88,76,73,Very Satisfied,A lot,NA,NA,Somewhat likely,NA,GOOD,Democrat,1,0,0,1,Loss,2021-08-20T11:46:27Z,88,76,Somewhat likely
2021-08-20 11:41:03,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,5,96,12,Somewhat Dissatisfied,A lot,Extremely likely,NA,NA,NA,good study,Republican,1,0,0,1,Loss,2021-08-20T11:41:03Z,96,5,Extremely likely
2021-08-20 11:41:49,Independent,Neither Republican or Democrat,NA,NA,NA,NA,NA,65,88,100,Neither Satisfied nor Dissatisfied,A lot,NA,NA,NA,NA,It's a quite informative survey,Independent,0,0,0,0,NA,2021-08-20T11:41:49Z,NA,NA,NA
2021-08-20 11:40:40,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,75,67,65,Neither Satisfied nor Dissatisfied,A moderate amount,NA,NA,Neither likely nor unlikely,NA,none,Democrat,1,0,0,1,Loss,2021-08-20T11:40:40Z,75,67,Neither likely nor unlikely
2021-08-20 11:47:56,Republican,NA,NA,NA,NA,NA,Okay,54,75,41,NA,NA,NA,Neither likely nor unlikely,NA,NA,None,Republican,0,0,1,NA,Control,2021-08-20T11:47:56Z,75,54,NA
2021-08-20 11:39:48,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,50,84,66,Somewhat Satisfied,A lot,Somewhat likely,NA,NA,NA,No comments,Republican,1,0,0,1,Loss,2021-08-20T11:39:48Z,84,50,Somewhat likely
2021-08-20 11:46:03,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,84,44,57,Neither Satisfied nor Dissatisfied,A moderate amount,NA,NA,NA,Somewhat likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:46:03Z,84,44,Somewhat likely
2021-08-20 11:41:09,Independent,Republican,NA,NA,I understand. My candidate lost their primary.,NA,NA,75,91,75,Somewhat Satisfied,A lot,Neither likely nor unlikely,NA,NA,NA,NO COMMENTS,Republican,1,0,0,1,Loss,2021-08-20T11:41:09Z,91,75,Neither likely nor unlikely
2021-08-20 11:47:23,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,74,89,81,Somewhat Satisfied,A lot,NA,Extremely likely,NA,NA,none,Republican,0,1,0,0,Win,2021-08-20T11:47:23Z,89,74,NA
2021-08-20 11:47:52,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,60,70,80,Somewhat Satisfied,A lot,Somewhat likely,NA,NA,NA,good,Republican,1,0,0,1,Loss,2021-08-20T11:47:52Z,70,60,Somewhat likely
2021-08-20 11:42:25,Independent,Republican,NA,NA,NA,I understand. My candidate won their primary.,NA,64,65,83,Very Satisfied,A great deal,NA,Somewhat likely,NA,NA,GOOD,Republican,0,1,0,0,Win,2021-08-20T11:42:25Z,65,64,NA
2021-08-20 11:47:52,Democrat,NA,NA,NA,NA,NA,Okay,90,80,80,NA,NA,NA,NA,NA,Extremely likely,None.,Democrat,0,0,1,NA,Control,2021-08-20T11:47:52Z,90,80,NA
2021-08-20 11:42:00,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,100,52,87,Somewhat Satisfied,A lot,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:42:00Z,100,52,Extremely likely
2021-08-20 11:50:14,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,67,10,51,Neither Satisfied nor Dissatisfied,A moderate amount,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:50:14Z,67,10,Extremely likely
2021-08-20 11:43:57,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,78,94,85,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,GOOD,Democrat,0,1,0,0,Win,2021-08-20T11:43:57Z,78,94,Extremely likely
2021-08-20 11:47:43,Republican,NA,NA,NA,NA,NA,Okay,6,66,74,NA,NA,NA,Extremely likely,NA,NA,Thank you,Republican,0,0,1,NA,Control,2021-08-20T11:47:43Z,66,6,NA
2021-08-20 11:47:42,Republican,NA,NA,NA,NA,NA,Okay,80,90,83,NA,NA,NA,Extremely likely,NA,NA,Nothing,Republican,0,0,1,NA,Control,2021-08-20T11:47:42Z,90,80,NA
2021-08-20 11:49:03,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,92,77,84,Somewhat Satisfied,A moderate amount,NA,NA,NA,Neither likely nor unlikely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:49:03Z,92,77,Neither likely nor unlikely
2021-08-20 11:41:28,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,83,66,90,Neither Satisfied nor Dissatisfied,A moderate amount,NA,NA,NA,Neither likely nor unlikely,none,Democrat,0,1,0,0,Win,2021-08-20T11:41:28Z,83,66,Neither likely nor unlikely
2021-08-20 11:49:03,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,67,69,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:49:03Z,100,67,Extremely likely
2021-08-20 11:49:41,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,60,70,59,Neither Satisfied nor Dissatisfied,A moderate amount,Neither likely nor unlikely,NA,NA,NA,No comments,Republican,1,0,0,1,Loss,2021-08-20T11:49:41Z,70,60,Neither likely nor unlikely
2021-08-20 11:51:40,Democrat,NA,NA,NA,NA,NA,Okay,71,66,79,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:51:40Z,71,66,NA
2021-08-20 11:41:41,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,38,83,45,Somewhat Satisfied,A great deal,Neither likely nor unlikely,NA,NA,NA,This study is good.,Republican,1,0,0,1,Loss,2021-08-20T11:41:41Z,83,38,Neither likely nor unlikely
2021-08-20 11:47:53,Democrat,NA,NA,NA,NA,NA,Okay,92,69,68,NA,NA,NA,NA,NA,Somewhat likely,Thanks for this survey,Democrat,0,0,1,NA,Control,2021-08-20T11:47:53Z,92,69,NA
2021-08-20 11:50:57,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,91,80,72,Very Satisfied,A great deal,NA,Extremely likely,NA,NA,good,Republican,0,1,0,0,Win,2021-08-20T11:50:57Z,80,91,NA
2021-08-20 11:49:33,Democrat,NA,NA,NA,NA,NA,Okay,95,55,83,NA,NA,NA,NA,NA,Somewhat likely,none,Democrat,0,0,1,NA,Control,2021-08-20T11:49:33Z,95,55,NA
2021-08-20 11:47:13,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,89,75,89,Somewhat Satisfied,A lot,NA,NA,Extremely likely,NA,Good,Democrat,1,0,0,1,Loss,2021-08-20T11:47:13Z,89,75,Extremely likely
2021-08-20 11:48:24,Democrat,NA,NA,NA,NA,NA,Okay,97,63,46,NA,NA,NA,NA,NA,Extremely likely,The survey was good,Democrat,0,0,1,NA,Control,2021-08-20T11:48:24Z,97,63,NA
2021-08-20 11:49:26,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,74,69,61,Very Satisfied,A lot,NA,NA,NA,Somewhat likely,Good Study,Democrat,0,1,0,0,Win,2021-08-20T11:49:26Z,74,69,Somewhat likely
2021-08-20 11:52:19,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,74,94,68,Somewhat Satisfied,A lot,NA,Somewhat likely,NA,NA,no comments,Republican,0,1,0,0,Win,2021-08-20T11:52:19Z,94,74,NA
2021-08-20 11:42:54,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,88,27,78,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:42:54Z,88,27,Extremely likely
2021-08-20 11:42:15,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,66,52,51,Somewhat Satisfied,A moderate amount,NA,NA,NA,Somewhat likely,None,Democrat,0,1,0,0,Win,2021-08-20T11:42:15Z,66,52,Somewhat likely
2021-08-20 11:44:30,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,86,24,9,Somewhat Satisfied,A moderate amount,NA,NA,Somewhat unlikely,NA,good to work,Democrat,1,0,0,1,Loss,2021-08-20T11:44:30Z,86,24,Somewhat unlikely
2021-08-20 11:41:07,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,95,11,66,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,NA,Democrat,0,1,0,0,Win,2021-08-20T11:41:07Z,95,11,Extremely likely
2021-08-20 11:41:41,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,94,27,62,Very Satisfied,A great deal,NA,NA,NA,Extremely likely,GOOD,Democrat,0,1,0,0,Win,2021-08-20T11:41:41Z,94,27,Extremely likely
2021-08-20 11:41:42,Republican,NA,NA,NA,NA,NA,Okay,74,85,58,NA,NA,NA,Extremely likely,NA,NA,I am happy to participate for this survey.,Republican,0,0,1,NA,Control,2021-08-20T11:41:42Z,85,74,NA
2021-08-20 11:52:40,Republican,NA,NA,NA,NA,NA,Okay,85,100,80,NA,NA,NA,Extremely likely,NA,NA,no comments,Republican,0,0,1,NA,Control,2021-08-20T11:52:40Z,100,85,NA
2021-08-20 11:49:10,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,90,54,42,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:49:10Z,90,54,Extremely likely
2021-08-20 11:53:19,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,72,87,81,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:53:19Z,72,87,Extremely likely
2021-08-20 11:53:06,Democrat,NA,NA,NA,NA,NA,Okay,94,75,70,NA,NA,NA,NA,NA,Extremely likely,good,Democrat,0,0,1,NA,Control,2021-08-20T11:53:06Z,94,75,NA
2021-08-20 11:52:38,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,74,79,74,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,good,Democrat,1,0,0,1,Loss,2021-08-20T11:52:38Z,74,79,Extremely likely
2021-08-20 11:52:17,Democrat,NA,NA,NA,NA,NA,Okay,63,1,39,NA,NA,NA,NA,NA,Extremely likely,NA,Democrat,0,0,1,NA,Control,2021-08-20T11:52:17Z,63,1,NA
2021-08-20 11:53:58,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,77,25,64,Somewhat Satisfied,A lot,NA,NA,NA,Somewhat likely,none,Democrat,0,1,0,0,Win,2021-08-20T11:53:58Z,77,25,Somewhat likely
2021-08-20 11:41:09,Democrat,NA,NA,I understand. My candidate won their primary.,NA,NA,NA,74,61,53,Neither Satisfied nor Dissatisfied,A lot,NA,NA,NA,Somewhat likely,good,Democrat,0,1,0,0,Win,2021-08-20T11:41:09Z,74,61,Somewhat likely
2021-08-20 11:54:24,Republican,NA,NA,NA,NA,NA,Okay,90,100,73,NA,NA,NA,Extremely likely,NA,NA,no comments,Republican,0,0,1,NA,Control,2021-08-20T11:54:24Z,100,90,NA
2021-08-20 11:54:49,Democrat,NA,I understand. My candidate lost their primary.,NA,NA,NA,NA,100,30,60,Very Satisfied,A great deal,NA,NA,Extremely likely,NA,NA,Democrat,1,0,0,1,Loss,2021-08-20T11:54:49Z,100,30,Extremely likely
2021-08-20 11:52:29,Democrat,NA,NA,NA,NA,NA,Okay,65,46,81,NA,NA,NA,NA,NA,Somewhat likely,IN THIS STUDY WAS GOOD,Democrat,0,0,1,NA,Control,2021-08-20T11:52:29Z,65,46,NA
2021-08-20 11:39:36,Republican,NA,NA,NA,NA,I understand. My candidate won their primary.,NA,20,40,80,Somewhat Satisfied,A little,NA,Extremely likely,NA,NA,NA,Republican,0,1,0,0,Win,2021-08-20T11:39:36Z,40,20,NA
2021-08-20 11:54:02,Republican,NA,NA,NA,I understand. My candidate lost their primary.,NA,NA,58,92,81,Somewhat Satisfied,A lot,Somewhat likely,NA,NA,NA,no comments,Republican,1,0,0,1,Loss,2021-08-20T11:54:02Z,92,58,Somewhat likely
