case,age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year,ideo_inparty,ideo_outparty,ideo_self_in_dif,ideo_self_out_dif,ideo_in_out_dif,age_group,ideo_self_std,ideo_self_prt_std,ideo_inparty_std,ideo_inparty_prt_std,ideo_self_in_dif_std,male_dum,white_dum
2012_246,55,Male,White,19,1.879,Barack Obama,1,2,6,3,60,15,Democrat,0,60,15,1,Democrat,Winner,2012,3,6,-1,-4,3,3,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2012_247,61,Male,White,18,2.447,Didn't Vote,0,2,7,1,70,15,Independent,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,4,-0.6666666666666666,NA,NA,NA,NA,1,1
2012_248,20,Female,White,22,2.873,Didn't Vote,0,3,6,2,60,30,Independent,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,1,-0.3333333333333333,NA,NA,NA,NA,0,1
2012_249,41,Male,White,11,1.09,Didn't Vote,0,4,4,4,70,50,NA,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,1,1
2012_250,56,Female,White,17,0.821,Barack Obama,1,5,2,5,85,0,Democrat,0,85,0,1,Democrat,Winner,2012,5,2,0,3,3,3,0.3333333333333333,0.33333333333333337,0.3333333333333333,0.33333333333333337,0,0,1
2012_251,35,Female,White,3,0.764,Didn't Vote,0,NA,4,4,50,50,NA,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1
2012_252,62,Female,White,1,1.208,Didn't Vote,0,NA,4,4,100,0,Democrat,1,100,0,0,NA,Didn't Vote,2012,4,4,NA,NA,0,4,NA,NA,0,0.5,NA,0,1
2012_253,68,Female,White,13,0.843,Didn't Vote,0,4,6,3,50,50,NA,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,1
2012_254,54,Female,White,3,0.226,Didn't Vote,0,NA,4,4,50,50,NA,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1
2012_255,41,Male,White,14,0.537,Didn't Vote,0,2,7,2,85,15,Democrat,0,85,15,0,NA,Didn't Vote,2012,2,7,0,-5,5,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2012_256,49,Female,White,16,1.613,Mitt Romney,1,4,5,2,50,60,Republican,0,60,50,1,Republican,Winner,2012,5,2,-1,2,3,3,0,0.5,0.3333333333333333,0.6666666666666666,-0.16666666666666663,0,1
2012_257,41,Female,White,19,2.604,Rick Santorum,1,6,5,2,25,65,Republican,0,65,25,1,Republican,Loser,2012,5,2,1,4,3,2,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2012_258,74,Female,White,NA,1.282,Didn't Vote,0,4,4,4,60,50,Democrat,NA,60,50,0,NA,Didn't Vote,2012,4,4,0,0,0,5,0,0.5,0,0.5,0,0,1
2012_259,83,Female,White,5,2.088,Didn't Vote,0,5,5,3,60,70,Independent,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,5,0.3333333333333333,NA,NA,NA,NA,0,1
2012_260,75,Male,White,23,3.95,Didn't Vote,0,2,7,4,70,0,Independent,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,5,-0.6666666666666666,NA,NA,NA,NA,1,1
2012_261,69,Male,White,18,2.535,Barack Obama,1,2,7,3,85,0,Democrat,0,85,0,1,Democrat,Winner,2012,3,7,-1,-5,4,5,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2012_262,85,Female,White,24,1.714,Didn't Vote,0,2,7,2,85,15,Democrat,0,85,15,0,NA,Didn't Vote,2012,2,7,0,-5,5,5,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2012_263,60,Female,White,21,2.715,Mitt Romney,1,6,5,3,40,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2012,NA,NA,NA,NA,NA,4,0.6666666666666666,NA,NA,NA,NA,0,1
2012_264,83,Female,White,2,0.84,Mitt Romney,1,3,5,3,40,70,NA,1,NA,NA,1,Republican,Voted in Other Party Primary,2012,NA,NA,NA,NA,NA,5,-0.3333333333333333,NA,NA,NA,NA,0,1
2012_265,23,Female,Other,4,0.466,Didn't Vote,0,4,3,6,100,40,Democrat,1,100,40,0,NA,Didn't Vote,2012,6,3,-2,1,3,1,0,0.5,0.6666666666666666,0.16666666666666669,0.3333333333333333,0,0
2012_266,45,Female,White,17,0.83,Didn't Vote,0,4,4,5,100,15,Democrat,0,100,15,0,NA,Didn't Vote,2012,5,4,-1,0,1,3,0,0.5,0.3333333333333333,0.33333333333333337,0.16666666666666663,0,1
2012_267,83,Female,White,NA,1.355,Someone Else,1,4,6,2,50,50,Independent,NA,NA,NA,1,Other/Third Party,Voted in Other Party Primary,2012,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,1
2012_268,19,Male,White,15,0.766,Didn't Vote,0,3,3,5,40,50,Republican,0,50,40,0,NA,Didn't Vote,2012,3,5,0,-2,2,1,-0.3333333333333333,0.33333333333333337,-0.3333333333333333,0.33333333333333337,0,1,1
2012_269,40,Male,White,16,2.254,Didn't Vote,0,4,1,7,60,15,Democrat,0,60,15,0,NA,Didn't Vote,2012,7,1,-3,3,6,2,0,0.5,1,0,0.5,1,1
2012_270,22,Male,Other,5,1.057,Barack Obama,1,2,7,3,70,30,Democrat,1,70,30,1,Democrat,Winner,2012,3,7,-1,-5,4,1,-0.6666666666666666,0.8333333333333333,-0.3333333333333333,0.6666666666666666,0.16666666666666663,1,0
2012_271,53,Female,White,17,2.737,Didn't Vote,0,5,6,2,60,70,Republican,0,70,60,0,NA,Didn't Vote,2012,6,2,-1,3,4,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2012_272,56,Female,White,5,1.528,Ron Paul,1,NA,4,NA,30,30,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2012,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,1
2012_273,56,Male,White,6,0.7,Didn't Vote,0,2,7,2,60,30,Democrat,1,60,30,0,NA,Didn't Vote,2012,2,7,0,-5,5,3,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2012_274,47,Male,White,12,0.744,Didn't Vote,0,4,7,3,60,40,Democrat,0,60,40,0,NA,Didn't Vote,2012,3,7,1,-3,4,3,0,0.5,-0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,1
2012_275,65,Male,White,23,2.533,Barack Obama,1,2,7,2,70,0,Democrat,0,70,0,1,Democrat,Winner,2012,2,7,0,-5,5,4,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,1
2012_276,72,Male,Other,NA,1.979,Didn't Vote,0,4,1,3,70,15,NA,NA,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,1,0
2012_277,32,Male,White,15,0.801,Didn't Vote,0,4,5,3,70,30,Independent,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1
2012_278,35,Female,White,11,0.989,Didn't Vote,0,5,6,2,40,85,Republican,1,85,40,0,NA,Didn't Vote,2012,6,2,-1,3,4,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2012_279,62,Female,White,20,2.34,Barack Obama,1,4,NA,NA,70,60,Democrat,0,70,60,1,Democrat,Winner,2012,NA,NA,NA,NA,NA,4,0,0.5,NA,NA,NA,0,1
2012_280,63,Male,White,21,1.672,Mitt Romney,1,6,5,2,40,85,Republican,0,85,40,1,Republican,Winner,2012,5,2,1,4,3,4,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,1,1
2012_281,76,Male,White,6,0.801,Didn't Vote,0,4,4,3,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2012,3,4,1,0,1,5,0,0.5,-0.3333333333333333,0.6666666666666666,-0.16666666666666663,1,1
2012_282,54,Female,White,19,1.677,Didn't Vote,0,4,4,4,50,60,Republican,0,60,50,0,NA,Didn't Vote,2012,4,4,0,0,0,3,0,0.5,0,0.5,0,0,1
2012_283,53,Male,White,26,2.418,Mitt Romney,1,4,3,6,60,70,Republican,0,70,60,1,Republican,Winner,2012,3,6,1,-2,3,3,0,0.5,-0.3333333333333333,0.33333333333333337,0.16666666666666663,1,1
2012_284,46,Female,White,13,0.536,Didn't Vote,0,6,6,2,60,70,Republican,0,70,60,0,NA,Didn't Vote,2012,6,2,0,4,4,3,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,1
2012_285,62,Male,White,19,2.104,Didn't Vote,0,NA,3,3,60,50,Independent,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1
2012_286,57,Female,White,16,1.421,Didn't Vote,0,4,3,4,70,50,Democrat,0,70,50,0,NA,Didn't Vote,2012,4,3,0,1,1,4,0,0.5,0,0.5,0,0,1
2012_287,51,Female,White,1,1.089,Didn't Vote,0,3,5,4,70,70,Independent,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,3,-0.3333333333333333,NA,NA,NA,NA,0,1
2012_288,54,Female,White,25,1.42,Didn't Vote,0,5,6,2,50,50,Republican,0,50,50,0,NA,Didn't Vote,2012,6,2,-1,3,4,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.8333333333333333,-0.16666666666666663,0,1
2012_289,61,Male,White,17,1.374,Mitt Romney,1,6,6,1,15,60,Republican,0,60,15,1,Republican,Winner,2012,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,1,1
2012_290,50,Male,White,17,1.904,Didn't Vote,0,3,4,3,60,30,Independent,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,3,-0.3333333333333333,NA,NA,NA,NA,1,1
2012_291,37,Female,White,20,1.369,Didn't Vote,0,6,5,2,15,70,Republican,0,70,15,0,NA,Didn't Vote,2012,5,2,1,4,3,2,0.6666666666666666,0.8333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666663,0,1
2012_292,40,Male,White,12,0.572,Didn't Vote,0,NA,NA,NA,30,30,Independent,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1
2012_293,32,Female,White,3,0.3,Didn't Vote,0,NA,NA,NA,50,50,NA,1,NA,NA,0,NA,NA,2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1
2012_294,62,Male,White,7,1.667,Didn't Vote,0,4,6,1,40,70,Independent,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,1,1
2012_295,41,Female,White,25,3.07,Didn't Vote,0,2,7,2,100,0,Democrat,0,100,0,0,NA,Didn't Vote,2012,2,7,0,-5,5,2,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,0,1
2012_296,52,Male,Black,NA,0.623,Didn't Vote,0,4,2,4,70,60,Independent,NA,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,1,0
2012_297,61,Female,White,15,1.072,Didn't Vote,0,4,6,4,85,15,Democrat,0,85,15,0,NA,Didn't Vote,2012,4,6,0,-2,2,4,0,0.5,0,0.5,0,0,1
2012_298,54,Male,Other,17,1.964,Didn't Vote,0,2,4,2,70,50,Democrat,0,70,50,0,NA,Didn't Vote,2012,2,4,0,-2,2,3,-0.6666666666666666,0.8333333333333333,-0.6666666666666666,0.8333333333333333,0,1,0
2012_299,65,Male,Other,3,0.487,Didn't Vote,0,4,5,5,60,50,Independent,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,1,0
2012_300,54,Female,White,17,1.229,Didn't Vote,0,4,6,1,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,3,0,NA,NA,NA,NA,0,1
2012_301,31,Female,Other,7,0.24,Didn't Vote,0,NA,NA,4,85,60,Democrat,1,85,60,0,NA,Didn't Vote,2012,4,NA,NA,NA,NA,1,NA,NA,0,0.5,NA,0,0
2012_302,66,Female,Other,NA,0.15,Didn't Vote,0,NA,3,3,50,50,Democrat,NA,50,50,0,NA,Didn't Vote,2012,3,3,NA,NA,0,4,NA,NA,-0.3333333333333333,0.6666666666666666,NA,0,0
2012_303,61,Female,Other,8,0.187,Mitt Romney,1,6,6,1,15,85,Republican,1,85,15,1,Republican,Winner,2012,6,1,0,5,5,4,0.6666666666666666,0.8333333333333333,0.6666666666666666,0.8333333333333333,0,0,0
2012_304,53,Male,Black,8,2.005,Didn't Vote,0,NA,5,4,70,70,Independent,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,0
2012_305,52,Female,Other,13,0.467,Barack Obama,1,NA,1,5,85,15,Democrat,0,85,15,1,Democrat,Winner,2012,5,1,NA,NA,4,3,NA,NA,0.3333333333333333,0.33333333333333337,NA,0,0
2012_306,19,Female,Other,1,0.348,Didn't Vote,0,NA,4,4,85,60,Independent,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0
2012_307,27,Male,Other,11,0.284,Didn't Vote,0,5,4,2,50,70,Independent,1,NA,NA,0,NA,Didn't Vote,2012,NA,NA,NA,NA,NA,1,0.3333333333333333,NA,NA,NA,NA,1,0
2012_308,68,Male,Other,NA,0.546,Didn't Vote,0,6,3,5,100,15,Democrat,NA,100,15,0,NA,Didn't Vote,2012,5,3,1,3,2,5,0.6666666666666666,0.16666666666666669,0.3333333333333333,0.33333333333333337,-0.16666666666666669,1,0
