age,sex,race,income,weight,primary_vote_choice,primary_vote,ideo_self,ideo_rep,ideo_dem,therm_dem,therm_rep,pid_3,below_35k_dum,therm_inparty,therm_outparty,primary_vote_dum,cand_party,primary_vote_simple,year
68,Female,White,23,1.6453,Marco Rubio,1,4,6,1,15,60,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
32,Male,Other,17,0.7024,Didn't Vote,NA,-8,-8,3,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
62,Male,White,13,0.821,Ted Cruz,1,7,4,2,10,40,Other,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
69,Female,White,22,0.9549,Didn't Vote,NA,6,6,2,35,65,Republican,0,65,35,0,NA,Didn't Vote,2016
85,Male,White,13,0.2464,Donald Trump,1,6,4,3,30,60,Republican,0,60,30,1,Republican,Winner,2016
88,Female,White,1,0.2694,John Kasich,1,99,-8,-8,50,50,Republican,1,50,50,1,Republcian,Voted in Other Party Primary,2016
26,Male,White,1,0.1818,Donald Trump,1,5,4,4,60,40,Republican,1,40,60,1,Republican,Winner,2016
38,Male,White,9,1.1674,Didn't Vote,NA,99,4,4,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
50,Female,Black,19,0.3812,Didn't Vote,NA,99,6,3,60,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
54,Female,White,28,1.1939,Bernie Sanders,1,2,7,2,70,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
68,Female,White,17,1.1055,Bernie Sanders,1,3,6,2,60,60,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
NA,Female,Other,13,0.3465,Hillary Clinton,1,4,1,6,85,0,Democrat,0,85,0,1,Democrat,Winner,2016
45,Male,White,24,0.4928,Another Republican,1,6,5,2,15,60,Republican,0,60,15,1,Republican,Loser,2016
60,Female,White,22,1.1886,John Kasich,1,4,6,2,40,40,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
53,Female,White,NA,0.4197,Didn't Vote,NA,6,7,1,30,60,Republican,NA,60,30,0,NA,Didn't Vote,2016
70,Female,White,21,1.5381,Ted Cruz,1,6,6,1,0,100,Republican,0,100,0,1,Republican,Loser,2016
75,Male,White,22,0.7185,Donald Trump,1,7,4,1,0,60,Republican,0,60,0,1,Republican,Winner,2016
57,Female,White,NA,0.8486,Ted Cruz,1,7,5,2,15,60,Republican,NA,60,15,1,Republican,Loser,2016
59,Female,Other,2,0.431,Didn't Vote,NA,4,5,5,60,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016
76,Female,Other,NA,0.297,Bernie Sanders,1,2,6,2,100,0,Democrat,NA,100,0,1,Democrat,Loser,2016
61,Male,Other,13,1.656,Didn't Vote,NA,4,7,5,40,60,Republican,0,60,40,0,NA,Didn't Vote,2016
20,Male,Other,27,0.5546,Bernie Sanders,1,3,6,2,70,60,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
62,Other/Refused,White,NA,1.0175,Didn't Vote,NA,5,5,1,30,50,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
40,Female,White,23,1.2799,Didn't Vote,NA,5,6,2,40,60,Republican,0,60,40,0,NA,Didn't Vote,2016
24,Male,Black,15,1.862,Hillary Clinton,1,4,7,1,100,0,Democrat,0,100,0,1,Democrat,Winner,2016
47,Male,White,25,0.9103,Donald Trump,1,6,5,2,40,85,Republican,0,85,40,1,Republican,Winner,2016
24,Male,Other,5,0.5366,Didn't Vote,NA,2,6,3,60,0,Independent,1,NA,NA,0,NA,Didn't Vote,2016
61,Male,White,25,1.5568,Didn't Vote,NA,99,6,3,0,0,Republican,0,0,0,0,NA,Didn't Vote,2016
63,Female,Black,17,0.8448,Hillary Clinton,1,3,2,3,5,0,Democrat,0,5,0,1,Democrat,Winner,2016
32,Female,Other,21,0.3631,Didn't Vote,NA,1,-9,-9,60,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
51,Male,Other,21,0.3638,Didn't Vote,NA,4,6,2,90,70,Democrat,0,90,70,0,NA,Didn't Vote,2016
50,Female,Other,24,0.717,Didn't Vote,NA,3,5,4,60,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
30,Female,White,21,0.8754,Didn't Vote,NA,5,7,1,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
60,Male,Black,9,1.0335,Didn't Vote,NA,99,4,4,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
29,Male,White,17,0.3878,Didn't Vote,NA,5,7,1,30,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
63,Female,Other,23,0.6894,Hillary Clinton,1,3,7,2,100,30,Democrat,0,100,30,1,Democrat,Winner,2016
88,Male,Other,NA,0.3429,Didn't Vote,NA,4,5,5,40,30,No Preference,NA,NA,NA,0,NA,Didn't Vote,2016
63,Male,Other,3,0.418,Donald Trump,1,99,7,5,50,60,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2016
25,Female,White,14,0.3721,Didn't Vote,NA,2,6,2,85,0,Democrat,0,85,0,0,NA,Didn't Vote,2016
72,Female,Black,3,0.5366,Hillary Clinton,1,99,3,2,60,60,Democrat,1,60,60,1,Democrat,Winner,2016
60,Female,White,24,0.991,Hillary Clinton,1,2,4,4,50,50,No Preference,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
62,Male,White,23,1.3546,Donald Trump,1,5,5,2,30,85,Republican,0,85,30,1,Republican,Winner,2016
49,Female,White,28,0.7376,John Kasich,1,6,5,2,40,60,Republican,0,60,40,1,Republcian,Voted in Other Party Primary,2016
80,Male,White,7,0.4191,Didn't Vote,NA,6,6,2,15,85,Republican,1,85,15,0,NA,Didn't Vote,2016
84,Other/Refused,White,NA,0.419,Didn't Vote,NA,99,4,4,NA,70,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
22,Male,White,7,0.8071,Didn't Vote,NA,3,7,1,85,50,Democrat,1,85,50,0,NA,Didn't Vote,2016
26,Female,Black,13,0.623,Didn't Vote,NA,99,2,5,85,15,No Preference,0,NA,NA,0,NA,Didn't Vote,2016
64,Female,White,3,0.1311,Didn't Vote,NA,99,3,3,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
23,Female,Other,13,0.6428,Didn't Vote,NA,6,3,5,85,30,Democrat,0,85,30,0,NA,Didn't Vote,2016
38,Male,White,17,2.0049,Donald Trump,1,99,4,7,100,50,Democrat,0,100,50,1,Republican,Voted in Other Party Primary,2016
77,Female,White,NA,0.9187,Donald Trump,1,99,7,1,0,100,Republican,NA,100,0,1,Republican,Winner,2016
19,Female,Black,11,2.6376,Didn't Vote,NA,4,6,1,85,60,Democrat,1,85,60,0,NA,Didn't Vote,2016
90,Other/Refused,White,NA,0.7451,Bernie Sanders,1,2,7,3,70,15,Democrat,NA,70,15,1,Democrat,Loser,2016
31,Female,White,3,0.3924,Didn't Vote,NA,4,7,3,85,15,Democrat,1,85,15,0,NA,Didn't Vote,2016
59,Female,White,24,0.5833,Marco Rubio,1,7,6,2,0,60,Republican,0,60,0,1,Republican,Loser,2016
45,Male,Other,20,1.4389,Didn't Vote,NA,6,6,2,40,60,Republican,0,60,40,0,NA,Didn't Vote,2016
66,Female,White,12,0.7865,Didn't Vote,NA,4,6,2,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
23,Male,White,9,0.5829,Didn't Vote,NA,6,6,2,30,50,Republican,1,50,30,0,NA,Didn't Vote,2016
26,Female,Other,15,0.4723,Didn't Vote,NA,4,7,3,50,50,Democrat,0,50,50,0,NA,Didn't Vote,2016
59,Male,White,17,0.4755,Ted Cruz,1,6,5,2,15,85,Republican,0,85,15,1,Republican,Loser,2016
63,Female,White,25,1.709,Didn't Vote,NA,2,6,1,30,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
77,Male,White,12,0.3393,Hillary Clinton,1,99,5,5,60,60,Democrat,0,60,60,1,Democrat,Winner,2016
28,Male,Black,8,1.7308,Didn't Vote,NA,6,1,5,70,50,Democrat,1,70,50,0,NA,Didn't Vote,2016
27,Male,White,22,2.0017,Didn't Vote,NA,6,6,2,30,60,Republican,0,60,30,0,NA,Didn't Vote,2016
NA,Female,White,1,0.9582,Didn't Vote,NA,4,7,2,85,30,Democrat,1,85,30,0,NA,Didn't Vote,2016
20,Female,Other,17,2.1715,Didn't Vote,NA,99,2,6,0,40,Republican,0,40,0,0,NA,Didn't Vote,2016
40,Female,White,26,0.7708,Didn't Vote,NA,6,4,2,15,85,Republican,0,85,15,0,NA,Didn't Vote,2016
50,Male,White,23,1.6236,Didn't Vote,NA,99,5,4,60,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
71,Female,White,13,0.5635,NA,NA,4,-8,-8,NA,NA,Independent,0,NA,NA,NA,NA,NA,2016
90,Female,White,3,0.681,Didn't Vote,NA,99,2,6,75,NA,Democrat,1,75,NA,0,NA,Didn't Vote,2016
34,Female,Black,15,3.0072,Didn't Vote,NA,99,4,4,70,50,Democrat,0,70,50,0,NA,Didn't Vote,2016
49,Female,Black,9,1.4279,Didn't Vote,NA,99,5,6,60,50,Democrat,1,60,50,0,NA,Didn't Vote,2016
27,Male,White,7,0.6127,Didn't Vote,NA,3,6,3,50,20,Independent,1,NA,NA,0,NA,Didn't Vote,2016
48,Male,White,24,1.4624,Didn't Vote,NA,4,5,2,15,70,Republican,0,70,15,0,NA,Didn't Vote,2016
49,Male,Other,12,3.5922,Didn't Vote,NA,5,4,1,0,50,Republican,0,50,0,0,NA,Didn't Vote,2016
24,Male,White,6,0.5429,Didn't Vote,NA,3,6,2,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2016
56,Male,Other,19,0.6357,Didn't Vote,NA,99,2,3,60,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
78,Male,White,1,4.6473,Hillary Clinton,1,3,7,4,100,0,Democrat,1,100,0,1,Democrat,Winner,2016
24,Male,White,15,2.1023,Didn't Vote,NA,5,6,1,30,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
63,Female,Other,13,2.9429,Didn't Vote,NA,6,6,1,0,100,Republican,0,100,0,0,NA,Didn't Vote,2016
71,Male,Other,14,0.2521,Hillary Clinton,1,1,6,2,100,0,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
44,Male,White,22,0.6381,John Kasich,1,4,6,2,40,40,Other,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
21,Female,Other,4,0.2769,Didn't Vote,NA,99,4,4,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
30,Female,White,23,1.734,Another Republican,1,6,5,1,30,70,Republican,0,70,30,1,Republican,Loser,2016
21,Male,White,9,0.6385,Didn't Vote,NA,4,3,5,50,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016
29,Female,White,11,0.5322,Didn't Vote,NA,6,3,5,50,50,Republican,1,50,50,0,NA,Didn't Vote,2016
76,Male,Other,9,0.2922,Didn't Vote,NA,4,4,4,60,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016
42,Female,White,19,0.7824,Didn't Vote,NA,4,6,3,40,60,Republican,0,60,40,0,NA,Didn't Vote,2016
24,Female,Black,2,0.5927,Didn't Vote,NA,4,4,5,60,50,Democrat,1,60,50,0,NA,Didn't Vote,2016
74,Male,White,11,0.4373,Didn't Vote,NA,5,6,2,40,60,Independent,1,NA,NA,0,NA,Didn't Vote,2016
51,Male,White,26,2.2922,Didn't Vote,NA,99,4,4,40,85,Republican,0,85,40,0,NA,Didn't Vote,2016
76,Female,White,NA,0.3435,Donald Trump,1,6,7,1,15,60,Republican,NA,60,15,1,Republican,Winner,2016
25,Male,Black,11,0.8609,Didn't Vote,NA,6,1,7,70,50,Democrat,1,70,50,0,NA,Didn't Vote,2016
60,Other/Refused,Other,25,1.1277,Didn't Vote,NA,6,6,2,15,85,Republican,0,85,15,0,NA,Didn't Vote,2016
30,Female,White,22,0.5694,Didn't Vote,NA,4,6,2,70,70,Republican,0,70,70,0,NA,Didn't Vote,2016
61,Female,Other,8,0.3753,Donald Trump,1,7,7,2,30,100,Republican,1,100,30,1,Republican,Winner,2016
48,Female,White,22,0.7892,Hillary Clinton,1,5,-8,-8,50,50,Democrat,0,50,50,1,Democrat,Winner,2016
39,Male,Other,21,1.3172,Didn't Vote,NA,3,3,5,70,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
50,Female,White,28,1.6129,John Kasich,1,4,7,2,60,60,Independent,0,NA,NA,1,Republcian,Voted in Other Party Primary,2016
36,Female,White,10,2.0161,Didn't Vote,NA,4,7,2,70,50,Democrat,1,70,50,0,NA,Didn't Vote,2016
58,Male,White,14,0.7608,Didn't Vote,NA,2,5,3,70,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
30,Male,Other,22,0.4788,Didn't Vote,NA,3,7,3,60,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
52,Female,White,26,1.1924,Didn't Vote,NA,3,7,2,60,40,No Preference,0,NA,NA,0,NA,Didn't Vote,2016
54,Male,White,24,0.9609,John Kasich,1,6,7,1,30,70,Republican,0,70,30,1,Republcian,Voted in Other Party Primary,2016
70,Male,Other,25,1.3455,Didn't Vote,NA,7,5,1,0,85,Republican,0,85,0,0,NA,Didn't Vote,2016
81,Female,White,1,0.2784,Bernie Sanders,1,6,3,1,60,60,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
41,Male,White,19,0.6532,Donald Trump,1,6,4,1,30,70,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
23,Male,Black,3,1.3815,Bernie Sanders,1,3,6,4,40,30,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
45,Female,White,19,0.6752,Bernie Sanders,1,3,6,2,40,30,Other,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
46,Male,White,17,0.3613,Didn't Vote,NA,6,6,1,40,85,Republican,0,85,40,0,NA,Didn't Vote,2016
72,Female,Other,5,0.2988,Didn't Vote,NA,99,6,2,85,50,Democrat,1,85,50,0,NA,Didn't Vote,2016
59,Female,Black,7,1.4141,Hillary Clinton,1,99,1,7,100,0,Democrat,1,100,0,1,Democrat,Winner,2016
57,Female,Other,12,0.4576,Didn't Vote,NA,3,2,4,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2016
35,Male,White,5,0.6184,Didn't Vote,NA,2,7,4,50,10,Democrat,1,50,10,0,NA,Didn't Vote,2016
40,Female,White,22,0.6729,Didn't Vote,NA,4,6,2,60,55,Other,0,NA,NA,0,NA,Didn't Vote,2016
55,Female,White,27,1.4986,Didn't Vote,NA,3,7,2,40,15,Independent,0,NA,NA,0,NA,Didn't Vote,2016
79,Female,Other,NA,1.1902,Didn't Vote,NA,6,6,4,60,40,Republican,NA,40,60,0,NA,Didn't Vote,2016
28,Male,Other,9,0.4058,Bernie Sanders,1,3,1,1,15,0,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
NA,Male,Other,19,0.693,Didn't Vote,NA,4,6,3,70,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
56,Female,Black,20,0.6918,Didn't Vote,NA,5,6,2,60,40,Independent,0,NA,NA,0,NA,Didn't Vote,2016
35,Male,White,7,1.1924,Didn't Vote,NA,99,3,5,40,50,No Preference,1,NA,NA,0,NA,Didn't Vote,2016
58,Female,White,13,0.4113,Hillary Clinton,1,2,6,2,85,30,Democrat,0,85,30,1,Democrat,Winner,2016
60,Female,White,6,0.774,Donald Trump,1,7,6,1,0,100,Republican,1,100,0,1,Republican,Winner,2016
57,Female,White,1,0.8844,Another Republican,1,6,6,1,0,60,Republican,1,60,0,1,Republican,Loser,2016
58,Female,White,5,1.8017,Didn't Vote,NA,99,7,7,NA,NA,Democrat,1,NA,NA,0,NA,Didn't Vote,2016
87,Male,White,NA,0.6023,Ted Cruz,1,7,5,1,0,100,Republican,NA,100,0,1,Republican,Loser,2016
47,Female,Black,2,1.6791,Didn't Vote,NA,1,1,6,85,85,Independent,1,NA,NA,0,NA,Didn't Vote,2016
59,Female,White,28,0.7764,Didn't Vote,NA,4,6,2,60,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
84,Male,White,1,0.0895,Didn't Vote,NA,99,-8,-8,50,50,Democrat,1,50,50,0,NA,Didn't Vote,2016
50,Male,White,23,0.3567,Didn't Vote,NA,4,7,1,30,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
48,Male,White,28,0.9335,Didn't Vote,NA,2,6,3,60,15,Democrat,0,60,15,0,NA,Didn't Vote,2016
47,Female,Other,14,0.8752,Didn't Vote,NA,3,7,2,85,40,Democrat,0,85,40,0,NA,Didn't Vote,2016
57,Female,White,24,1.7884,Ted Cruz,1,7,5,1,30,30,Republican,0,30,30,1,Republican,Loser,2016
24,Male,White,28,0.8407,Donald Trump,1,6,6,1,0,85,Republican,0,85,0,1,Republican,Winner,2016
45,Male,White,26,0.8261,Didn't Vote,NA,4,5,2,30,70,Republican,0,70,30,0,NA,Didn't Vote,2016
62,Female,White,3,0.6542,Didn't Vote,NA,5,6,2,60,70,Republican,1,70,60,0,NA,Didn't Vote,2016
60,Male,White,27,0.8655,Hillary Clinton,1,3,6,3,70,30,Democrat,0,70,30,1,Democrat,Winner,2016
66,Female,White,15,2.5427,Didn't Vote,NA,6,5,1,40,85,Republican,0,85,40,0,NA,Didn't Vote,2016
30,Male,White,12,1.2748,Didn't Vote,NA,3,7,2,40,0,Democrat,0,40,0,0,NA,Didn't Vote,2016
49,Female,Black,15,2.4291,Hillary Clinton,1,99,4,5,100,70,Democrat,0,100,70,1,Democrat,Winner,2016
90,Male,White,20,0.7359,Didn't Vote,NA,6,4,1,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
23,Female,White,23,1.5574,Bernie Sanders,1,1,6,3,70,15,Democrat,0,70,15,1,Democrat,Loser,2016
70,Female,White,1,1.0909,Didn't Vote,NA,6,5,2,15,70,No Preference,1,NA,NA,0,NA,Didn't Vote,2016
28,Female,White,3,0.5757,Didn't Vote,NA,99,4,4,50,50,No Preference,1,NA,NA,0,NA,Didn't Vote,2016
39,Female,White,8,0.3422,Didn't Vote,NA,4,6,2,40,40,Independent,1,NA,NA,0,NA,Didn't Vote,2016
46,Male,Black,8,1.2309,Didn't Vote,NA,4,7,3,60,0,No Preference,1,NA,NA,0,NA,Didn't Vote,2016
61,Male,White,20,0.2624,Didn't Vote,NA,5,5,3,70,60,Democrat,0,70,60,0,NA,Didn't Vote,2016
40,Female,Black,9,0.2555,Didn't Vote,NA,3,2,6,70,30,Democrat,1,70,30,0,NA,Didn't Vote,2016
40,Male,White,27,0.7924,Ted Cruz,1,7,4,2,10,60,Republican,0,60,10,1,Republican,Loser,2016
31,Female,Other,28,0.8314,John Kasich,1,3,6,2,70,30,Democrat,0,70,30,1,Republcian,Voted in Other Party Primary,2016
66,Female,White,15,1.8008,Didn't Vote,NA,99,1,6,85,30,Democrat,0,85,30,0,NA,Didn't Vote,2016
48,Male,White,20,0.9152,Donald Trump,1,5,3,1,15,15,Republican,0,15,15,1,Republican,Winner,2016
59,Male,Black,8,1.7835,Didn't Vote,NA,5,3,2,60,50,Democrat,1,60,50,0,NA,Didn't Vote,2016
58,Male,Other,14,0.438,Didn't Vote,NA,4,1,7,70,40,Democrat,0,70,40,0,NA,Didn't Vote,2016
37,Female,White,25,1.2161,Bernie Sanders,1,1,7,4,70,15,Other,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
34,Male,White,22,0.474,Didn't Vote,NA,5,6,2,40,60,Republican,0,60,40,0,NA,Didn't Vote,2016
36,Male,White,24,0.6347,Hillary Clinton,1,2,7,2,40,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
41,Male,White,NA,1.04,Didn't Vote,NA,6,4,1,0,30,Independent,NA,NA,NA,0,NA,Didn't Vote,2016
58,Female,Black,14,0.8664,Didn't Vote,NA,99,6,2,70,30,Democrat,0,70,30,0,NA,Didn't Vote,2016
21,Male,White,14,2.6972,Didn't Vote,NA,6,6,1,0,70,Republican,0,70,0,0,NA,Didn't Vote,2016
35,Other/Refused,White,NA,0.6184,Didn't Vote,NA,99,2,6,75,60,Democrat,NA,75,60,0,NA,Didn't Vote,2016
75,Male,White,15,1.159,Hillary Clinton,1,3,6,2,70,30,Democrat,0,70,30,1,Democrat,Winner,2016
88,Male,White,9,1.0622,Donald Trump,1,6,5,1,0,100,Republican,1,100,0,1,Republican,Winner,2016
50,Female,Black,16,0.8104,Hillary Clinton,1,4,1,7,100,0,Democrat,0,100,0,1,Democrat,Winner,2016
38,Female,White,27,1.0575,Didn't Vote,NA,4,7,1,70,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
63,Male,White,NA,0.3796,Marco Rubio,1,5,6,1,15,60,Independent,NA,NA,NA,1,Republican,Voted in Other Party Primary,2016
47,Female,White,16,0.2668,Ted Cruz,1,5,6,1,15,70,Republican,0,70,15,1,Republican,Loser,2016
32,Male,White,27,1.1859,Didn't Vote,NA,5,7,3,40,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
NA,Male,Other,28,0.3359,Didn't Vote,NA,6,6,1,30,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
59,Female,White,13,0.7642,Donald Trump,1,4,4,7,0,100,Republican,0,100,0,1,Republican,Winner,2016
79,Other/Refused,White,6,3.6405,Donald Trump,1,4,6,4,60,50,Republican,1,50,60,1,Republican,Winner,2016
37,Female,Other,20,1.0214,Didn't Vote,NA,3,6,2,70,85,Independent,0,NA,NA,0,NA,Didn't Vote,2016
76,Female,Black,12,0.3104,Didn't Vote,NA,2,6,2,85,0,Democrat,0,85,0,0,NA,Didn't Vote,2016
48,Female,White,28,0.8263,Donald Trump,1,6,5,1,0,70,Republican,0,70,0,1,Republican,Winner,2016
66,Female,Other,5,0.3643,Didn't Vote,NA,99,-9,-9,100,30,Democrat,1,100,30,0,NA,Didn't Vote,2016
54,Male,White,28,0.7585,Donald Trump,1,6,3,3,15,15,Republican,0,15,15,1,Republican,Winner,2016
60,Female,White,2,0.5655,Didn't Vote,NA,99,5,4,70,70,Independent,1,NA,NA,0,NA,Didn't Vote,2016
26,Male,White,8,0.3507,Didn't Vote,NA,99,6,1,15,85,Republican,1,85,15,0,NA,Didn't Vote,2016
66,Female,White,1,1.3845,Donald Trump,1,4,4,4,30,85,Independent,1,NA,NA,1,Republican,Voted in Other Party Primary,2016
42,Female,Other,16,1.4311,Bernie Sanders,1,99,6,4,85,30,Democrat,0,85,30,1,Democrat,Loser,2016
33,Female,Other,13,1.5843,Didn't Vote,NA,2,6,4,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2016
21,Male,White,6,0.5287,Didn't Vote,NA,4,5,3,50,60,Republican,1,60,50,0,NA,Didn't Vote,2016
47,Male,White,22,0.836,Didn't Vote,NA,5,6,2,30,70,Independent,0,NA,NA,0,NA,Didn't Vote,2016
52,Female,White,20,0.4834,Hillary Clinton,1,2,7,2,70,40,Democrat,0,70,40,1,Democrat,Winner,2016
52,Male,Other,11,1.9006,Didn't Vote,NA,5,2,5,70,15,Democrat,1,70,15,0,NA,Didn't Vote,2016
35,Male,Other,21,0.2833,Didn't Vote,NA,3,7,2,50,30,Independent,0,NA,NA,0,NA,Didn't Vote,2016
55,Male,White,28,1.6739,Donald Trump,1,4,6,2,40,70,Independent,0,NA,NA,1,Republican,Voted in Other Party Primary,2016
61,Female,White,14,0.3076,Hillary Clinton,1,3,6,3,70,30,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
54,Male,Other,12,1.8717,Didn't Vote,NA,6,2,5,80,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
36,Female,White,7,0.4537,Didn't Vote,NA,99,6,3,50,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
57,Female,White,16,2.0398,John Kasich,1,99,-8,1,0,60,Republican,0,60,0,1,Republcian,Voted in Other Party Primary,2016
82,Male,White,16,0.7822,Donald Trump,1,99,5,2,30,80,Republican,0,80,30,1,Republican,Winner,2016
72,Male,White,13,0.6028,Hillary Clinton,1,99,7,1,85,30,Democrat,0,85,30,1,Democrat,Winner,2016
56,Female,Other,28,0.7615,Hillary Clinton,1,4,-8,4,100,60,Democrat,0,100,60,1,Democrat,Winner,2016
80,Male,Other,3,0.9032,Hillary Clinton,1,4,3,6,70,60,Independent,1,NA,NA,1,Democrat,Voted in Other Party Primary,2016
52,Male,Other,18,0.8606,Hillary Clinton,1,6,6,5,85,60,Democrat,0,85,60,1,Democrat,Winner,2016
21,Female,Other,7,1.4119,Didn't Vote,NA,4,5,4,30,30,Independent,1,NA,NA,0,NA,Didn't Vote,2016
28,Male,White,2,0.808,Didn't Vote,NA,4,7,2,85,0,Democrat,1,85,0,0,NA,Didn't Vote,2016
20,Female,Other,11,0.4018,Didn't Vote,NA,99,5,4,30,30,Independent,1,NA,NA,0,NA,Didn't Vote,2016
55,Male,White,4,1.0751,Didn't Vote,NA,2,5,1,50,60,Republican,1,60,50,0,NA,Didn't Vote,2016
47,Female,White,26,0.9218,Didn't Vote,NA,5,7,2,70,15,Democrat,0,70,15,0,NA,Didn't Vote,2016
85,Female,White,1,0.3386,Didn't Vote,NA,7,4,3,0,60,Republican,1,60,0,0,NA,Didn't Vote,2016
73,Female,White,1,1.9163,Hillary Clinton,1,99,1,6,40,0,Democrat,1,40,0,1,Democrat,Winner,2016
27,Female,White,20,1.2728,Bernie Sanders,1,99,-8,-8,70,40,Independent,0,NA,NA,1,Democrat,Voted in Other Party Primary,2016
41,Female,White,11,0.9312,Didn't Vote,NA,99,4,1,30,60,Democrat,1,30,60,0,NA,Didn't Vote,2016
27,Male,White,24,0.5575,Marco Rubio,1,6,6,2,30,40,Republican,0,40,30,1,Republican,Loser,2016
75,Male,White,9,0.8323,Didn't Vote,NA,99,2,4,60,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
45,Female,White,3,0.2976,Didn't Vote,NA,2,-8,-8,NA,0,Independent,1,NA,NA,0,NA,Didn't Vote,2016
66,Male,White,19,1.5714,Ted Cruz,1,5,5,2,30,85,Republican,0,85,30,1,Republican,Loser,2016
51,Male,White,21,0.9938,Didn't Vote,NA,6,6,2,0,70,Republican,0,70,0,0,NA,Didn't Vote,2016
58,Male,White,19,1.505,Didn't Vote,NA,4,3,5,70,85,Democrat,0,70,85,0,NA,Didn't Vote,2016
34,Male,White,24,0.5424,Didn't Vote,NA,6,6,1,15,20,Independent,0,NA,NA,0,NA,Didn't Vote,2016
80,Male,Other,12,0.301,Ted Cruz,1,7,6,1,0,60,Republican,0,60,0,1,Republican,Loser,2016
26,Male,Other,3,0.51,Didn't Vote,NA,7,5,1,30,50,Independent,1,NA,NA,0,NA,Didn't Vote,2016
48,Female,White,12,1.2333,Didn't Vote,NA,99,6,2,15,85,Independent,0,NA,NA,0,NA,Didn't Vote,2016
35,Female,White,24,0.6403,NA,NA,6,3,2,30,70,Other,0,NA,NA,NA,NA,NA,2016
76,Female,White,15,0.9081,Didn't Vote,NA,99,5,2,40,60,Independent,0,NA,NA,0,NA,Didn't Vote,2016
33,Female,Other,28,1.1414,Didn't Vote,NA,5,6,2,50,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
48,Female,White,19,0.7708,Didn't Vote,NA,6,6,2,0,70,Republican,0,70,0,0,NA,Didn't Vote,2016
29,Male,White,25,1.108,Didn't Vote,NA,99,-8,-8,40,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
67,Female,Other,9,0.2198,Hillary Clinton,1,3,6,2,70,30,Democrat,1,70,30,1,Democrat,Winner,2016
39,Male,White,22,0.5869,Didn't Vote,NA,4,6,2,40,50,Independent,0,NA,NA,0,NA,Didn't Vote,2016
